problem_id,model,difficulty,contamination_pole,cci,matched_steps,total_steps_compared,generated_plan_length,executed_length,illegal_action_count,skip_count,session_status,first_illegal_step,partial_goal_achievement,goals_met,goal_reached,executed_steps_json,parser_classifications_json,preamble_lines,remapped_lines,canonical_lines,unparseable_lines
BW_E_001,openai/gpt-4o,medium,low,,0,0,10,41,39,6,aborted: excessive illegal steps,2,0.2,1,False,"[""pick-up a"", ""stack a i"", ""stack i c"", ""stack i f"", ""stack i c"", ""stack i f"", ""stack i c"", ""stack i f"", ""stack i c"", ""STEP_SKIP"", ""stack i f"", ""stack i c"", ""STEP_SKIP"", ""stack i c"", ""stack i f"", ""unstack i the"", ""put-down a"", ""pick-up i"", ""stack a i"", ""pick-up i"", ""stack a i"", ""stack i c"", ""STEP_SKIP"", ""stack i c"", ""stack i f"", ""stack i c"", ""stack i f"", ""stack i c"", ""stack i f"", ""stack i c"", ""stack i f"", ""stack i c"", ""STEP_SKIP"", ""stack i f"", ""unstack i the"", ""stack i c"", ""stack i f"", ""stack i c"", ""STEP_SKIP"", ""stack i c"", ""STEP_SKIP""]","{""canonical"": 25, ""remapped"": 16}",0,16,25,0
BW_E_002,openai/gpt-4o,easy,low,0.0,0,6,6,49,45,5,complete,4,0.6667,2,False,"[""pick-up g"", ""stack g i"", ""pick-up h"", ""stack h b"", ""pick-up b"", ""STEP_SKIP"", ""pick-up h"", ""pick-up b"", ""stack b g"", ""put-down h"", ""pick-up b"", ""pick-up h"", ""put-down h"", ""pick-up b"", ""put-down h"", ""pick-up b"", ""stack b g"", ""put-down h"", ""pick-up b"", ""stack b g"", ""put-down h"", ""pick-up b"", ""stack b g"", ""put-down h"", ""pick-up b"", ""STEP_SKIP"", ""stack b g"", ""put-down h"", ""pick-up b"", ""pick-up h"", ""pick-up b"", ""put-down h"", ""pick-up b"", ""STEP_SKIP"", ""put-down h"", ""pick-up b"", ""stack b g"", ""put-down h"", ""pick-up b"", ""STEP_SKIP"", ""put-down h"", ""pick-up b"", ""pick-up h"", ""put-down h"", ""pick-up b"", ""pick-up h"", ""pick-up b"", ""STEP_SKIP"", ""stack b g""]","{""canonical"": 3, ""remapped"": 46, ""unparseable"": 1}",0,46,3,1
BW_E_003,openai/gpt-4o,medium,low,,0,0,8,14,12,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up g"", ""stack g c"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP"", ""stack c i"", ""STEP_SKIP""]","{""canonical"": 4, ""remapped"": 10}",0,10,4,0
BW_E_004,openai/gpt-4o,hard,low,,0,0,14,24,22,6,aborted: excessive illegal steps,2,0.1429,1,False,"[""pick-up a"", ""stack a h"", ""stack h k"", ""STEP_SKIP"", ""stack h k"", ""pick-up h"", ""stack h k"", ""STEP_SKIP"", ""stack h k"", ""pick-up h"", ""stack h k"", ""pick-up h"", ""put-down a"", ""stack h k"", ""STEP_SKIP"", ""stack h k"", ""pick-up h"", ""stack h k"", ""STEP_SKIP"", ""stack h k"", ""STEP_SKIP"", ""pick-up h"", ""stack h k"", ""STEP_SKIP""]","{""canonical"": 3, ""remapped"": 21}",0,21,3,0
BW_E_005,openai/gpt-4o,medium,low,,0,0,8,14,12,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up c"", ""stack c l"", ""stack l d"", ""STEP_SKIP"", ""stack l d"", ""STEP_SKIP"", ""stack l d"", ""STEP_SKIP"", ""stack l d"", ""STEP_SKIP"", ""stack l d"", ""STEP_SKIP"", ""stack l d"", ""STEP_SKIP""]","{""canonical"": 12, ""remapped"": 2}",0,2,12,0
BW_155,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,12,21,18,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up i"", ""stack i f"", ""pick-up i"", ""pick-up f"", ""pick-up i"", ""pick-up f"", ""pick-up i"", ""pick-up e"", ""stack i f"", ""STEP_SKIP"", ""stack i f"", ""STEP_SKIP"", ""stack i f"", ""STEP_SKIP"", ""stack f e"", ""stack e f"", ""STEP_SKIP"", ""stack e f"", ""STEP_SKIP"", ""stack i f"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 20, ""unparseable"": 1}",0,20,1,1
BW_010,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,6,30,28,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up d"", ""stack d e"", ""pick-up e"", ""STEP_SKIP"", ""pick-up d"", ""STEP_SKIP"", ""pick-up d"", ""pick-up e"", ""pick-up d"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""pick-up d"", ""pick-up e"", ""pick-up d"", ""pick-up e"", ""pick-up d"", ""pick-up e"", ""pick-up d"", ""pick-up e"", ""pick-up d"", ""STEP_SKIP"", ""pick-up e"", ""pick-up d"", ""pick-up e"", ""pick-up d"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 29}",0,29,1,0
BW_001,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,14,41,37,6,aborted: excessive illegal steps,2,0.2857,2,False,"[""pick-up j"", ""stack j f"", ""pick-up j"", ""pick-up f"", ""pick-up h"", ""stack h l"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""STEP_SKIP"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""STEP_SKIP"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""STEP_SKIP"", ""pick-up h"", ""STEP_SKIP"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 40}",0,40,1,0
BW_011,meta-llama/llama-3.1-8b-instruct,hard,high,,0,0,20,14,12,6,aborted: excessive illegal steps,2,0.1111,1,False,"[""pick-up c"", ""stack c k"", ""stack c k"", ""STEP_SKIP"", ""stack c k"", ""STEP_SKIP"", ""stack c k"", ""STEP_SKIP"", ""stack c k"", ""STEP_SKIP"", ""stack c k"", ""STEP_SKIP"", ""stack c k"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
BW_120,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,9,17,14,6,aborted: excessive illegal steps,2,0.3333,1,False,"[""pick-up c"", ""stack c j"", ""pick-up j"", ""STEP_SKIP"", ""pick-up c"", ""pick-up j"", ""pick-up g"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP"", ""stack c j"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 16}",0,16,1,0
BW_227,meta-llama/llama-3.1-8b-instruct,hard,high,,0,0,16,47,43,6,aborted: excessive illegal steps,2,0.25,2,False,"[""pick-up f"", ""stack f l"", ""stack f the"", ""pick-up f"", ""pick-up c"", ""stack f l"", ""stack c k"", ""pick-up c"", ""pick-up l"", ""pick-up f"", ""pick-up l"", ""pick-up f"", ""pick-up c"", ""STEP_SKIP"", ""pick-up l"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up c"", ""pick-up l"", ""pick-up f"", ""pick-up l"", ""pick-up c"", ""pick-up l"", ""pick-up c"", ""pick-up l"", ""STEP_SKIP"", ""pick-up c"", ""pick-up l"", ""pick-up c"", ""pick-up l"", ""pick-up c"", ""pick-up l"", ""pick-up f"", ""pick-up l"", ""pick-up c"", ""pick-up l"", ""pick-up c"", ""pick-up l"", ""pick-up f"", ""pick-up c"", ""pick-up l"", ""pick-up f"", ""STEP_SKIP"", ""pick-up c"", ""STEP_SKIP""]","{""canonical"": 9, ""remapped"": 38}",0,38,9,0
BW_137,meta-llama/llama-3.1-8b-instruct,hard,high,,0,0,20,13,5,6,aborted: excessive illegal steps,1,0.1,1,False,"[""pick-up d"", ""pick-up a"", ""stack d a"", ""STEP_SKIP"", ""stack d a"", ""STEP_SKIP"", ""stack d b"", ""STEP_SKIP"", ""stack d b"", ""STEP_SKIP"", ""STEP_SKIP"", ""stack d b"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 6, ""unparseable"": 14}",0,6,1,14
BW_172,meta-llama/llama-3.1-8b-instruct,hard,high,0.15,3,20,20,48,45,2,complete,2,0.1,1,False,"[""pick-up i"", ""stack i l"", ""STEP_SKIP"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""STEP_SKIP"", ""pick-up i"", ""pick-up l"", ""pick-up i"", ""pick-up l"", ""pick-up i""]","{""canonical"": 1, ""remapped"": 46, ""unparseable"": 3}",0,46,1,3
BW_467,meta-llama/llama-3.1-8b-instruct,medium,high,0.25,3,12,12,50,48,5,complete,2,0.1667,1,False,"[""pick-up g"", ""stack g i"", ""stack g the"", ""stack i l"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""STEP_SKIP"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""STEP_SKIP"", ""pick-up i"", ""pick-up g"", ""STEP_SKIP"", ""pick-up i"", ""pick-up g"", ""STEP_SKIP"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""STEP_SKIP"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i"", ""pick-up g"", ""pick-up i""]","{""canonical"": 1, ""remapped"": 49}",0,49,1,0
BW_080,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,10,14,12,6,aborted: excessive illegal steps,2,0.2,1,False,"[""pick-up l"", ""stack l c"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
BW_E100,meta-llama/llama-3.1-8b-instruct,easy,low,0.0,0,2,12,2,0,0,complete,,1.0,2,True,"[""pick-up b"", ""stack b c""]","{""canonical"": 1, ""remapped"": 1}",0,1,1,0
BW_E015,meta-llama/llama-3.1-8b-instruct,easy,low,,0,0,15,13,12,6,aborted: excessive illegal steps,1,0.0,0,False,"[""pick-up a"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP"", ""stack a b"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 12}",0,12,1,0
BW_E017,meta-llama/llama-3.1-8b-instruct,easy,low,0.0,0,17,17,50,50,1,complete,0,0.0,0,False,"[""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up b"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up b"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up b"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up a"", ""pick-up c"", ""pick-up b"", ""pick-up c"", ""STEP_SKIP""]","{""canonical"": 42, ""remapped"": 8}",0,8,42,0
BW_E019,meta-llama/llama-3.1-8b-instruct,easy,low,,0,0,20,13,13,6,aborted: excessive illegal steps,0,0.0,0,False,"[""pick-up a"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP"", ""pick-up b"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 12}",0,12,1,0
BW_E002,meta-llama/llama-3.1-8b-instruct,easy,low,0.0,0,16,16,50,50,0,complete,0,0.0,0,False,"[""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b"", ""pick-up a"", ""pick-up b""]","{""canonical"": 44, ""remapped"": 6}",0,6,44,0
BW_495,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,13,14,12,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up c"", ""stack c l"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP"", ""pick-up l"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
BW_408,meta-llama/llama-3.1-8b-instruct,hard,high,,0,0,14,25,19,6,aborted: excessive illegal steps,5,0.1429,1,False,"[""pick-up a"", ""stack a l"", ""pick-up b"", ""stack b j"", ""pick-up c"", ""pick-up l"", ""STEP_SKIP"", ""stack c d"", ""pick-up d"", ""STEP_SKIP"", ""pick-up c"", ""pick-up d"", ""pick-up c"", ""STEP_SKIP"", ""pick-up d"", ""STEP_SKIP"", ""pick-up d"", ""pick-up c"", ""STEP_SKIP"", ""pick-up d"", ""pick-up c"", ""pick-up d"", ""pick-up c"", ""pick-up d"", ""STEP_SKIP""]","{""canonical"": 4, ""remapped"": 21}",0,21,4,0
BW_350,meta-llama/llama-3.1-8b-instruct,hard,high,,0,0,18,15,13,6,aborted: excessive illegal steps,1,0.1111,1,False,"[""pick-up f"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""stack f e"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 14}",0,14,1,0
BW_331,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,4,46,44,6,aborted: excessive illegal steps,2,0.5,1,False,"[""pick-up h"", ""stack h j"", ""pick-up j"", ""STEP_SKIP"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""STEP_SKIP"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""STEP_SKIP"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""STEP_SKIP"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""pick-up h"", ""pick-up j"", ""STEP_SKIP"", ""pick-up h"", ""pick-up j"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 45}",0,45,1,0
BW_310,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,9,32,29,6,aborted: excessive illegal steps,2,0.2,1,False,"[""pick-up g"", ""stack g j"", ""pick-up g"", ""pick-up j"", ""pick-up g"", ""pick-up j"", ""pick-up g"", ""pick-up j"", ""pick-up g"", ""pick-up b"", ""pick-up a"", ""pick-up j"", ""pick-up g"", ""stack g j"", ""STEP_SKIP"", ""pick-up a"", ""stack g j"", ""pick-up a"", ""stack g j"", ""STEP_SKIP"", ""pick-up a"", ""pick-up j"", ""pick-up g"", ""stack g j"", ""STEP_SKIP"", ""stack g j"", ""STEP_SKIP"", ""pick-up a"", ""stack g j"", ""STEP_SKIP"", ""stack g j"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 30}",0,30,2,0
BW_282,meta-llama/llama-3.1-8b-instruct,medium,high,0.375,3,8,8,50,47,1,complete,2,0.25,1,False,"[""pick-up g"", ""stack g h"", ""pick-up h"", ""pick-up i"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""pick-up c"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""pick-up c"", ""pick-up h"", ""pick-up c"", ""STEP_SKIP"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""pick-up c"", ""stack g h"", ""pick-up h"", ""pick-up c"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""pick-up c"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h"", ""stack g h"", ""pick-up h""]","{""canonical"": 1, ""remapped"": 49}",0,49,1,0
BW_203,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,3,14,12,6,aborted: excessive illegal steps,2,0.3333,1,False,"[""pick-up k"", ""stack k f"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
BW_022,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,8,16,13,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up g"", ""stack g c"", ""pick-up c"", ""pick-up b"", ""stack b c"", ""STEP_SKIP"", ""stack b c"", ""STEP_SKIP"", ""stack b c"", ""STEP_SKIP"", ""stack b c"", ""STEP_SKIP"", ""stack b c"", ""STEP_SKIP"", ""stack b c"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 14}",0,14,2,0
BW_014,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,5,14,12,6,aborted: excessive illegal steps,2,0.5,1,False,"[""pick-up l"", ""stack l e"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
BW_002,meta-llama/llama-3.1-8b-instruct,hard,high,,0,0,20,16,13,6,aborted: excessive illegal steps,3,0.1667,1,False,"[""pick-up j"", ""stack j g"", ""pick-up h"", ""stack j g"", ""STEP_SKIP"", ""pick-up g"", ""STEP_SKIP"", ""stack j g"", ""STEP_SKIP"", ""stack j g"", ""STEP_SKIP"", ""stack j g"", ""STEP_SKIP"", ""pick-up g"", ""stack j g"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 15}",0,15,1,0
BW_496,meta-llama/llama-3.1-8b-instruct,hard,high,,0,0,20,32,27,6,aborted: excessive illegal steps,2,0.1,1,False,"[""pick-up j"", ""stack j h"", ""put-down j"", ""pick-up j"", ""pick-up c"", ""stack c j"", ""stack h l"", ""STEP_SKIP"", ""stack j l"", ""STEP_SKIP"", ""stack j l"", ""STEP_SKIP"", ""stack j l"", ""STEP_SKIP"", ""stack j l"", ""stack j the"", ""stack c the"", ""stack j h"", ""stack c f"", ""stack j h"", ""stack h l"", ""stack j l"", ""STEP_SKIP"", ""stack j l"", ""stack j the"", ""stack c f"", ""stack j h"", ""stack c f"", ""stack j h"", ""stack h l"", ""stack j l"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 30, ""unparseable"": 5}",0,30,1,5
BW_497,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,4,14,12,6,aborted: excessive illegal steps,2,0.5,1,False,"[""pick-up l"", ""stack l e"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
BW_498,meta-llama/llama-3.1-8b-instruct,hard,high,,0,0,26,39,33,6,aborted: excessive illegal steps,2,0.3333,3,False,"[""pick-up k"", ""stack k j"", ""put-down k"", ""pick-up j"", ""pick-up k"", ""pick-up j"", ""pick-up k"", ""pick-up j"", ""pick-up c"", ""stack c b"", ""stack k j"", ""stack c the"", ""put-down k"", ""pick-up j"", ""pick-up c"", ""pick-up b"", ""pick-up a"", ""pick-up c"", ""STEP_SKIP"", ""stack a g"", ""pick-up c"", ""STEP_SKIP"", ""pick-up c"", ""pick-up b"", ""pick-up c"", ""STEP_SKIP"", ""pick-up b"", ""pick-up c"", ""pick-up b"", ""pick-up c"", ""STEP_SKIP"", ""pick-up c"", ""pick-up b"", ""pick-up c"", ""STEP_SKIP"", ""pick-up c"", ""pick-up b"", ""pick-up c"", ""STEP_SKIP""]","{""canonical"": 10, ""remapped"": 29}",0,29,10,0
BW_499,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,8,14,12,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up a"", ""stack a c"", ""pick-up a"", ""STEP_SKIP"", ""pick-up a"", ""STEP_SKIP"", ""pick-up a"", ""STEP_SKIP"", ""pick-up a"", ""STEP_SKIP"", ""pick-up a"", ""STEP_SKIP"", ""pick-up a"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
BW_500,meta-llama/llama-3.1-8b-instruct,hard,high,,0,0,21,14,12,6,aborted: excessive illegal steps,2,0.1429,1,False,"[""pick-up e"", ""stack e k"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 13}",0,13,1,0
BW_501,meta-llama/llama-3.1-8b-instruct,hard,high,0.0714,1,14,14,50,45,4,complete,1,0.1429,1,False,"[""pick-up c"", ""pick-up i"", ""stack c i"", ""stack c i"", ""pick-up c"", ""pick-up a"", ""stack c i"", ""put-down c"", ""pick-up i"", ""stack c i"", ""put-down c"", ""put-down a"", ""pick-up c"", ""STEP_SKIP"", ""pick-up a"", ""pick-up i"", ""stack c i"", ""pick-up c"", ""stack c i"", ""put-down c"", ""pick-up i"", ""pick-up c"", ""stack c i"", ""put-down c"", ""pick-up i"", ""pick-up c"", ""stack c i"", ""pick-up i"", ""stack c i"", ""put-down c"", ""pick-up i"", ""stack c i"", ""STEP_SKIP"", ""put-down c"", ""pick-up i"", ""stack c i"", ""put-down c"", ""pick-up i"", ""stack c i"", ""STEP_SKIP"", ""put-down c"", ""pick-up i"", ""stack c i"", ""put-down c"", ""pick-up i"", ""stack c i"", ""pick-up i"", ""stack c i"", ""STEP_SKIP"", ""put-down c""]","{""canonical"": 5, ""remapped"": 45}",0,45,5,0
BW_502,meta-llama/llama-3.1-8b-instruct,easy,high,,0,0,5,17,13,6,aborted: excessive illegal steps,4,0.3333,1,False,"[""pick-up d"", ""stack d h"", ""pick-up e"", ""stack e i"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up d"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP"", ""pick-up e"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 16}",0,16,1,0
BW_503,meta-llama/llama-3.1-8b-instruct,hard,high,,0,0,40,21,19,6,aborted: excessive illegal steps,2,0.0909,1,False,"[""pick-up f"", ""stack f g"", ""stack f g"", ""STEP_SKIP"", ""stack f a"", ""stack f the"", ""stack f g"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""STEP_SKIP"", ""pick-up g"", ""pick-up f"", ""STEP_SKIP"", ""pick-up g"", ""pick-up f"", ""STEP_SKIP"", ""pick-up f"", ""pick-up g"", ""pick-up f"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 20}",0,20,1,0
BW_504,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,8,24,16,6,aborted: excessive illegal steps,3,0.1667,1,False,"[""pick-up a"", ""stack a h"", ""pick-up e"", ""pick-up h"", ""stack a h"", ""STEP_SKIP"", ""stack a h"", ""pick-up e"", ""stack e k"", ""pick-up h"", ""STEP_SKIP"", ""pick-up b"", ""pick-up h"", ""STEP_SKIP"", ""pick-up e"", ""pick-up h"", ""stack b l"", ""STEP_SKIP"", ""pick-up f"", ""stack f k"", ""stack a h"", ""STEP_SKIP"", ""stack a h"", ""STEP_SKIP""]","{""canonical"": 2, ""remapped"": 21, ""unparseable"": 4}",0,21,2,4
BW_505,meta-llama/llama-3.1-8b-instruct,medium,high,,0,0,8,19,16,6,aborted: excessive illegal steps,2,0.25,1,False,"[""pick-up c"", ""stack c d"", ""pick-up d"", ""pick-up b"", ""stack c d"", ""pick-up d"", ""STEP_SKIP"", ""pick-up d"", ""stack c d"", ""STEP_SKIP"", ""pick-up d"", ""stack c d"", ""STEP_SKIP"", ""stack c d"", ""STEP_SKIP"", ""stack c d"", ""STEP_SKIP"", ""stack c d"", ""STEP_SKIP""]","{""canonical"": 1, ""remapped"": 18}",0,18,1,0
