model,problem_id,variant,layer,rank,logprob,cosine_to_gold_unembed,gold_content,gold_token_id,gold_token_decoded,gold_unigram_count,gold_token_id_rank_proxy,n_layers,sep_note
meta-llama/Llama-3.1-8B-Instruct,GSM_058,W3,22,18839,-11.518138,0.000675,285,15935,285,6,15935,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_058,W3,23,15063,-11.451087,0.002103,285,15935,285,6,15935,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_058,W3,24,4511,-11.20689,0.012169,285,15935,285,6,15935,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_058,W3,25,3809,-11.173959,0.012498,285,15935,285,6,15935,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_058,W3,26,2325,-10.989687,0.015992,285,15935,285,6,15935,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_058,W3,27,1771,-10.902089,0.01766,285,15935,285,6,15935,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_058,W3,28,1365,-10.618484,0.020792,285,15935,285,6,15935,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_058,W3,29,1676,-10.647324,0.019745,285,15935,285,6,15935,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_058,W3,30,2082,-10.512036,0.020509,285,15935,285,6,15935,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_058,W3,31,628,-10.701995,0.070239,285,15935,285,6,15935,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,0,57722,-11.760435,0.002076,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,1,83497,-11.767584,-0.007898,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,2,94064,-11.776101,-0.009996,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,3,104770,-11.790467,-0.009946,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,4,112940,-11.817041,-0.015173,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,5,115361,-11.836714,-0.013587,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,6,116196,-11.83963,-0.014049,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,7,79470,-11.783202,0.001075,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,8,86995,-11.795139,-0.003495,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,9,79693,-11.788353,-0.002171,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,10,59299,-11.758354,0.010152,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,11,47393,-11.738951,0.014925,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,12,39350,-11.723087,0.014155,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,13,68683,-11.775721,0.003723,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,14,76100,-11.792515,-0.001538,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,15,24985,-11.67686,0.010538,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,16,13776,-11.623304,0.015296,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,17,8772,-11.572017,0.01747,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,18,5556,-11.513862,0.016622,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,19,9379,-11.521293,0.010166,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,20,12958,-11.550737,0.007806,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,21,13927,-11.519688,0.004813,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,22,10608,-11.444292,0.006468,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,23,5507,-11.299897,0.012061,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,24,3224,-11.128416,0.01665,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,25,4644,-11.184999,0.012296,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,26,2150,-10.92968,0.019778,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,27,956,-10.742726,0.028275,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,28,310,-10.292189,0.040912,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,29,664,-10.343815,0.034618,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,30,526,-9.942038,0.043117,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,canonical,31,104,-10.238838,0.112171,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,0,56159,-11.760096,0.002195,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,1,82963,-11.767368,-0.007948,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,2,91530,-11.774773,-0.009024,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,3,100129,-11.786434,-0.007786,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,4,113354,-11.817688,-0.015521,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,5,116229,-11.838657,-0.014323,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,6,116364,-11.840121,-0.014458,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,7,74542,-11.77718,0.002466,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,8,86322,-11.794438,-0.003583,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,9,80472,-11.789506,-0.002389,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,10,60239,-11.759895,0.009501,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,11,50042,-11.743371,0.013112,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,12,33775,-11.713215,0.015384,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,13,64221,-11.76749,0.005357,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,14,77472,-11.795502,-0.001809,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,15,28851,-11.688489,0.009743,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,16,16870,-11.638841,0.01408,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,17,13984,-11.608764,0.014105,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,18,8551,-11.551454,0.013682,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,19,11918,-11.549454,0.008195,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,20,16804,-11.582038,0.005388,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,21,16666,-11.544689,0.002809,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,22,9828,-11.438979,0.006967,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,23,5187,-11.297105,0.012472,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,24,2289,-11.079364,0.020106,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,25,3126,-11.121428,0.016351,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,26,1672,-10.882473,0.022571,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,27,482,-10.599892,0.034807,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,28,219,-10.142299,0.045775,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,29,417,-10.170321,0.039729,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,30,445,-9.830343,0.044623,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_059,W3,31,94,-9.381832,0.117272,29,1682,29,27,1682,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,0,63629,-11.761672,-0.000373,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,1,93461,-11.770672,-0.011472,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,2,100811,-11.779708,-0.013338,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,3,86900,-11.776425,-0.003207,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,4,87440,-11.784131,-0.003473,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,5,113774,-11.834513,-0.011872,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,6,124291,-11.872274,-0.023753,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,7,122582,-11.872485,-0.023019,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,8,116505,-11.855326,-0.01775,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,9,94230,-11.81214,-0.00733,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,10,91025,-11.811099,-0.000872,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,11,120987,-11.893051,-0.018857,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,12,88880,-11.810035,-0.003024,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,13,60854,-11.760699,0.004718,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,14,92812,-11.826953,-0.009018,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,15,37678,-11.709703,0.003241,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,16,42044,-11.715867,-0.001838,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,17,24299,-11.652009,0.003024,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,18,10522,-11.55847,0.008542,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,19,8444,-11.509561,0.009322,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,20,4630,-11.444791,0.015068,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,21,11614,-11.480764,0.004516,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,22,6403,-11.362055,0.010704,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,23,5399,-11.27027,0.01171,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,24,5752,-11.199952,0.010523,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,25,5135,-11.168676,0.010783,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,26,3691,-11.021225,0.014619,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,27,2872,-10.934387,0.017283,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,28,1091,-10.525387,0.028824,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,29,819,-10.477365,0.032306,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,30,196,-9.66334,0.052976,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,canonical,31,78,-7.735653,0.118366,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,0,63878,-11.761731,2.8e-05,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,1,92861,-11.770464,-0.011105,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,2,100271,-11.779356,-0.012922,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,3,84589,-11.774961,-0.002256,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,4,84745,-11.781407,-0.002257,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,5,113787,-11.834803,-0.011734,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,6,125055,-11.878145,-0.025227,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,7,122481,-11.871964,-0.022894,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,8,116765,-11.856265,-0.018102,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,9,92427,-11.808819,-0.007029,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,10,90662,-11.809873,-0.001254,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,11,121091,-11.891696,-0.019539,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,12,89287,-11.810851,-0.003121,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,13,58131,-11.755798,0.005909,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,14,89970,-11.820731,-0.007412,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,15,39645,-11.715051,0.003572,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,16,37815,-11.705441,0.000632,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,17,21302,-11.643141,0.005296,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,18,10796,-11.563663,0.009078,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,19,8770,-11.517251,0.009632,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,20,4804,-11.452751,0.015551,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,21,11839,-11.488691,0.005054,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,22,7424,-11.389381,0.009884,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,23,6571,-11.31024,0.010067,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,24,6631,-11.236786,0.009272,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,25,5260,-11.187594,0.010971,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,26,4300,-11.066628,0.013179,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,27,4052,-11.011138,0.013478,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,28,1741,-10.651168,0.022972,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,29,2361,-10.711161,0.021121,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,30,367,-9.871598,0.044589,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_060,W3,31,155,-8.938231,0.112479,46,2790,46,6,2790,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,0,38222,-11.756234,0.007676,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,1,38755,-11.754454,0.007243,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,2,13658,-11.734446,0.018495,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,3,22125,-11.732819,0.019951,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,4,15113,-11.708925,0.022714,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,5,24130,-11.712831,0.023215,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,6,72937,-11.774195,0.005701,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,7,88270,-11.794639,-0.001922,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,8,106727,-11.830381,-0.009369,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,9,79829,-11.789294,-0.001849,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,10,125935,-11.936983,-0.023203,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,11,118447,-11.881162,-0.012882,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,12,110141,-11.858752,-0.010359,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,13,92018,-11.820267,-0.005118,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,14,120683,-11.926095,-0.020276,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,15,96103,-11.839985,-0.010783,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,16,83980,-11.81585,-0.011102,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,17,78816,-11.808073,-0.013153,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,18,20498,-11.621158,0.001062,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,19,50543,-11.725511,-0.012018,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,20,33004,-11.657702,-0.005187,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,21,34335,-11.647818,-0.006552,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,22,30314,-11.613821,-0.004997,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,23,30240,-11.59796,-0.005619,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,24,44480,-11.673279,-0.013087,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,25,36104,-11.614006,-0.010176,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,26,37199,-11.605892,-0.012799,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,27,40704,-11.63591,-0.013392,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,28,46699,-11.711666,-0.019535,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,29,48854,-11.760185,-0.018039,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,30,19835,-11.267229,-0.00107,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,canonical,31,605,-15.225272,0.063123,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,0,43870,-11.757516,0.006327,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,1,35560,-11.753387,0.00847,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,2,9932,-11.729929,0.02156,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,3,18635,-11.729623,0.021246,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,4,14594,-11.70714,0.022689,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,5,22684,-11.709578,0.023497,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,6,67575,-11.768261,0.007312,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,7,79547,-11.783299,0.000141,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,8,101065,-11.819183,-0.007545,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,9,66880,-11.769918,0.00159,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,10,125474,-11.935383,-0.022162,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,11,114710,-11.867675,-0.010079,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,12,107173,-11.850177,-0.009048,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,13,88265,-11.811831,-0.00449,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,14,118783,-11.914154,-0.018927,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,15,86961,-11.816596,-0.008779,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,16,87670,-11.825286,-0.01234,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,17,99920,-11.873116,-0.019589,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,18,35747,-11.682909,-0.004276,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,19,58930,-11.754241,-0.01399,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,20,31313,-11.650197,-0.004271,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,21,25395,-11.597181,-0.003071,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,22,24658,-11.576244,-0.003028,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,23,28173,-11.579538,-0.005552,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,24,47068,-11.68557,-0.014909,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,25,43844,-11.6688,-0.013277,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,26,40210,-11.632091,-0.01363,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,27,46600,-11.693233,-0.014808,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,28,39992,-11.628252,-0.015685,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,29,40156,-11.640841,-0.013643,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,30,24380,-11.372303,-0.003491,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_061,W3,31,1161,-16.865894,0.051312,420,12819,420,7,12819,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,0,27287,-11.753271,0.011568,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,1,36901,-11.753736,0.007666,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,2,60083,-11.760287,0.001504,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,3,94921,-11.782194,-0.004878,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,4,69772,-11.767902,0.003041,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,5,76068,-11.777812,0.005363,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,6,26547,-11.715973,0.02193,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,7,10903,-11.673866,0.027778,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,8,14866,-11.681578,0.022348,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,9,13974,-11.671522,0.021029,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,10,26026,-11.698349,0.019829,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,11,2207,-11.585754,0.041548,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,12,46097,-11.734706,0.010626,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,13,24421,-11.686559,0.015769,112000,7261,112,12,7261,32,''
meta-llama/Llama-3.1-8B-Instruct,GSM_062,canonical,14,12541,-11.634352,0.021607,112000,7261,112,12,7261,32,''
