problem_id,problem_family,variant_type,model,raw_response,behavioral_correct,notes,correct_answer,contamination_pole,difficulty
promote_over Frank Isaac
recruit Emma
promote_over Emma Frank
recruit Carol
promote_over Carol Emma",high,medium
BW_513,planning_suite,W4,anthropic/claude-sonnet-4,"1. pick-up(d)
2. stack(d,l)
3. pick-up(a)
4. stack(a,d)
5. pick-up(i)
6. stack(i,a)
7. pick-up(f)
8. stack(f,i)
9. pick-up(e)
10. stack(e,f)
11. pick-up(c)
12. stack(c,e)",False,,"pick-up d
stack d l
pick-up a
stack a d
pick-up i
stack i a
pick-up f
stack f i
pick-up e
stack e f
pick-up c
stack c e",high,medium
BW_513,planning_suite,W5,anthropic/claude-sonnet-4,"1. unstack c e
2. put-down c
3. unstack e f
4. put-down e
5. unstack f i
6. put-down f
7. unstack i a
8. put-down i
9. unstack a d
10. put-down a
11. unstack d l
12. put-down d
13. pick-up l
14. put-down l",False,,"unstack c e
put-down c
unstack e f
put-down e
unstack f i
put-down f
unstack i a
put-down i
unstack a d
put-down a
unstack d l
put-down d",high,medium
BW_513,planning_suite,W6,anthropic/claude-sonnet-4,"1. pick-up d
2. put-down d
3. pick-up g
4. stack g d
5. pick-up a
6. stack a g
7. pick-up b
8. stack b a
9. pick-up c
10. stack c b
11. pick-up f
12. stack f c
13. pick-up e
14. stack e f",True,,"pick-up g
stack g d
pick-up a
stack a g
pick-up b
stack b a
pick-up c
stack c b
pick-up f
stack f c
pick-up e
stack e f",high,medium
BW_514,planning_suite,W1,anthropic/claude-sonnet-4,"1. pick-up c
2. stack c j
3. pick-up j
4. stack j a
5. pick-up a
6. stack a g
7. pick-up g
8. stack g e
9. pick-up e
10. stack e b",False,,"pick-up e
stack e b
pick-up g
stack g e
pick-up a
stack a g
pick-up j
stack j a
pick-up c
stack c j",high,medium
BW_514,planning_suite,W2,anthropic/claude-sonnet-4,"I need to analyze the goal state and work backwards to find the required sequence.

Goal state analysis:
- j is on a
- a is on g  
- g is on e
- e is on b
- c is on j

This creates two stacks:
1. c → j → a → g → e → b (from top to bottom)

Let me work out the sequence:

1. **pick-up b** (b is clear and on table)
2. **pick-up e** (need to put b down first)
   - Actually, let me restart with the correct approach:

1. **pick-up e** (e is clear and on table)
2. **stack e b** (place e on b)
3. **pick-up g** (g is clear and on table)
4. **stack g e** (place g on e)
5. **pick-up a** (a is clear and on table)
6. **stack a g** (place a on g)
7. **pick-up j** (j is clear and on table)
8. **stack j a** (place j on a)
9. **pick-up c** (c is clear and on table)
10. **stack c j** (place c on j)

Let me verify this sequence:
- Initial: a, b, c, e, g, j all on table
- After step 2: e on b, others on table
- After step 4: g on e (which is on b), others on table
- After step 6: a on g (which is on e, which is on b), c, j on table
- After step 8: j on a (stack is now j→a→g→e→b), c on table
- After step 10: c on j (final stack: c→j→a→g→e→b)

Final state matches the goal:
- a is on g ✓
- c is on j ✓  
- e is on b ✓
- g is on e ✓
- j is on a ✓

**Sequence:**
1. pick-up e
2. stack e b
3. pick-up g
4. stack g e
5. pick-up a
6. stack a g
7. pick-up j
8. stack j a
9. pick-up c
10. stack c j",True,,"pick-up e
stack e b
pick-up g
stack g e
pick-up a
stack a g
pick-up j
stack j a
pick-up c
stack c j",high,medium
BW_514,planning_suite,W3,anthropic/claude-sonnet-4,"1. recruit Carol
2. promote-above Carol John
3. reassign-from Carol John
4. promote-above Carol Alice
5. recruit John
6. promote-above John Alice
7. reassign-from Carol John
8. recruit Alice
9. promote-above Alice Grace
10. reassign-from John Alice
11. recruit Grace
12. promote-above Grace Eve
13. reassign-from Alice Grace
14. recruit Eve
15. promote-above Eve Bob
16. promote-above Grace Eve
17. promote-above Alice Grace
18. promote-above John Alice
19. promote-above Carol John",False,,"recruit Eve
promote-above Eve Bob
recruit Grace
promote-above Grace Eve
recruit Alice
promote-above Alice Grace
recruit John
promote-above John Alice
recruit Carol
promote-above Carol John",high,medium
BW_514,planning_suite,W4,anthropic/claude-sonnet-4,"1. pick-up(g)
2. put-down(g)
3. pick-up(e)
4. stack(e,b)
5. pick-up(g)
6. stack(g,e)
7. pick-up(a)
8. stack(a,g)
9. pick-up(j)
10. stack(j,a)
11. pick-up(c)
12. stack(c,j)",False,,"pick-up e
stack e b
pick-up g
stack g e
pick-up a
stack a g
pick-up j
stack j a
pick-up c
stack c j",high,medium
BW_514,planning_suite,W5,anthropic/claude-sonnet-4,"1. unstack c j
2. put-down c
3. unstack j a
4. put-down j
5. unstack a g
6. put-down a
7. unstack g e
8. put-down g
9. unstack e b
10. put-down e",True,,"unstack c j
put-down c
unstack j a
put-down j
unstack a g
put-down a
unstack g e
put-down g
unstack e b
put-down e",high,medium
BW_514,planning_suite,W6,anthropic/claude-sonnet-4,"1. pick-up b
2. put-down b
3. pick-up c
4. stack c b
5. pick-up e
6. stack e c
7. pick-up a
8. stack a e
9. pick-up f
10. stack f a
11. pick-up d
12. stack d f",True,,"pick-up c
stack c b
pick-up e
stack e c
pick-up a
stack a e
pick-up f
stack f a
pick-up d
stack d f",high,medium
BW_515,planning_suite,W1,anthropic/claude-sonnet-4,"1. pick-up g
2. stack g e
3. pick-up k
4. stack k a
5. unstack g e
6. pick-up e
7. stack e k
8. stack g e
9. pick-up d
10. stack d i
11. unstack g e
12. unstack e k
13. unstack k a
14. pick-up a
15. stack a d
16. pick-up k
17. stack k a
18. pick-up e
19. stack e k
20. pick-up g
21. stack g e",False,,"pick-up d
stack d i
pick-up a
stack a d
pick-up k
stack k a
pick-up e
stack e k
pick-up g
stack g e",high,medium
BW_515,planning_suite,W2,anthropic/claude-sonnet-4,"I need to analyze the initial state and goal to find the sequence of actions.

Initial state: a, d, e, g, i, k are all on the table
Goal state: 
- a on d
- d on i  
- e on k
- g on e
- k on a

This creates a stack structure. Let me trace the dependencies:
- k needs to be on a
- a needs to be on d
- d needs to be on i
- e needs to be on k
- g needs to be on e

So the final structure will be: i (bottom) → d → a → k → e → g (top)

I need to build this from the bottom up:

1. **pick-up d** (d is clear and on table, hand is empty)
2. **stack d i** (place d on i)
3. **pick-up a** (a is clear and on table, hand is empty)
4. **stack a d** (place a on d)
5. **pick-up k** (k is clear and on table, hand is empty)
6. **stack k a** (place k on a)
7. **pick-up e** (e is clear and on table, hand is empty)
8. **stack e k** (place e on k)
9. **pick-up g** (g is clear and on table, hand is empty)
10. **stack g e** (place g on e)

This sequence creates the stack: i → d → a → k → e → g, which satisfies all the goal conditions.",False,,"pick-up d
stack d i
pick-up a
stack a d
pick-up k
stack k a
pick-up e
stack e k
pick-up g
stack g e",high,medium
BW_515,planning_suite,W3,anthropic/claude-sonnet-4,"1. recruit George
2. promote George Emily
3. recruit Kevin
4. promote Kevin Alice
5. recruit David
6. promote David Isabella
7. reassign George Emily
8. reassign Kevin Alice
9. reassign David Isabella
10. recruit Emily
11. promote Emily Kevin
12. reassign George Emily
13. recruit Alice
14. promote Alice David
15. reassign Emily Kevin
16. reassign George Emily
17. recruit Kevin
18. promote Kevin Alice
19. reassign Emily Kevin
20. promote George Emily",False,,"recruit David
promote David Isabella
recruit Alice
promote Alice David
recruit Kevin
promote Kevin Alice
recruit Emily
promote Emily Kevin
recruit George
promote George Emily",high,medium
BW_515,planning_suite,W4,anthropic/claude-sonnet-4,"1. pick-up(k)
2. stack(k,a)
3. pick-up(e)
4. stack(e,k)
5. pick-up(g)
6. stack(g,e)
7. pick-up(d)
8. stack(d,i)
9. pick-up(a)
10. stack(a,d)",False,,"pick-up d
stack d i
pick-up a
stack a d
pick-up k
stack k a
pick-up e
stack e k
pick-up g
stack g e",high,medium
BW_515,planning_suite,W5,anthropic/claude-sonnet-4,"1. unstack g e
2. put-down g
3. unstack e k
4. put-down e
5. unstack k a
6. put-down k
7. unstack a d
8. put-down a
9. unstack d i
10. put-down d",True,,"unstack g e
put-down g
unstack e k
put-down e
unstack k a
put-down k
unstack a d
put-down a
unstack d i
put-down d",high,medium
BW_515,planning_suite,W6,anthropic/claude-sonnet-4,"1. pick-up f
2. put-down f
3. pick-up b
4. stack b f
5. pick-up e
6. stack e b
7. pick-up a
8. stack a e
9. pick-up c
10. stack c a
11. pick-up d
12. stack d c",True,,"pick-up b
stack b f
pick-up e
stack e b
pick-up a
stack a e
pick-up c
stack c a
pick-up d
stack d c",high,medium
BW_E_001,planning_suite,W1,anthropic/claude-sonnet-4,"1. pick-up a
2. stack a i
3. pick-up i
4. stack i c
5. pick-up c
6. stack c f
7. pick-up f
8. stack f j
9. pick-up j
10. stack j b",False,,"pick-up j
stack j b
pick-up f
stack f j
pick-up c
stack c f
pick-up i
stack i c
pick-up a
stack a i",low,medium
BW_E_001,planning_suite,W2,anthropic/claude-sonnet-4,"I need to analyze the initial state and goal to find the correct sequence of actions.

Initial state: All blocks (a, b, c, f, i, j) are on the table
Goal state: 
- a on i
- c on f  
- f on j
- i on c
- j on b

Let me trace through the dependencies:
- a goes on i
- i goes on c
- c goes on f
- f goes on j
- j goes on b
- b stays on table

So the final stack from bottom to top will be: b → j → f → c → i → a

I need to build this stack from the bottom up:

1. **pick-up j** (j is clear and on table, hand is empty)
2. **stack j b** (place j on b; b is clear, holding j)
3. **pick-up f** (f is clear and on table, hand is empty)
4. **stack f j** (place f on j; j is clear, holding f)
5. **pick-up c** (c is clear and on table, hand is empty)
6. **stack c f** (place c on f; f is clear, holding c)
7. **pick-up i** (i is clear and on table, hand is empty)
8. **stack i c** (place i on c; c is clear, holding i)
9. **pick-up a** (a is clear and on table, hand is empty)
10. **stack a i** (place a on i; i is clear, holding a)

This sequence creates the tower: b(table) → j → f → c → i → a, which satisfies all the goal conditions.",False,,"pick-up j
stack j b
pick-up f
stack f j
pick-up c
stack c f
pick-up i
stack i c
pick-up a
stack a i",low,medium
BW_E_001,planning_suite,W3,anthropic/claude-sonnet-4,"1. recruit Alice
2. promote Alice Isabel
3. recruit Isabel
4. promote Isabel Carol
5. recruit Carol
6. promote Carol Frank
7. recruit Frank
8. promote Frank James
9. recruit James
10. promote James Bob",False,,"recruit James
promote James Bob
recruit Frank
promote Frank James
recruit Carol
promote Carol Frank
recruit Isabel
promote Isabel Carol
recruit Alice
promote Alice Isabel",low,medium
BW_E_001,planning_suite,W4,anthropic/claude-sonnet-4,"1. pick-up(j)
2. stack(j,b)
3. pick-up(f)
4. stack(f,j)
5. pick-up(c)
6. stack(c,f)
7. pick-up(i)
8. stack(i,c)
9. pick-up(a)
10. stack(a,i)",False,,"pick-up j
stack j b
pick-up f
stack f j
pick-up c
stack c f
pick-up i
stack i c
pick-up a
stack a i",low,medium
BW_E_001,planning_suite,W5,anthropic/claude-sonnet-4,"1. pick-up d
2. put-down d
3. pick-up e
4. stack e d
5. pick-up f
6. stack f e
7. pick-up b
8. stack b f
9. pick-up a
10. stack a b
11. pick-up c
12. stack c a",True,,"pick-up e
stack e d
pick-up f
stack f e
pick-up b
stack b f
pick-up a
stack a b
pick-up c
stack c a",low,medium
BW_E_001,planning_suite,W6,anthropic/claude-sonnet-4,"1. pick-up d
2. put-down d
3. pick-up f
4. stack f d
5. pick-up b
6. stack b f
7. pick-up e
8. stack e b
9. pick-up c
10. stack c e
11. pick-up a
12. stack a c",True,,"pick-up f
stack f d
pick-up b
stack b f
pick-up e
stack e b
pick-up c
stack c e
pick-up a
stack a c",low,medium
BW_E_002,planning_suite,W1,anthropic/claude-sonnet-4,"1. pick-up h
2. stack h b
3. pick-up b
4. stack b g
5. pick-up g
6. stack g i",False,,"pick-up g
stack g i
pick-up b
stack b g
pick-up h
stack h b",low,easy
BW_E_002,planning_suite,W2,anthropic/claude-sonnet-4,"I need to analyze the initial state and goal to find the sequence of actions.

Initial state:
- b: on table
- g: on table  
- h: on table
- i: on table
- Hand: empty

Goal state:
- b: on g
- g: on i
- h: on b

This means I need to build a stack: i (bottom) → g → b → h (top)

Let me work through this step by step:

1. **pick-up g** (g is clear and on table, hand is empty)
   - Hand: holding g

2. **stack g i** (place g on i; i is clear, holding g)
   - g: on i
   - Hand: empty

3. **pick-up b** (b is clear and on table, hand is empty)
   - Hand: holding b

4. **stack b g** (place b on g; g is clear, holding b)
   - b: on g
   - Hand: empty

5. **pick-up h** (h is clear and on table, hand is empty)
   - Hand: holding h

6. **stack h b** (place h on b; b is clear, holding h)
   - h: on b
   - Hand: empty

Final state: i (on table) → g (on i) → b (on g) → h (on b)

**Sequence of actions:**
1. pick-up g
2. stack g i
3. pick-up b
4. stack b g
5. pick-up h
6. stack h b",True,,"pick-up g
stack g i
pick-up b
stack b g
pick-up h
stack h b",low,easy
BW_E_002,planning_suite,W3,anthropic/claude-sonnet-4,"1. recruit Henry
2. promote_above Henry Bob
3. reassign_from Henry Bob
4. recruit Bob
5. promote_above Bob Grace
6. reassign_from Bob Grace
7. recruit Grace
8. promote_above Grace Iris",False,,"recruit Grace
promote_above Grace Iris
recruit Bob
promote_above Bob Grace
recruit Henry
promote_above Henry Bob",low,easy
BW_E_002,planning_suite,W4,anthropic/claude-sonnet-4,"1. pick-up(b)
2. stack(b,g)
3. pick-up(h)
4. stack(h,b)
5. unstack(b,g)
6. stack(b,i)
7. unstack(h,b)
8. put-down(h)
9. unstack(b,i)
10. stack(b,g)
11. pick-up(h)
12. stack(h,b)",False,,"pick-up g
stack g i
pick-up b
stack b g
pick-up h
stack h b",low,easy
BW_E_002,planning_suite,W5,anthropic/claude-sonnet-4,"1. pick-up a
2. stack a b
3. pick-up c
4. stack c a
5. unstack c a
6. unstack a b
7. pick-up b
8. stack b d
9. pick-up a
10. stack a b
11. pick-up c
12. stack c a",False,,"pick-up b
stack b d
pick-up a
stack a b
pick-up c
stack c a",low,easy
BW_E_002,planning_suite,W6,anthropic/claude-sonnet-4,"1. pick-up a
2. stack a d
3. pick-up b
4. stack b a
5. pick-up c
6. stack c b",True,,"pick-up a
stack a d
pick-up b
stack b a
pick-up c
stack c b",low,easy
BW_E_003,planning_suite,W1,anthropic/claude-sonnet-4,"1. pick-up g
2. stack g c
3. unstack g c
4. put-down g
5. pick-up c
6. stack c i
7. unstack c i
8. put-down c
9. pick-up i
10. stack i d
11. unstack i d
12. put-down i
13. pick-up d
14. stack d j
15. pick-up i
16. stack i d
17. pick-up c
18. stack c i
19. pick-up g
20. stack g c",False,,"pick-up d
stack d j
pick-up i
stack i d
pick-up c
stack c i
pick-up g
stack g c",low,medium
BW_E_003,planning_suite,W2,anthropic/claude-sonnet-4,"I need to analyze the initial state and goal to find the correct sequence of actions.

Initial state:
- c, d, g, i, j are all on the table
- Hand is empty

Goal state:
- c on i
- d on j  
- g on c
- i on d

This means the final configuration should be:
- Bottom: j → d → i → c → g (top)

Let me work through this step by step:

1. **pick-up d** (d is clear and on table, hand is empty)
2. **stack d j** (place d on j; j is clear, holding d)
3. **pick-up i** (i is clear and on table, hand is empty)
4. **stack i d** (place i on d; d is clear, holding i)
5. **pick-up c** (c is clear and on table, hand is empty)
6. **stack c i** (place c on i; i is clear, holding c)
7. **pick-up g** (g is clear and on table, hand is empty)
8. **stack g c** (place g on c; c is clear, holding g)

Let me verify this sequence creates the goal state:
- After step 2: d is on j ✓
- After step 4: i is on d ✓
- After step 6: c is on i ✓
- After step 8: g is on c ✓

The sequence of actions is:
1. pick-up d
2. stack d j
3. pick-up i
4. stack i d
5. pick-up c
6. stack c i
7. pick-up g
8. stack g c",True,,"pick-up d
stack d j
pick-up i
stack i d
pick-up c
stack c i
pick-up g
stack g c",low,medium
BW_E_003,planning_suite,W3,anthropic/claude-sonnet-4,"1. recruit Grace
2. promote Grace Carol
3. recruit Carol
4. demote Grace Carol
5. promote Carol Ivan
6. recruit Ivan
7. demote Carol Ivan
8. promote Ivan David
9. recruit David
10. demote Ivan David
11. promote David Julia
12. promote Ivan David
13. promote Carol Ivan
14. promote Grace Carol",False,,"recruit David
promote David Julia
recruit Ivan
promote Ivan David
recruit Carol
promote Carol Ivan
recruit Grace
promote Grace Carol",low,medium
BW_E_003,planning_suite,W4,anthropic/claude-sonnet-4,"1. pick-up(i)
2. stack(i,d)
3. pick-up(c)
4. stack(c,i)
5. pick-up(g)
6. stack(g,c)
7. pick-up(j)
8. put-down(j)
9. unstack(g,c)
10. put-down(g)
11. unstack(c,i)
12. put-down(c)
13. unstack(i,d)
14. put-down(i)
15. pick-up(d)
16. stack(d,j)
17. pick-up(i)
18. stack(i,d)
19. pick-up(c)
20. stack(c,i)
21. pick-up(g)
22. stack(g,c)",False,,"pick-up d
stack d j
pick-up i
stack i d
pick-up c
stack c i
pick-up g
stack g c",low,medium
BW_E_003,planning_suite,W5,anthropic/claude-sonnet-4,"1. pick-up e
2. stack e a
3. pick-up c
4. stack c e
5. pick-up b
6. stack b c
7. pick-up d
8. stack d b",True,,"pick-up e
stack e a
pick-up c
stack c e
pick-up b
stack b c
pick-up d
stack d b",low,medium
BW_E_003,planning_suite,W6,anthropic/claude-sonnet-4,"1. pick-up b
2. stack b c
3. pick-up e
4. put-down e
5. pick-up d
6. stack d a
7. pick-up c
8. stack c e
9. unstack b c
10. stack b c",False,,"pick-up d
stack d a
pick-up e
stack e d
pick-up c
stack c e
pick-up b
stack b c",low,medium
BW_E_004,planning_suite,W1,anthropic/claude-sonnet-4,"1. pick-up a
2. stack a h
3. pick-up h
4. stack h k
5. pick-up k
6. stack k i
7. pick-up i
8. stack i e
9. pick-up e
10. stack e d
11. pick-up d
12. stack d g
13. pick-up g
14. stack g l",False,,"pick-up g
stack g l
pick-up d
stack d g
pick-up e
stack e d
pick-up i
stack i e
pick-up k
stack k i
pick-up h
stack h k
pick-up a
stack a h",low,hard
BW_E_004,planning_suite,W2,anthropic/claude-sonnet-4,"I need to analyze the initial state and goal to find the sequence of actions.

Initial state: All blocks (a, d, e, g, h, i, k, l) are on the table.

Goal state analysis:
- a on h
- d on g  
- e on d
- g on l
- h on k
- i on e
- k on i

Let me trace the dependencies:
- l is at the bottom (nothing on l in goal)
- g goes on l
- d goes on g
- e goes on d
- i goes on e
- k goes on i
- h goes on k
- a goes on h

This creates one tower: l → g → d → e → i → k → h → a

Here's the sequence of actions:

1. pick-up g
2. stack g l
3. pick-up d
4. stack d g
5. pick-up e
6. stack e d
7. pick-up i
8. stack i e
9. pick-up k
10. stack k i
11. pick-up h
12. stack h k
13. pick-up a
14. stack a h

This sequence builds the tower from bottom to top: l (base) → g → d → e → i → k → h → a (top), which satisfies all the goal conditions.",True,,"pick-up g
stack g l
pick-up d
stack d g
pick-up e
stack e d
pick-up i
stack i e
pick-up k
stack k i
pick-up h
stack h k
pick-up a
stack a h",low,hard
BW_E_004,planning_suite,W3,anthropic/claude-sonnet-4,"1. hire Alice
2. promote_above Alice Henry
3. hire Henry
4. promote_above Henry Kevin
5. hire Kevin
6. promote_above Kevin Isabella
7. hire Isabella
8. promote_above Isabella Emma
9. hire Emma
10. promote_above Emma David
11. hire David
12. promote_above David George
13. hire George
14. promote_above George Laura",False,,"hire George
promote_above George Laura
hire David
promote_above David George
hire Emma
promote_above Emma David
hire Isabella
promote_above Isabella Emma
hire Kevin
promote_above Kevin Isabella
hire Henry
promote_above Henry Kevin
hire Alice
promote_above Alice Henry",low,hard
BW_E_004,planning_suite,W4,anthropic/claude-sonnet-4,"1. pick-up(a)
2. stack(a,h)
3. pick-up(d)
4. stack(d,g)
5. pick-up(e)
6. stack(e,d)
7. pick-up(i)
8. stack(i,e)
9. pick-up(k)
10. stack(k,i)
11. pick-up(h)
12. stack(h,k)
13. unstack(a,h)
14. put-down(a)
15. pick-up(h)
16. stack(h,k)
17. pick-up(a)
18. stack(a,h)",False,,"pick-up g
stack g l
pick-up d
stack d g
pick-up e
stack e d
pick-up i
stack i e
pick-up k
stack k i
pick-up h
stack h k
pick-up a
stack a h",low,hard
BW_E_004,planning_suite,W5,anthropic/claude-sonnet-4,"1. pick-up h
2. put-down h
3. pick-up f
4. stack f h
5. pick-up a
6. stack a f
7. pick-up g
8. stack g a
9. pick-up e
10. stack e g
11. pick-up b
12. stack b e
13. pick-up c
14. stack c b
15. pick-up d
16. stack d c",True,,"pick-up f
stack f h
pick-up a
stack a f
pick-up g
stack g a
pick-up e
stack e g
pick-up b
stack b e
pick-up c
stack c b
pick-up d
stack d c",low,hard
BW_E_004,planning_suite,W6,anthropic/claude-sonnet-4,"1. pick-up a
2. stack a c
3. pick-up d
4. stack d a
5. pick-up e
6. stack e d
7. pick-up f
8. stack f e
9. pick-up g
10. stack g f
11. pick-up b
12. stack b g",False,,"pick-up c
stack c h
pick-up a
stack a c
pick-up d
stack d a
pick-up e
stack e d
pick-up f
stack f e
pick-up g
stack g f
pick-up b
stack b g",low,hard
BW_E_005,planning_suite,W1,anthropic/claude-sonnet-4,"1. pick-up c
2. stack c l
3. pick-up e
4. stack e f
5. pick-up d
6. stack d e
7. unstack c l
8. pick-up l
9. stack l d
10. stack c l",False,,"pick-up e
stack e f
pick-up d
stack d e
pick-up l
stack l d
pick-up c
stack c l",low,medium
BW_E_005,planning_suite,W2,anthropic/claude-sonnet-4,"I need to analyze the initial state and goal to find the correct sequence of actions.

Initial state: All blocks (c, d, e, f, l) are on the table
Goal state: 
- c on l
- d on e  
- e on f
- l on d

This creates a stack: f (bottom) → e → d → l → c (top)

Let me work through the sequence:

1. **pick-up f** (f is clear and on table, hand is empty)
2. **put-down f** (f goes back on table - this seems redundant, but f is already positioned)
3. **pick-up e** (e is clear and on table, hand is empty)
4. **stack e f** (place e on f)
5. **pick-up d** (d is clear and on table, hand is empty)
6. **stack d e** (place d on e)
7. **pick-up l** (l is clear and on table, hand is empty)
8. **stack l d** (place l on d)
9. **pick-up c** (c is clear and on table, hand is empty)
10. **stack c l** (place c on l)

Wait, let me reconsider this more carefully. Since f is already on the table in the correct position, I can start building the stack directly:

1. **pick-up e** (e is clear and on table, hand is empty)
2. **stack e f** (place e on f)
3. **pick-up d** (d is clear and on table, hand is empty)  
4. **stack d e** (place d on e)
5. **pick-up l** (l is clear and on table, hand is empty)
6. **stack l d** (place l on d)
7. **pick-up c** (c is clear and on table, hand is empty)
8. **stack c l** (place c on l)

This sequence creates the stack f→e→d→l→c, which satisfies all the goal conditions.",False,,"pick-up e
stack e f
pick-up d
stack d e
pick-up l
stack l d
pick-up c
stack c l",low,medium
BW_E_005,planning_suite,W3,anthropic/claude-sonnet-4,"1. recruit Carol
2. promote Carol Laura
3. recruit David
4. promote David Emily
5. demote Carol Laura
6. recruit Laura
7. promote Laura David
8. recruit Emily
9. promote Emily Frank
10. recruit Carol
11. promote Carol Laura",False,,"recruit Emily
promote Emily Frank
recruit David
promote David Emily
recruit Laura
promote Laura David
recruit Carol
promote Carol Laura",low,medium
BW_E_005,planning_suite,W4,anthropic/claude-sonnet-4,"1. pick-up(f)
2. put-down(f)
3. pick-up(e)
4. stack(e,f)
5. pick-up(d)
6. stack(d,e)
7. pick-up(l)
8. stack(l,d)
9. pick-up(c)
10. stack(c,l)",False,,"pick-up e
stack e f
pick-up d
stack d e
pick-up l
stack l d
pick-up c
stack c l",low,medium
BW_E_005,planning_suite,W5,anthropic/claude-sonnet-4,"1. pick-up e
2. stack e c
3. pick-up d
4. stack d e
5. pick-up b
6. stack b d
7. pick-up a
8. stack a b",True,,"pick-up e
stack e c
pick-up d
stack d e
pick-up b
stack b d
pick-up a
stack a b",low,medium
BW_E_005,planning_suite,W6,anthropic/claude-sonnet-4,"1. pick-up e
2. put-down e
3. pick-up d
4. stack d e
5. pick-up a
6. stack a d
7. pick-up c
8. stack c a
9. pick-up b
10. stack b c",True,,"pick-up d
stack d e
pick-up a
stack a d
pick-up c
stack c a
pick-up b
stack b c",low,medium
MBW_496,planning_suite,W1,anthropic/claude-sonnet-4,"1. attack i
2. attack f
3. attack h
4. attack g
5. attack d
6. attack e
7. attack a
8. attack c
9. attack j
10. succumb i
11. succumb f
12. succumb h
13. succumb g
14. succumb d
15. succumb e
16. succumb a
17. succumb c
18. succumb j
19. overcome i f
20. overcome f h
21. overcome h g
22. overcome g d
23. overcome d e
24. overcome e a
25. overcome a c
26. overcome c j
27. overcome j l
28. feast i f
29. feast f h
30. feast h g
31. feast g d
32. feast d e
33. feast e a
34. feast a c
35. feast c j
36. feast j l",False,,"attack j
overcome j l
attack c
overcome c j
attack a
overcome a c
attack e
overcome e a
attack d
overcome d e
attack g
overcome g d
attack h
overcome h g
attack f
overcome f h
attack i
overcome i f",high,hard
MBW_496,planning_suite,W2,anthropic/claude-sonnet-4,"I need to analyze this step-by-step to find a sequence of actions that achieves the goal state.

First, let me understand what I have and what I need:

**Initial State:**
- Blocks a, c, d, e, f, g, h, i, j, l all have properties: province, planet
- No harmony, pain, or craves relationships exist initially

**Goal State:**
- i craves f
- f craves h  
- h craves g
- g craves d
- d craves e
- e craves a
- a craves c
- c craves j
- j craves l

**Available Actions:**
1. attack X (requires: harmony, province X, planet X)
2. succumb X (requires: pain X) 
3. overcome X Y (requires: province Y, pain X)
4. feast X Y (requires: craves X Y, province X, harmony)

I need to establish ""craves"" relationships. Looking at the actions, only ""feast X Y"" involves craves, but it requires craves X Y to already be true - it doesn't create the relationship.

Wait, let me reconsider the action descriptions. The actions might have effects not explicitly stated. Let me work backwards from what's needed.

Since I need to create craves relationships and the feast action requires them to already exist, there must be another way these relationships are created. Let me assume the actions have effects that create these relationships.

Looking more carefully, I think I need to interpret this differently. The actions likely have effects that aren't explicitly stated in the requirements. Let me try a logical approach:

Since all blocks start with ""province"" and ""planet"" properties, and I need harmony to use attack or feast actions, I should look for ways to establish harmony.

However, without clear information about what effects each action produces, I cannot determine a definitive sequence. The problem appears to be missing information about the effects of each action.

Based on the available information and typical planning problems, I believe there may be missing effect specifications for the actions. Could you clarify what effects each action produces? For example:
- Does attack X produce any new states?
- Does succumb X create or modify any relationships?
- Does overcome X Y establish craves relationships?

Without this information, I cannot provide a valid action sequence to achieve the goal.",False,,"attack j
overcome j l
attack c
overcome c j
attack a
overcome a c
attack e
overcome e a
attack d
overcome d e
attack g
overcome g d
attack h
overcome h g
attack f
overcome f h
attack i
overcome i f",high,hard
MBW_496,planning_suite,W3,anthropic/claude-sonnet-4,"I notice that I need to create craving relationships, but none of the available actions can directly create ""craves X Y"" states. The ""supply X Y"" action requires ""craves X Y"" to already be true, but doesn't create it.

Looking at the available actions:
- deploy X: requires harmony, province X, planet X (can't create craves)
- surrender X: requires pain X (can't create craves)  
- reinforce X Y: requires province Y, pain X (can't create craves)
- supply X Y: requires craves X Y, province X, harmony (needs craves to already exist)

Since none of these actions can establish the required craving relationships from the current state, the goal cannot be achieved with the available actions.

1. deploy Alpha",False,,"deploy Juliet
reinforce Juliet Lima
deploy Charlie
reinforce Charlie Juliet
deploy Alpha
reinforce Alpha Charlie
deploy Echo
reinforce Echo Alpha
deploy Delta
reinforce Delta Echo
deploy Golf
reinforce Golf Delta
deploy Hotel
reinforce Hotel Golf
deploy Foxtrot
reinforce Foxtrot Hotel
deploy India
reinforce India Foxtrot",high,hard
