problem_id,problem_family,variant_type,model,raw_response,behavioral_correct,notes
BW_137,blocksworld,canonical,anthropic/claude-3.7-sonnet,"1. pick-up d
2. pick-up a
3. stack a b
4. pick-up d
5. stack d a
6. pick-up j
7. pick-up e
8. stack e l
9. pick-up h
10. stack h c
11. pick-up f
12. stack f g
13. pick-up i
14. put-down i
15. pick-up g
16. stack g i
17. pick-up f
18. stack f g
19. pick-up c
20. stack c f
21. pick-up h
22. stack h c
23. pick-up l
24. stack l h
25. pick-up e
26. stack e l
27. pick-up j
28. stack j e
29. pick-up b
30. stack b j
31. pick-up a
32. stack a b
33. pick-up d
34. stack d a",False,
BW_137,blocksworld,W2,anthropic/claude-3.7-sonnet,"1. pick-up i
2. put-down i
3. pick-up g
4. stack g i
5. pick-up f
6. stack f g
7. pick-up c
8. stack c f
9. pick-up h
10. stack h c
11. pick-up l
12. stack l h
13. pick-up e
14. stack e l
15. pick-up j
16. stack j e
17. pick-up b
18. stack b j
19. pick-up a
20. stack a b
21. pick-up d
22. stack d a",False,
BW_137,blocksworld,W3,anthropic/claude-3.7-sonnet,"1. select Dana
2. place Dana under Aaron
3. select Aaron
4. place Aaron under Brian
5. select Brian
6. place Brian under Julia
7. select Julia
8. place Julia under Ethan
9. select Ethan
10. place Ethan under Lisa
11. select Lisa
12. place Lisa under Harry
13. select Harry
14. place Harry under Clara
15. select Clara
16. place Clara under Frank
17. select Frank
18. place Frank under Gloria
19. select Gloria
20. place Gloria under Ivan",False,
BW_137,blocksworld,W4,anthropic/claude-3.7-sonnet,"1. pick-up(i)
2. put-down(i)
3. pick-up(g)
4. stack(g,i)
5. pick-up(f)
6. stack(f,g)
7. pick-up(c)
8. stack(c,f)
9. pick-up(h)
10. stack(h,c)
11. pick-up(l)
12. stack(l,h)
13. pick-up(e)
14. stack(e,l)
15. pick-up(j)
16. stack(j,e)
17. pick-up(b)
18. stack(b,j)
19. pick-up(a)
20. stack(a,b)
21. pick-up(d)
22. stack(d,a)",False,
BW_137,blocksworld,W5,anthropic/claude-3.7-sonnet,"1. unstack d a
2. put-down d
3. unstack a b
4. put-down a
5. unstack b j
6. put-down b
7. unstack j e
8. put-down j
9. unstack e l
10. put-down e
11. unstack l h
12. put-down l
13. unstack h c
14. put-down h
15. unstack c f
16. put-down c
17. unstack f g
18. put-down f
19. unstack g i
20. put-down g",True,
BW_172,blocksworld,canonical,anthropic/claude-3.7-sonnet,"1. pick-up i
2. pick-up l
3. pick-up g
4. pick-up e
5. pick-up d
6. pick-up b
7. pick-up a
8. pick-up j
9. pick-up h
10. pick-up f
11. pick-up k
12. put-down k
13. pick-up f
14. stack f k
15. pick-up h
16. stack h f
17. pick-up j
18. stack j h
19. pick-up a
20. stack a j
21. pick-up b
22. stack b a
23. pick-up d
24. stack d b
25. pick-up e
26. stack e d
27. pick-up g
28. stack g e
29. pick-up l
30. stack l g
31. pick-up i
32. stack i l",False,
BW_172,blocksworld,W2,anthropic/claude-3.7-sonnet,"1. pick-up k
2. put-down k
3. pick-up f
4. stack f k
5. pick-up h
6. stack h f
7. pick-up j
8. stack j h
9. pick-up a
10. stack a j
11. pick-up b
12. stack b a
13. pick-up d
14. stack d b
15. pick-up e
16. stack e d
17. pick-up g
18. stack g e
19. pick-up l
20. stack l g
21. pick-up i
22. stack i l",False,
BW_172,blocksworld,W3,anthropic/claude-3.7-sonnet,"1. select Karen
2. select Felix
3. place Felix under Karen
4. select Helen
5. place Helen under Felix
6. select Jake
7. place Jake under Helen
8. select Amy
9. place Amy under Jake
10. select Ben
11. place Ben under Amy
12. select Dana
13. place Dana under Ben
14. select Ethan
15. place Ethan under Dana
16. select Gary
17. place Gary under Ethan
18. select Laura
19. place Laura under Gary
20. select Ivan
21. place Ivan under Laura",False,
BW_172,blocksworld,W4,anthropic/claude-3.7-sonnet,"1. pick-up(k)
2. put-down(k)
3. pick-up(f)
4. stack(f,k)
5. pick-up(h)
6. stack(h,f)
7. pick-up(j)
8. stack(j,h)
9. pick-up(a)
10. stack(a,j)
11. pick-up(b)
12. stack(b,a)
13. pick-up(d)
14. stack(d,b)
15. pick-up(e)
16. stack(e,d)
17. pick-up(g)
18. stack(g,e)
19. pick-up(l)
20. stack(l,g)
21. pick-up(i)
22. stack(i,l)",False,
BW_172,blocksworld,W5,anthropic/claude-3.7-sonnet,"1. unstack i l
2. put-down i
3. unstack l g
4. put-down l
5. unstack g e
6. put-down g
7. unstack e d
8. put-down e
9. unstack d b
10. put-down d
11. unstack b a
12. put-down b
13. unstack a j
14. put-down a
15. unstack j h
16. put-down j
17. unstack h f
18. put-down h
19. unstack f k
20. put-down f",True,
BW_467,blocksworld,canonical,anthropic/claude-3.7-sonnet,"1. pick-up g
2. pick-up i
3. stack g i
4. pick-up l
5. stack i l
6. pick-up j
7. stack l j
8. pick-up a
9. stack j a
10. pick-up f
11. stack a f
12. pick-up h
13. put-down h
14. pick-up g
15. put-down g
16. pick-up i
17. put-down i
18. pick-up l
19. put-down l
20. pick-up j
21. put-down j
22. pick-up a
23. put-down a
24. pick-up f
25. stack f h
26. pick-up a
27. stack a f
28. pick-up j
29. stack j a
30. pick-up l
31. stack l j
32. pick-up i
33. stack i l
34. pick-up g
35. stack g i",False,
BW_467,blocksworld,W2,anthropic/claude-3.7-sonnet,"1. pick-up h
2. put-down h
3. pick-up f
4. stack f h
5. pick-up a
6. stack a f
7. pick-up j
8. stack j a
9. pick-up l
10. stack l j
11. pick-up i
12. stack i l
13. pick-up g
14. stack g i",False,
BW_467,blocksworld,W3,anthropic/claude-3.7-sonnet,"1. select Hannah
2. select Felix
3. place Felix under Hannah
4. select Amy
5. place Amy under Felix
6. select Jake
7. place Jake under Amy
8. select Lisa
9. place Lisa under Jake
10. select Ian
11. place Ian under Lisa
12. select Gloria
13. place Gloria under Ian",False,
BW_467,blocksworld,W4,anthropic/claude-3.7-sonnet,"1. pick-up h
2. put-down h
3. pick-up f
4. stack f h
5. pick-up a
6. stack a f
7. pick-up j
8. stack j a
9. pick-up l
10. stack l j
11. pick-up i
12. stack i l
13. pick-up g
14. stack g i",False,
BW_467,blocksworld,W5,anthropic/claude-3.7-sonnet,"1. unstack g i
2. put-down g
3. unstack i l
4. put-down i
5. unstack l j
6. put-down l
7. unstack j a
8. put-down j
9. unstack a f
10. put-down a
11. unstack f h
12. put-down f",True,
BW_080,blocksworld,canonical,anthropic/claude-3.7-sonnet,"1. pick-up l
2. pick-up c
3. stack l c
4. pick-up i
5. stack c i
6. pick-up e
7. stack i e
8. pick-up j
9. stack e j
10. pick-up f
11. stack j f",False,
BW_080,blocksworld,W2,anthropic/claude-3.7-sonnet,"1. pick-up l
2. put-down l
3. pick-up c
4. put-down c
5. pick-up i
6. put-down i
7. pick-up e
8. put-down e
9. pick-up j
10. put-down j
11. pick-up f
12. put-down f
13. pick-up j
14. stack j f
15. pick-up e
16. stack e j
17. pick-up i
18. stack i e
19. pick-up c
20. stack c i
21. pick-up l
22. stack l c",False,
BW_080,blocksworld,W3,anthropic/claude-3.7-sonnet,"1. select Felix
2. release Felix
3. select Jake
4. place Jake under Felix
5. select Ethan
6. place Ethan under Jake
7. select Ivan
8. place Ivan under Ethan
9. select Clara
10. place Clara under Ivan
11. select Laura
12. place Laura under Clara",False,
BW_080,blocksworld,W4,anthropic/claude-3.7-sonnet,"1. pick-up f
2. put-down f
3. pick-up j
4. stack j f
5. pick-up e
6. stack e j
7. pick-up i
8. stack i e
9. pick-up c
10. stack c i
11. pick-up l
12. stack l c",False,
MBW_001,mystery_blocksworld,canonical,anthropic/claude-3.7-sonnet,"1. attack j
2. attack f
3. attack i
4. attack g
5. attack d
6. attack b
7. attack h
8. attack l",False,
MBW_001,mystery_blocksworld,W2,anthropic/claude-3.7-sonnet,"1. attack j
2. overcome j f
3. succumb j
4. attack f
5. overcome f i
6. succumb f
7. attack i
8. overcome i g
9. succumb i
10. attack g
11. overcome g d
12. succumb g
13. attack d
14. overcome d b
15. succumb d
16. attack b
17. overcome b h
18. succumb b
19. attack h
20. overcome h l
21. succumb h",False,
MBW_001,mystery_blocksworld,W3,anthropic/claude-3.7-sonnet,"1. provoke Finland
2. broker Jordan Finland
3. provoke Iceland
4. broker Finland Iceland
5. provoke Greece
6. broker Iceland Greece
7. provoke Denmark
8. broker Greece Denmark
9. provoke Belgium
10. broker Denmark Belgium
11. provoke Hungary
12. broker Belgium Hungary
13. provoke Latvia
14. broker Hungary Latvia",False,
MBW_001,mystery_blocksworld,W4,anthropic/claude-3.7-sonnet,"1. attack j
2. overcome j f
3. attack f
4. overcome f i
5. attack i
6. overcome i g
7. attack g
8. overcome g d
9. attack d
10. overcome d b
11. attack b
12. overcome b h
13. attack h
14. overcome h l",False,
MBW_100,mystery_blocksworld,canonical,anthropic/claude-3.7-sonnet,"1. attack b
2. attack j
3. attack l
4. attack i",False,
MBW_100,mystery_blocksworld,W2,anthropic/claude-3.7-sonnet,"1. attack b
2. succumb b
3. attack j
4. overcome j b
5. attack l
6. overcome l j
7. attack i
8. overcome i l",False,
MBW_100,mystery_blocksworld,W3,anthropic/claude-3.7-sonnet,"1. provoke Morocco
2. provoke Thailand
3. provoke Uruguay
4. appease Morocco
5. appease Thailand
6. appease Uruguay
7. broker Morocco Thailand
8. broker Thailand Uruguay
9. broker Uruguay Estonia",False,
MBW_100,mystery_blocksworld,W4,anthropic/claude-3.7-sonnet,"1. attack b
2. overcome b j
3. attack j
4. overcome j l
5. attack l
6. overcome l i",False,
MBW_127,mystery_blocksworld,canonical,anthropic/claude-3.7-sonnet,"1. attack k
2. attack g
3. attack j
4. attack e
5. attack b
6. succumb k
7. overcome k g
8. succumb g
9. overcome g j
10. succumb j
11. overcome j e
12. succumb e
13. overcome e b
14. feast k g
15. feast g j
16. feast j e
17. feast e b",False,
MBW_127,mystery_blocksworld,W2,anthropic/claude-3.7-sonnet,"1. attack k
2. overcome k g
3. succumb k
4. attack g
5. overcome g j
6. succumb g
7. attack j
8. overcome j e
9. succumb j
10. attack e
11. overcome e b
12. succumb e",False,
MBW_127,mystery_blocksworld,W3,anthropic/claude-3.7-sonnet,"1. provoke Kenya
2. appease Kenya
3. broker Kenya Germany
4. provoke Germany
5. appease Germany
6. broker Germany Japan
7. provoke Japan
8. appease Japan
9. broker Japan Egypt
10. provoke Egypt
11. appease Egypt
12. broker Egypt Brazil",False,
MBW_127,mystery_blocksworld,W4,anthropic/claude-3.7-sonnet,"1. attack k
2. attack g
3. attack j
4. attack e
5. attack b
6. overcome k g
7. overcome g j
8. overcome j e
9. overcome e b",False,
MBW_185,mystery_blocksworld,canonical,anthropic/claude-3.7-sonnet,"1. attack j
2. attack d
3. attack g
4. attack i
5. attack c
6. attack h
7. attack a
8. attack b
9. attack e
10. attack l",False,
MBW_185,mystery_blocksworld,W2,anthropic/claude-3.7-sonnet,"1. attack j
2. overcome j d
3. attack d
4. overcome d g
5. attack g
6. overcome g i
7. attack i
8. overcome i c
9. attack c
10. overcome c h
11. attack h
12. overcome h a
13. attack a
14. overcome a b
15. attack b
16. overcome b e
17. attack e
18. overcome e l",False,
MBW_185,mystery_blocksworld,W3,anthropic/claude-3.7-sonnet,"1. provoke Jordan
2. broker Jordan Denmark
3. negotiate Jordan Denmark
4. provoke Denmark
5. broker Denmark Ghana
6. negotiate Denmark Ghana
7. provoke Ghana
8. broker Ghana India
9. negotiate Ghana India
10. provoke India
11. broker India Chile
12. negotiate India Chile
13. provoke Chile
14. broker Chile Hungary
15. negotiate Chile Hungary
16. provoke Hungary
17. broker Hungary Austria
18. negotiate Hungary Austria
19. provoke Austria
20. broker Austria Bolivia
21. negotiate Austria Bolivia
22. provoke Bolivia
23. broker Bolivia Ecuador
24. negotiate Bolivia Ecuador
25. provoke Ecuador
26. broker Ecuador Latvia
27. negotiate Ecuador Latvia",False,
MBW_185,mystery_blocksworld,W4,anthropic/claude-3.7-sonnet,"1. attack j
2. overcome j d
3. attack d
4. overcome d g
5. attack g
6. overcome g i
7. attack i
8. overcome i c
9. attack c
10. overcome c h
11. attack h
12. overcome h a
13. attack a
14. overcome a b
15. attack b
16. overcome b e
17. attack e
18. overcome e l",False,
MBW_10,mystery_blocksworld,canonical,anthropic/claude-3.7-sonnet,"1. attack d
2. attack e
3. attack a
4. attack b
5. attack f
6. succumb d
7. succumb e
8. succumb a
9. succumb b
10. overcome d e
11. overcome e a
12. overcome a b
13. overcome b f",False,
MBW_10,mystery_blocksworld,W2,anthropic/claude-3.7-sonnet,"1. attack d
2. overcome d e
3. succumb d
4. attack e
5. overcome e a
6. succumb e
7. attack a
8. overcome a b
9. succumb a
10. attack b
11. overcome b f
12. succumb b",False,
MBW_10,mystery_blocksworld,W3,anthropic/claude-3.7-sonnet,"1. provoke Denmark
2. appease Denmark
3. broker Denmark Ethiopia
4. provoke Ethiopia
5. appease Ethiopia
6. broker Ethiopia Argentina
7. provoke Argentina
8. appease Argentina
9. broker Argentina Brazil
10. provoke Brazil
11. appease Brazil
12. broker Brazil France",False,
MBW_10,mystery_blocksworld,W4,anthropic/claude-3.7-sonnet,"1. attack d
2. overcome d e
3. attack e
4. overcome e a
5. attack a
6. overcome a b
7. attack b
8. overcome b f",False,
BW_E100,blocksworld,canonical,anthropic/claude-3.7-sonnet,"This is a blocksworld problem specification in PDDL (Planning Domain Definition Language). Let me analyze it for you:

**Problem Name**: BW-rand-3

**Domain**: blocksworld-4ops (standard blocksworld domain with 4 operators)

**Objects**: Three blocks labeled a, b, and c

**Initial State**:
- The robot hand is empty
- Blocks a and b are on the table
- Block c is on top of block a
- Blocks b and c are clear (nothing on top of them)

**Goal State**:
- Block b is on top of block c
- Block c is on top of block a

To visualize:

Initial state:
```
  c   b
  a   
 ‾‾‾‾‾‾‾
```

Goal state:
```
  b
  c
  a
 ‾‾‾‾‾‾‾
```

A valid plan to solve this would be:
1. Pick up block b from the table
2. Place block b on top of block c

That's all that's needed because block c is already on block a in the initial state.",False, [NEW_BATCH]
BW_E100,blocksworld,W5,anthropic/claude-3.7-sonnet,"1. unstack b c
2. put-down b
3. unstack c a
4. stack c a",False, [NEW_BATCH]
BW_E015,blocksworld,canonical,anthropic/claude-3.7-sonnet,"This is a Blocksworld problem specification in PDDL format. Let me analyze it:

## Problem: BW-rand-3
- **Domain**: blocksworld-4ops (four operators version of Blocksworld)
- **Objects**: 3 blocks labeled a, b, and c

## Initial State:
- The robot hand is empty
- Block a is on the table
- Block b is on the table
- Block c is on top of block b
- Blocks a and c are clear (nothing on top of them)

## Goal:
- Place block a on top of block b

To solve this problem, we need to:
1. Pick up block c from block b (making b clear)
2. Pick up block a from the table
3. Stack block a on block b

The solution would be:
1. `pickup-from-block c b`
2. `put-down c` (or keep it in hand if the domain allows)
3. `pickup-from-table a`
4. `stack a b`

After these steps, the goal state with block a on top of block b will be achieved.",False, [NEW_BATCH]
BW_E015,blocksworld,W5,anthropic/claude-3.7-sonnet,"1. unstack a b
2. put-down a
3. pick-up c
4. stack c b",True, [NEW_BATCH]
BW_E017,blocksworld,canonical,anthropic/claude-3.7-sonnet,"This is a Blocksworld planning problem named ""BW-rand-3"" with 3 blocks (a, b, and c). Let me analyze it:

**Initial State:**
- The hand is empty
- All three blocks (a, b, c) are on the table
- All three blocks are clear (nothing on top of them)

**Goal State:**
- Block a must be on top of block b
- Block c must be on top of block a

So the goal is to build a stack with b at the bottom, a in the middle, and c on top.

A valid solution would be:
1. Pick up block a
2. Stack block a on top of block b
3. Pick up block c
4. Stack block c on top of block a

This would create the stack c-a-b (reading from top to bottom) as required by the goal.",False, [NEW_BATCH]
BW_E017,blocksworld,W5,anthropic/claude-3.7-sonnet,"1. unstack c a
2. put-down c
3. unstack a b
4. put-down a",True, [NEW_BATCH]
BW_E019,blocksworld,canonical,anthropic/claude-3.7-sonnet,"This is a problem definition in PDDL (Planning Domain Definition Language) for the classic Blocks World domain. Let me explain what it describes:

# Problem Analysis: BW-rand-3

## Domain
- This is a problem in the blocksworld-4ops domain (a standard version of Blocks World with 4 operators: pickup, putdown, stack, unstack)

## Objects
- Three blocks labeled: a, b, and c

## Initial State
- The hand is empty (`handempty`)
- Block a is on top of block b (`on a b`)
- Block b is on the table (`ontable b`)
- Block c is on the table (`ontable c`) 
- Blocks a and c have nothing on top of them (`clear a`, `clear c`)

Visual representation of initial state:
```
 a
 b   c
---------
 table
```

## Goal State
- Block a should be on top of block c (`on a c`)
- Block b should be on top of block a (`on b a`)

Visual representation of goal state:
```
 b
 a
 c
---------
 table
```

A planner would need to find a sequence of actions to transform the initial state into the goal state using the domain operators.",False, [NEW_BATCH]
BW_E019,blocksworld,W5,anthropic/claude-3.7-sonnet,"1. unstack b a
2. put-down b
3. unstack a c
4. stack a b",True, [NEW_BATCH]
BW_E002,blocksworld,canonical,anthropic/claude-3.7-sonnet,"This is a Blocks World problem in PDDL (Planning Domain Definition Language) format. Let me explain what it defines:

- It's named ""BW-rand-3"" in the domain ""blocksworld-4ops""
- There are 3 blocks: a, b, and c
- Initial state:
  * The robot hand is empty
  * All three blocks (a, b, c) are directly on the table
  * All three blocks have nothing on top of them (they are clear)
- Goal state:
  * Block a is on top of block c
  * Block b is on top of block a

Visually:
- Initial state:
  ```
  [a] [b] [c]
  ------------
  ```

- Goal state:
  ```
   [b]
   [a]
   [c]
  ----
  ```

To solve this, we need to stack the blocks in the right order to achieve the goal configuration.",False, [NEW_BATCH]
BW_E002,blocksworld,W5,anthropic/claude-3.7-sonnet,"1. unstack b a
2. put-down b
3. unstack a c
4. put-down a",True, [NEW_BATCH]
BW_155_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack e i
2. put-down e
3. pick-up h
4. put-down h
5. pick-up f
6. stack f h
7. pick-up i
8. stack i f
9. pick-up j
10. stack j i",False,
BW_010_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack b d
2. stack b e
3. pick-up a
4. stack a d",False,
BW_001_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack i g
2. put-down i
3. unstack g l
4. stack g d
5. unstack l h
6. put-down l
7. unstack h j
8. put-down h
9. unstack j f
10. stack j g
11. unstack f d
12. put-down f",False,
BW_011_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack h g
2. put-down h
3. unstack g i
4. put-down g
5. unstack i j
6. stack i a
7. unstack j c
8. put-down j
9. unstack c k
10. stack c j
11. unstack k e
12. put-down k
13. unstack e l
14. stack e h
15. unstack l b
16. put-down l
17. unstack b a
18. put-down b",False,
BW_120_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack g f
2. stack g j
3. pick-up f
4. stack f c
5. pick-up j
6. stack j f",False,
BW_227_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack a f
2. put-down a
3. unstack k c
4. stack k f
5. unstack g j
6. put-down g
7. pick-up i
8. stack i g
9. pick-up c
10. stack c i
11. pick-up l
12. stack l c",False,
BW_137_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack h e
2. put-down h
3. unstack e b
4. put-down e
5. unstack j g
6. put-down j
7. unstack g a
8. put-down g
9. unstack l d
10. stack l c
11. unstack d j
12. stack d l
13. unstack b c
14. stack b g
15. unstack a i
16. stack a i
17. unstack i f
18. put-down i",False,
BW_172_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack a k
2. put-down a
3. unstack b g
4. unstack d l
5. stack b d
6. unstack i j
7. put-down i
8. unstack j e
9. put-down j
10. unstack e h
11. stack e i
12. pick-up g
13. stack g e
14. pick-up f
15. stack f b
16. pick-up k
17. stack k h
18. pick-up a
19. stack a k",False,
BW_467_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack j a
2. put-down j
3. unstack a i
4. put-down a
5. unstack i g
6. put-down i
7. unstack g l
8. put-down g
9. unstack l f
10. put-down l
11. unstack f h
12. put-down f
13. pick-up i
14. stack i h
15. pick-up a
16. stack a i
17. pick-up g
18. stack g l",False,
BW_E100_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack b a
2. put-down b
3. pick-up c
4. stack c b",True, [NEW_BATCH]
BW_E015_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack c b
2. put-down c
3. unstack b a
4. put-down b
5. pick-up a
6. put-down a
7. pick-up c
8. stack c a
9. pick-up b
10. stack b c",False, [NEW_BATCH]
BW_E017_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack b c
2. put-down b
3. unstack c a",False, [NEW_BATCH]
BW_E019_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,"1. unstack c b
2. put-down c
3. pick-up a
4. put-down a
5. pick-up c
6. stack c a
7. pick-up b
8. stack b c",False, [NEW_BATCH]
BW_E002_W6,blocksworld,W6,anthropic/claude-3.7-sonnet,1. unstack b a,False, [NEW_BATCH]
BW_E100,blocksworld,canonical,openai/gpt-4o,"This problem definition describes a blocks world problem with three blocks: a, b, and c. The `blocksworld-4ops` domain typically includes four basic operations: `pick-up`, `put-down`, `stack`, and `unstack`. Here's a breakdown of the problem as described:

### Initial State:
- There are three blocks: a, b, and c.
- `handempty` indicates that the robotic arm is currently not holding any block.
- `ontable a` and `ontable b` suggest that blocks a and b are directly on the table.
- `on c a` means block c is on top of block a.
- `clear b` and `clear c` mean the tops of blocks b and c are clear (not covered by any other block).

### Goal State:
- `(on b c)` indicates that block b should be on top of block c.
- `(on c a)` means block c should remain on top of block a.

### Objective:
The main goal is to rearrange the blocks such that b is on c, and c remains on a. The initial configuration makes this problem relatively straightforward since block c is already where it needs to be concerning block a. The challenge lies in moving block b from the table to the top of block c.

### Possible Solution:
To achieve the goal state from the initial configuration, you could follow these steps using typical blocksworld operations:

1. **Pick Up b**: Since `clear b` is true and `handempty` is true, the robot can pick up block b.
2. **Stack b on c**: Since the robot is holding block b, and `clear c` is true, the robot can stack block b on block c.

After these operations, the goal state is achieved: block b is on block c, and block c is on block a.",False,
BW_E100,blocksworld,W5,openai/gpt-4o,"1. unstack b c
2. put-down b",True,
BW_E015,blocksworld,canonical,openai/gpt-4o,"The problem you've defined, ""BW-rand-3,"" is a Blocks World problem, which is a classic AI planning problem. Your setup specifies a world with three blocks: `a`, `b`, and `c`. 

Here's a breakdown of the initial state and goal:

### Initial State:
- `handempty`: This indicates that the hand (or gripper) is not holding any block.
- `ontable a`: Block `a` is directly on the table.
- `ontable b`: Block `b` is directly on the table.
- `on c b`: Block `c` is on top of block `b`.
- `clear a`: Block `a` has no blocks on top of it.
- `clear c`: Block `c` has no blocks on top of it.

### Goal:
- You aim to achieve the state where `a` is on top of `b`: `(on a b)`.

### Domain `blocksworld-4ops`:
This typically includes four basic operations:
1. **Pick up** a block (requires `handempty` and the block to be `clear`).
2. **Put down** a block (requires having picked it up).
3. **Stack** a block on another (requires having picked it up and the target to be `clear`).
4. **Unstack** a block from another (requires `handempty` and the top block to be `clear`).

### Plan:
To accomplish the goal `(on a b)`, you generally need to:
1. **Unstack `c` from `b`:**
   - Since `c` is on `b` and `c` is clear, you can unstack `c` from `b`.
2. **Put `c` on the table** if needed.
3. **Pick up `a`** from the table.
4. **Stack `a` on `b`.**

This simple plan will achieve the goal given the current initial state you have defined.",False,
BW_E015,blocksworld,W5,openai/gpt-4o,"1. unstack a b
2. put-down a
3. pick-up c
4. stack c b",True,
BW_E017,blocksworld,canonical,openai/gpt-4o,"The provided code appears to be written in PDDL (Planning Domain Definition Language), which is used in artificial intelligence for automated planning. The code defines a problem, named `BW-rand-3`, in the context of the `blocksworld-4ops` domain, a classic planning domain involving blocks manipulation.

Let's break down each part of the problem definition:

### Objects
```lisp
(:objects a b c )
```
This section defines the objects involved in the problem. Here, we have three objects: `a`, `b`, and `c`, which are the blocks.

### Initial State
```lisp
(:init
(handempty)
(ontable a)
(ontable b)
(ontable c)
(clear a)
(clear b)
(clear c)
)
```
The initial state specifies the conditions at the start of the problem. The predicates used here are:
- `(handempty)`: Indicates that the hand (perhaps a robotic arm in this domain) is empty and ready to pick up blocks.
- `(ontable a)`, `(ontable b)`, `(ontable c)`: Each block is initially on the table.
- `(clear a)`, `(clear b)`, `(clear c)`: Each block is clear, meaning there are no other blocks on top of them.

### Goal State
```lisp
(:goal
(and
(on a b)
(on c a))
)
```
The goal state is to achieve a configuration where:
- Block `a` is on block `b`.
- Block `c` is on block `a`.

For solving this problem, you'll need to apply actions that are defined in the `blocksworld-4ops` domain to manipulate the blocks to achieve the specified goal. Model strategies typically involve stacking blocks in a particular order while respecting constraints like `handempty`, `clear`, and surface availability.",False,
BW_E017,blocksworld,W5,openai/gpt-4o,"1. unstack c a
2. put-down c
3. unstack a b
4. put-down a",True,
BW_E019,blocksworld,canonical,openai/gpt-4o,"The problem you've defined is for a blocksworld scenario with three blocks: a, b, and c. The initial state and the goal state are specified within this problem definition. Let's go through what you've defined:

### Domain
- **Domain:** `blocksworld-4ops`: This suggests that the problem uses a typical Blocksworld domain with four operations, which are usually `move`, `unstack`, `stack`, and `pickup`.
  
### Objects
- **Blocks:** `a`, `b`, `c`: These are the blocks involved in the problem.

### Initial State
- **handempty**: The robotic hand is empty initially.
- **(on a b)**: Block `a` is initially on block `b`.
- **(ontable b)**: Block `b` is on the table.
- **(ontable c)**: Block `c` is on the table.
- **(clear a)**: Block `a` is clear initially (nothing on top of it).
- **(clear c)**: Block `c` is also clear (nothing on top of it).

### Goal State
- **(on a c)**: The goal is to have block `a` on block `c`.
- **(on b a)**: Another goal is to have block `b` on block `a`.

To solve this problem, the agent would need to perform a sequence of operations to move from the initial state to the goal state. Here is one possible sequence of operations based on this problem definition:

1. **Unstack a from b**: Since `a` is clear, it can be lifted off `b`.
2. **Stack a on c**: With `a` in hand, put `a` on `c` since `c` is clear in the initial state.
3. **Pickup b from the table**: With the hand empty, `b` can be picked up because `b` is clear once `a` is moved.
4. **Stack b on a**: Finally, with `b` in hand and `a` now clear, put `b` on top of `a`.

The solution would result in the final configuration meeting the goal requirements.",False,
BW_E019,blocksworld,W5,openai/gpt-4o,"1. Unstack b a
2. Put-down b
3. Unstack a c
4. Stack a b",True,
BW_E002,blocksworld,canonical,openai/gpt-4o,"The problem `BW-rand-3` is defined for the `blocksworld-4ops` domain, which involves manipulating a set of blocks using four operations: picking up a block from the table, putting it down on the table, stacking it on another block, or unstacking it from another block. 

In this specific problem, you have three blocks: `a`, `b`, and `c`, which initially are all on the table and clear (nothing is on top of them). The robot ""hand"" is also empty, indicating it's not holding any blocks at the start.

The goal is to achieve a configuration where block `a` is on top of block `c` and block `b` is on top of block `a`. Therefore, the desired stack arrangement from bottom to top is (c, a, b).

Here's a breakdown of steps you might take to reach the goal from the initial state:

1. **Pick up block `a`** from the table.
2. **Stack block `a` on block `c`.** This action results in:
   - `on(a, c)`
   - `clear(a)` becomes false
   - `clear(c)` becomes false
   - `handempty` becomes true
3. **Pick up block `b`** from the table.
4. **Stack block `b` on block `a`.** This final action achieves:
   - `on(b, a)`
   - `clear(b)` becomes false
   - `clear(a)` becomes false
   - `handempty` becomes true

After these operations, the conditions satisfy the goal criteria:
- `on a c` (block `a` is on block `c`)
- `on b a` (block `b` is on block `a`)

This solution sequence should achieve the desired final stack configuration specified in the goal.",False,
BW_E002,blocksworld,W5,openai/gpt-4o,"1. unstack b a
2. put-down b
3. unstack a c
4. put-down a",True,
BW_155_W6,blocksworld,W6,openai/gpt-4o,"1. unstack e i
2. put-down e
3. unstack h f
4. put-down h
5. pick-up f
6. stack f h
7. stack i f
8. stack j i",False,
BW_010_W6,blocksworld,W6,openai/gpt-4o,"1. unstack b d
2. put-down b
3. pick-up d
4. put-down d
5. pick-up e
6. stack e f
7. pick-up b
8. stack b e
9. pick-up a
10. stack a d",False,
