problem_id,family,variant,model_answer,correct
BW_496,BW,canonical,"1. pick-up a
2. stack a l
3. pick-up l
4. stack l h
5. pick-up h
6. stack h j
7. pick-up j
8. stack j a
9. pick-up a
10. stack a e
11. pick-up e
12. stack e l
13. pick-up l
14. stack l h
15. pick-up h
16. stack h a
17. pick-up a
18. stack a g
19. pick-up g
20. stack g e
21. pick-up e
22. stack e k
23. pick-up k
24. stack k g
25. pick-up g
26. stack g l
27. pick-up l
28. stack l a
29. pick-up a
30. stack a d
31. pick-up d
32. stack d c
33. pick-up c
34. stack c f
35. pick-up f
36. stack f i
37. pick-up i
38. stack i c
39. pick-up c
40. stack c d
41. pick-up d
42. stack d l
43. pick-up l
44. stack l k
45. pick-up k
46. stack k g
47. pick-up g
48. stack g e
49. pick-up e
50. stack e a
51. pick-up a
52. stack a h
53. pick-up h
54. stack h j
55. pick-up j
56. stack j l
57. pick-up l
58. stack l i
59. pick-up i
60. stack i f
61. pick-up f
62. stack f c
63. pick-up c
64. stack c d
65. pick-up d
66. stack d k
67. pick-up k
68. stack k g
69. pick-up g
70. stack g e
71. pick-up e
72. stack e a
73. pick-up a
74. stack a l
75. pick-up l
76. stack l h
77. pick-up h
78. stack h j
79. pick-up j
80. stack j i
81. pick-up i
82. stack i f
83. pick-up f
84. stack f c
85. pick-up c
86.",False
BW_496,BW,W3,"1. recruit James
2. promote_over James Henry
3. promote_over Henry Laura
4. promote_over Laura Alice
5. promote_over Alice Emma
6. promote_over Emma Grace
7. promote_over Grace Kevin
8. promote_over Kevin David
9. promote_over David Carol
10. promote_over Carol Frank
11. promote_over Frank Isabel
12. reassign_from James Alice
13. reassign_from Henry Laura
14. reassign_from Laura Alice
15. reassign_from Alice Emma
16. reassign_from Emma Grace
17. reassign_from Grace Kevin
18. reassign_from Kevin David
19. reassign_from David Carol
20. reassign_from Carol Frank
21. reassign_from Frank Isabel
22. recruit Alice
23. promote_over Alice James
24. reassign_from James Henry",False
BW_497,BW,canonical,"1. pick-up l
2. unstack l e
3. pick-up e
4. stack e c
5. put-down l
6. stack l e",False
BW_497,BW,W3,"1. retrieve Literature
2. place_on Literature Cookbook
3. retrieve Encyclopedia
4. place_on Encyclopedia Cookbook
5. place_on Encyclopedia Literature",False
BW_498,BW,canonical,"1. pick-up a
2. stack a g
3. pick-up g
4. unstack a g
5. pick-up l
6. stack l a
7. pick-up a
8. unstack l a
9. pick-up d
10. stack d l
11. pick-up l
12. unstack d l
13. pick-up f
14. stack f d
15. pick-up d
16. unstack f d
17. pick-up b
18. stack b f
19. pick-up f
20. unstack b f
21. pick-up c
22. stack c b
23. pick-up b
24. unstack c b
25. pick-up e
26. stack e c
27. pick-up c
28. unstack e c
29. pick-up j
30. stack j e
31. pick-up e
32. unstack j e
33. pick-up k
34. stack k j
35. pick-up j
36. unstack k j",False
BW_498,BW,W3,"1. hire Alice
2. hire Grace
3. promote_above Alice Grace
4. hire Liam
5. promote_above Alice Liam
6. hire David
7. promote_above Alice David
8. hire Frank
9. promote_above Alice Frank
10. hire Bob
11. promote_above Alice Bob
12. hire Carol
13. promote_above Alice Carol
14. hire Emma
15. promote_above Alice Emma
16. hire Jack
17. promote_above Alice Jack
18. promote_above Kate Jack",False
BW_499,BW,canonical,"1. pick-up l
2. stack l e
3. pick-up e
4. stack e c
5. pick-up c
6. stack c a
7. pick-up a
8. stack a j",False
BW_499,BW,W3,"1. recruit John
2. promote John Alice
3. recruit Alice
4. promote Alice Carol
5. recruit Carol
6. promote Carol Emma
7. recruit Emma
8. promote Emma Laura
9. dismiss Emma
10. demote Emma Carol
11. demote Carol Alice
12. demote Alice John",False
BW_500,BW,canonical,"1. pick-up a
2. stack a g
3. pick-up g
4. stack g c
5. pick-up c
6. stack c b
7. pick-up b
8. stack b l
9. pick-up l
10. stack l c
11. pick-up c
12. stack c b
13. pick-up b
14. stack b a
15. pick-up a
16. stack a g
17. pick-up g
18. stack g c
19. pick-up c
20. stack c d
21. pick-up d
22. stack d a
23. pick-up a
24. stack a g
25. pick-up g
26. stack g c
27. pick-up c
28. stack c k
29. pick-up k
30. stack k d
31. pick-up d
32. stack d a
33. pick-up a
34. stack a g
35. pick-up g
36. stack g c
37. pick-up c
38. stack c e
39. pick-up e
40. stack e k",False
BW_500,BW,W3,"1. recruit Alice
2. recruit David
3. promote David Alice
4. recruit Kevin
5. promote Kevin David
6. recruit Emily
7. promote Emily Kevin
8. dismiss Kevin
9. promote David Alice
10. recruit George
11. promote George David
12. dismiss David
13. promote Alice George
14. recruit Carol
15. promote Carol Alice
16. dismiss George
17. promote Alice Carol
18. recruit Bob
19. promote Bob Carol
20. dismiss Carol
21. promote Alice Bob
22. recruit Laura
23. promote Laura Bob
24. dismiss Bob
25. promote Alice Laura",False
BW_501,BW,canonical,"1. pick-up a
2. stack a k
3. pick-up k
4. stack k i
5. pick-up i
6. stack i c
7. pick-up c
8. stack c k
9. pick-up k
10. unstack k i
11. pick-up i
12. stack i a
13. pick-up a
14. unstack a k
15. pick-up k
16. unstack k i
17. pick-up i
18. unstack i c
19. pick-up c
20. unstack c k
21. pick-up k
22. unstack k a
23. pick-up a
24. unstack a e
25. pick-up e
26. unstack e g
27. pick-up g
28. unstack g j
29. pick-up j
30. unstack j d
31. pick-up d
32. stack d j
33. pick-up j
34. stack j g
35. pick-up g
36. stack g e
37. pick-up e
38. stack e a
39. pick-up a
40. stack a k
41. pick-up k
42. stack k i
43. pick-up i
44. stack i c
45. pick-up c
46. stack c k
47. pick-up k
48. unstack k i
49. pick-up i
50. stack i a
51. pick-up a
52. unstack a k
53. pick-up k
54. unstack k i
55. pick-up i
56. unstack i c
57. pick-up c
58. unstack c k
59. pick-up k
60. unstack k a
61. pick-up a
62. unstack a e
63. pick-up e
64. unstack e g
65. pick-up g
66. unstack g j
67. pick-up j
68. unstack j d
69. pick-up d
70. stack d j
71. pick-up j
72. stack j g
73. pick-up g
74. stack g e
75. pick-up e
76. stack e a
77. pick-up a
78. stack a k
79. pick-up k
80. stack k i
81. pick-up i
82. stack i c",False
BW_501,BW,W3,"1. recruit Alice
2. recruit Carol
3. promote Carol Alice
4. recruit Isabella
5. promote Isabella Carol
6. recruit Kevin
7. promote Kevin Isabella
8. recruit David
9. promote David Kevin
10. recruit George
11. promote George David
12. recruit James
13. promote James George
14. recruit Emma
15. promote Emma James
16. promote Emma Alice",False
BW_502,BW,canonical,"1. pick-up d
2. stack d h
3. pick-up h
4. stack h i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e d",False
BW_502,BW,W3,"1. recruit Diana
2. promote Diana Henry
3. recruit Henry
4. promote Henry Isabella
5. recruit Isabella
6. promote Isabella Edward
7. recruit Edward
8. promote Edward Diana
9. demote Diana Henry
10. demote Henry Isabella
11. demote Isabella Edward
12. demote Edward Diana",False
BW_503,BW,canonical,"1. pick-up a
2. stack a g
3. pick-up g
4. stack g a
5. unstack a g
6. pick-up c
7. stack c a
8. unstack a g
9. pick-up g
10. stack g c
11. unstack c a
12. pick-up c
13. stack c a
14. unstack a g
15. pick-up g
16. stack g c
17. unstack c a
18. pick-up a
19. stack a c
20. unstack c g
21. pick-up g
22. stack g a
23. unstack a c
24. pick-up c
25. stack c a
26. unstack a g
27. pick-up g
28. stack g c
29. unstack c a
30. pick-up a
31. stack a c
32. unstack c g
33. pick-up g
34. stack g a
35. unstack a c
36. pick-up c
37. stack c a
38. unstack a g
39. pick-up g
40. stack g c
41. unstack c a
42. pick-up a
43. stack a c
44. unstack c g
45. pick-up g
46. stack g a
47. unstack a c
48. pick-up c
49. stack c a
50. unstack a g
51. pick-up g
52. stack g c
53. unstack c a
54. pick-up a
55. stack a c
56. unstack c g
57. pick-up g
58. stack g a
59. unstack a c
60. pick-up c
61. stack c a
62. unstack a g
63. pick-up g
64. stack g c
65. unstack c a
66. pick-up a
67. stack a c
68. unstack c g
69. pick-up g
70. stack g a
71. unstack a c
72. pick-up c
73. stack c a
74. unstack a g
75. pick-up g
76. stack g c
77. unstack c a
78. pick-up a
79. stack a c
80. unstack c g
81. pick-up g",False
BW_503,BW,W3,"1. recruit Alice
2. recruit Bob
3. assign_to_base Alice
4. recruit Carol
5. assign_to_base Carol
6. recruit David
7. assign_to_base David
8. recruit Frank
9. assign_to_base Frank
10. recruit Grace
11. assign_to_base Grace
12. recruit Henry
13. assign_to_base Henry
14. recruit Irene
15. assign_to_base Irene
16. recruit James
17. assign_to_base James
18. recruit Karen
19. assign_to_base Karen
20. recruit Larry
21. assign_to_base Larry
22. recruit Emma
23. assign_to_base Emma
24. recruit Bob
25. reassign_from Bob Emma
26. promote_over Emma Bob
27. recruit Bob
28. reassign_from Bob Emma
29. promote_over Emma Bob
30. reassign_from Bob Emma
31. promote_over Emma Bob
32. reassign_from Bob Emma
33. promote_over Emma Bob
34. reassign_from Bob Emma
35. promote_over Emma Bob
36. reassign_from Bob Emma
37. promote_over Emma Bob
38. reassign_from Bob Emma
39. promote_over Emma Bob
40. reassign_from Bob Emma
41. promote_over Emma Bob
42. reassign_from Bob Emma
43. promote_over Emma Bob
44. reassign_from Bob Emma
45. promote_over Emma Bob
46. reassign_from Bob Emma
47. promote_over Emma Bob
48. reassign_from Bob Emma
49. promote_over Emma Bob
50. reassign_from Bob Emma
51. promote_over Emma Bob
52. reassign_from Bob Emma
53. promote_over Emma Bob
54. reassign_from Bob Emma
55. promote_over Emma Bob
56. reassign_from Bob Emma
57. promote_over Emma Bob
58. reassign_from Bob Emma
59. promote_over Emma Bob
60. reassign_from Bob Emma
61. promote_over Emma Bob
62. reassign_from Bob Emma
63. promote_over Emma Bob
64. reassign_from Bob Emma
65. promote_over Emma Bob
66. reassign_from Bob Emma
67. promote_over Emma Bob
68. reassign_from Bob Emma
69. promote_over Emma Bob
70. reassign_from Bob Emma
71. promote_over Emma Bob
72. reassign_from Bob Emma
73. promote_over Emma Bob
74. reassign_from",False
BW_504,BW,canonical,"1. pick-up a
2. stack a h
3. pick-up h
4. stack h f
5. pick-up f
6. stack f k
7. pick-up k
8. stack k e
9. pick-up e
10. stack e l
11. pick-up l
12. stack l b",False
BW_504,BW,W3,"1. mobilize Alpha
2. position Alpha Hotel
3. mobilize Hotel
4. position Hotel Foxtrot
5. mobilize Foxtrot
6. position Foxtrot Kilo
7. mobilize Kilo
8. position Kilo Echo
9. mobilize Echo
10. position Echo Lima
11. mobilize Lima
12. position Lima Bravo
13. mobilize Bravo
14. position Bravo Alpha",False
BW_505,BW,canonical,"1. pick-up b
2. stack b h
3. pick-up g
4. stack g b
5. pick-up d
6. stack d g
7. pick-up c
8. stack c d",True
BW_505,BW,W3,"1. recruit Carol
2. promote Carol David
3. recruit David
4. promote David Grace
5. recruit Grace
6. promote Grace Bob
7. recruit Bob
8. promote Bob Henry
9. recruit Henry
10. dismiss Henry
11. demote Bob Henry
12. demote Grace Bob
13. demote David Grace
14. demote Carol David
15. dismiss Carol",False
BW_506,BW,canonical,"1. pick-up g
2. unstack g b
3. pick-up b
4. stack b f
5. put-down g
6. stack g b",False
BW_506,BW,W3,"1. recruit Grace
2. promote Grace Bob
3. recruit Bob
4. promote Bob Frank
5. demote Grace Bob",False
BW_507,BW,canonical,"1. pick-up e
2. stack e j
3. pick-up h
4. stack h e
5. unstack j h
6. put-down j
7. stack j h
8. put-down j",False
BW_507,BW,W3,"1. recruit Jack
2. promote Jack Eve
3. recruit Henry
4. promote Henry Jack
5. demote Jack Eve
6. demote Henry Jack",False
BW_508,BW,canonical,"1. pick-up b
2. stack b f
3. pick-up g
4. stack g b
5. pick-up c
6. stack c g
7. pick-up e
8. stack e c",True
BW_508,BW,W3,"1. recruit Bob
2. recruit Carol
3. promote Carol Bob
4. recruit Grace
5. promote Grace Carol
6. recruit Frank
7. promote Frank Grace
8. recruit Emma
9. promote Emma Carol",False
BW_509,BW,canonical,"1. pick-up h
2. unstack h d
3. pick-up d
4. unstack h f
5. pick-up f
6. unstack d j
7. pick-up j
8. unstack f i
9. pick-up i
10. stack j i
11. stack f j
12. stack d f
13. stack h d",False
BW_509,BW,W3,"1. recruit Helen
2. promote Helen David
3. recruit David
4. promote David Frank
5. recruit Frank
6. promote Frank James
7. recruit James
8. promote James Irene
9. release James
10. promote Helen James
11. release Helen
12. demote Helen James
13. release David
14. demote David Frank
15. release Frank
16. demote Frank James
17. release James
18. demote James Irene
19. recruit James
20. promote James Irene
21. release James
22. demote James Irene
23. recruit Irene
24. promote Irene James
25. release Irene
26. demote James Irene
27. recruit James
28. promote James Frank
29. release James
30. demote Frank James
31. recruit Frank
32. promote Frank David
33. release Frank
34. demote David Frank
35. recruit David
36. promote David Helen
37. release David
38. demote Helen David
39. recruit Helen
40. promote Helen James
41. release Helen
42. demote James Helen
43. recruit James
44. promote James Frank
45. release James
46. demote Frank James
47. recruit Frank
48. promote Frank Irene
49. release Frank
50. demote Irene Frank
51. recruit Irene
52. promote Irene James
53. release Irene
54. demote James Irene
55. recruit James
56. promote James David
57. release James
58. demote David James
59. recruit David
60. promote David Frank
61. release David
62. demote Frank David
63. recruit Frank
64. promote Frank Helen
65. release Frank
66. demote Helen Frank
67. recruit Helen
68. promote Helen Irene
69. release Helen
70. demote Irene Helen
71. recruit Irene
72. promote Irene David
73. release Irene
74. demote David Irene
75. recruit David
76. promote David James
77. release David
78. demote James David
79. recruit James
80. promote James Frank
81. release James
82. demote Frank James
83. recruit Frank
84. promote Frank Helen
85. release Frank
86. demote Helen Frank
87. recruit Helen
88. promote Helen Irene
89. release Helen
90.",False
BW_510,BW,canonical,"1. pick-up k
2. unstack k j
3. pick-up j
4. unstack k a
5. unstack j c
6. pick-up c
7. unstack j a
8. unstack c l
9. pick-up l
10. unstack c a
11. unstack l h
12. pick-up h
13. unstack l c
14. unstack h i
15. pick-up i
16. unstack h l
17. put-down i
18. put-down h
19. put-down l
20. put-down c
21. put-down j
22. put-down k",False
BW_510,BW,W3,"1. mobilize Alpha
2. deploy Alpha
3. position Alpha Juliet
4. mobilize Juliet
5. deploy Juliet
6. position Juliet Alpha
7. mobilize Kilo
8. deploy Kilo
9. position Kilo Juliet
10. mobilize Charlie
11. deploy Charlie
12. position Charlie Alpha
13. mobilize Lima
14. deploy Lima
15. position Lima Charlie
16. mobilize Hotel
17. deploy Hotel
18. position Hotel Lima
19. mobilize India
20. deploy India
21. position India Hotel",False
BW_511,BW,canonical,"1. pick-up l
2. stack l k
3. pick-up k
4. stack k i
5. pick-up f
6. stack f l
7. pick-up l
8. stack l k
9. put-down l
10. pick-up i
11. stack i k",False
BW_511,BW,W3,"1. recruit Irene
2. promote Irene Kevin
3. recruit Kevin
4. promote Kevin Laura
5. recruit Laura
6. promote Laura Frank
7. recruit Frank
8. demote Laura Frank
9. demote Kevin Laura
10. demote Irene Kevin",False
BW_512,BW,canonical,"1. pick-up c
2. stack c j
3. pick-up j
4. stack j e
5. pick-up e
6. stack e h
7. pick-up h
8. stack h i
9. pick-up i
10. stack i f
11. pick-up f
12. stack f c",False
BW_512,BW,W3,"1. retrieve Journal
2. place_on Journal Cookbook
3. retrieve Cookbook
4. place_on Cookbook Journal
5. retrieve Encyclopedia
6. place_on Encyclopedia Cookbook
7. retrieve Cookbook
8. place_on Cookbook Encyclopedia
9. retrieve History
10. place_on History Encyclopedia
11. retrieve Encyclopedia
12. place_on Encyclopedia History
13. retrieve Index
14. place_on Index History
15. retrieve History
16. place_on History Index
17. retrieve Fiction
18. place_on Fiction Index
19. retrieve Index
20. place_on Index Fiction
21. remove_from History Index
22. remove_from Encyclopedia History
23. remove_from Journal Cookbook
24. remove_from Cookbook Journal",False
BW_513,BW,canonical,"1. pick-up a
2. stack a d
3. pick-up d
4. stack d l
5. pick-up l
6. stack l i
7. pick-up i
8. stack i f
9. pick-up f
10. stack f e
11. pick-up e
12. stack e c
13. pick-up c
14. stack c a
15. pick-up a
16. unstack a c
17. put-down a
18. unstack c e
19. put-down c
20. unstack e f
21. put-down e
22. unstack f i
23. put-down f
24. unstack i l
25. put-down i
26. unstack l d
27. put-down l
28. unstack d a
29. put-down d
30. unstack a c
31. put-down a",False
BW_513,BW,W3,"1. recruit Alice
2. recruit Carol
3. promote_over Carol Emma
4. recruit Emma
5. promote_over Emma Frank
6. recruit Frank
7. promote_over Frank Isaac
8. recruit Isaac
9. promote_over Isaac Alice
10. recruit David
11. promote_over Alice David
12. promote_over David Laura",False
BW_514,BW,canonical,"1. pick-up c
2. stack c j
3. pick-up j
4. stack j a
5. pick-up a
6. stack a g
7. pick-up g
8. stack g e
9. pick-up e
10. stack e b
11. pick-up b
12. stack b a
13. pick-up a
14. stack a g
15. pick-up g
16. stack g j
17. pick-up j
18. stack j c",False
BW_514,BW,W3,"1. recruit Alice
2. assign-to-base Alice
3. recruit John
4. promote-above Alice John
5. recruit Carol
6. promote-above Alice Carol
7. recruit John
8. promote-above Alice John
9. recruit Grace
10. promote-above Alice Grace
11. recruit Eve
12. promote-above Alice Eve
13. recruit Bob
14. promote-above Alice Bob",False
BW_515,BW,canonical,"1. pick-up g
2. unstack g k
3. pick-up k
4. unstack k e
5. pick-up e
6. unstack e g
7. pick-up a
8. unstack a d
9. pick-up d
10. unstack d i
11. pick-up i
12. stack i d
13. stack d a
14. stack a k
15. stack k e
16. stack e g",False
BW_515,BW,W3,"1. recruit Alice
2. recruit David
3. promote Alice David
4. recruit Emily
5. promote Alice Emily
6. recruit Kevin
7. promote Alice Kevin
8. recruit George
9. promote Alice George
10. recruit Isabella
11. reassign Alice David
12. promote Alice Isabella
13. reassign Alice Emily
14. reassign Alice Kevin
15. reassign Alice George
16. reassign Alice Alice",False
BW_E002,BW,canonical,"1. pick-up a
2. stack a c
3. pick-up b
4. stack b a",True
BW_E002,BW,W3,"1. select Aaron
2. place Aaron under Clara
3. select Brian
4. place Brian under Aaron",True
BW_E015,BW,canonical,"1. pick-up a
2. unstack a c
3. put-down a
4. pick-up c
5. stack c b
6. put-down c",False
BW_E015,BW,W3,"1. select Aaron
2. place Aaron under Brian
3. remove Aaron from Brian",False
BW_E017,BW,canonical,"1. pick-up a
2. stack a b
3. pick-up c
4. stack c a",True
BW_E017,BW,W3,"1. select Aaron
2. place Aaron under Brian
3. select Clara
4. place Clara under Aaron",False
BW_E019,BW,canonical,"1. pick-up b
2. stack b a
3. pick-up a
4. stack a c
5. put-down a
6. stack b a",False
BW_E019,BW,W3,"1. select Aaron
2. place Aaron under Clara
3. select Brian
4. place Brian under Aaron",False
BW_E100,BW,canonical,"1. pick-up a
2. stack a c
3. pick-up b
4. stack b c",False
BW_E100,BW,W3,"1. select Brian
2. place Brian under Clara
3. select Clara
4. place Clara under Aaron",False
BW_E_001,BW,canonical,"1. pick-up a
2. stack a i
3. pick-up i
4. stack i c
5. pick-up c
6. stack c f
7. pick-up f
8. stack f j
9. pick-up j
10. stack j b
11. pick-up c
12. unstack c f
13. pick-up f
14. unstack f j
15. pick-up j
16. unstack j b
17. pick-up b
18. unstack b i
19. pick-up i
20. unstack i c
21. pick-up c
22. unstack c a",False
BW_E_001,BW,W3,"1. recruit Alice
2. recruit Isabel
3. promote Alice Isabel
4. recruit Carol
5. promote Isabel Carol
6. recruit Frank
7. promote Carol Frank
8. recruit James
9. promote Frank James
10. recruit Bob
11. promote James Bob
12. promote Carol James
13. demote Carol James
14. demote Frank James
15. demote Isabel Carol
16. demote Alice Isabel",False
BW_E_002,BW,canonical,"1. pick-up h
2. stack h b
3. pick-up b
4. stack b g
5. pick-up g
6. stack g i
7. put-down g
8. put-down b
9. put-down h",False
BW_E_002,BW,W3,"1. recruit Henry
2. promote_above Henry Bob
3. recruit Bob
4. promote_above Bob Grace
5. recruit Grace
6. promote_above Grace Iris
7. dismiss Henry
8. reassign_from Bob Iris",False
BW_E_003,BW,canonical,"1. pick-up g
2. unstack g c
3. pick-up c
4. unstack g i
5. stack c i
6. unstack c g
7. stack c i
8. pick-up i
9. unstack c i
10. stack i d
11. unstack i c
12. stack c d
13. unstack c i
14. stack i d
15. pick-up d
16. unstack i d
17. stack d j
18. unstack d i
19. stack i j
20. unstack i d
21. stack d j
22. put-down c
23. put-down i
24. put-down g",False
BW_E_003,BW,W3,"1. recruit Carol
2. promote Carol Ivan
3. recruit Ivan
4. promote Ivan David
5. recruit David
6. promote David Julia
7. recruit Julia
8. promote Julia Grace
9. recruit Grace
10. promote Grace Carol
11. demote Grace Carol
12. demote Carol Ivan
13. demote Ivan Grace
14. demote Grace Julia
15. demote Julia David
16. demote David Ivan
17. demote Ivan Carol
18. demote Carol Grace
19. recruit Grace
20. promote Grace Carol
21. demote Grace Carol
22. recruit Carol
23. demote Carol Ivan
24. recruit Ivan
25. demote Ivan Grace
26. demote Grace Julia
27. demote Julia David
28. demote David Ivan
29. demote Ivan Carol
30. demote Carol Grace
31. recruit Grace
32. demote Grace Carol
33. recruit Carol
34. demote Carol Ivan
35. demote Ivan Julia
36. demote Julia David
37. demote David Carol
38. demote Carol Ivan
39. demote Ivan Grace
40. demote Grace Julia
41. demote Julia Carol
42. demote Carol David
43. demote David Ivan
44. demote Ivan Julia
45. demote Julia Grace
46. demote Grace Carol
47. demote Carol Ivan
48. demote Ivan David
49. demote David Julia
50. demote Julia Carol
51. demote Carol Grace
52. demote Grace Ivan
53. demote Ivan David
54. demote David Julia
55. demote Julia Carol
56. demote Carol Ivan
57. demote Ivan Grace
58. demote Grace Julia
59. demote Julia David
60. demote David Carol
61. demote Carol Ivan
62. demote Ivan Julia
63. demote Julia Grace
64. demote Grace Carol
65. demote Carol Ivan
66. demote Ivan David
67. demote David Julia
68. demote Julia Carol
69. demote Carol Grace
70. demote Grace Ivan
71. demote Ivan Julia
72. demote Julia David
73. demote David Carol
74. demote Carol Ivan
75. demote Ivan Grace
76. demote Grace Julia
77. demote Julia Carol",False
BW_E_004,BW,canonical,"1. pick-up a
2. stack a h
3. pick-up h
4. stack h i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e d
9. pick-up d
10. stack d g
11. pick-up g
12. stack g l
13. pick-up l
14. stack l k
15. pick-up k
16. stack k i
17. pick-up i
18. stack i e
19. pick-up e
20. stack e d
21. pick-up d
22. stack d g
23. pick-up g
24. stack g l
25. pick-up l
26. put-down l
27. pick-up k
28. unstack k i
29. pick-up i
30. unstack i e
31. pick-up e
32. unstack e d
33. pick-up d
34. unstack d g
35. pick-up g
36. unstack g l
37. pick-up l
38. unstack l k
39. pick-up k
40. unstack k i
41. pick-up i
42. unstack i h
43. pick-up h
44. unstack h a
45. put-down a",False
BW_E_004,BW,W3,"1. hire Alice
2. promote_above Alice Henry
3. promote_above Henry Kevin
4. promote_above Kevin Isabella
5. promote_above Isabella Emma
6. promote_above Emma David
7. promote_above David George
8. promote_above George Laura",False
BW_E_005,BW,canonical,"1. pick-up c
2. stack c l
3. pick-up l
4. stack l d
5. pick-up d
6. stack d e
7. pick-up e
8. stack e f
9. pick-up f
10. stack f l
11. unstack f l
12. unstack e f
13. unstack d e
14. unstack l d
15. unstack c l
16. put-down c
17. put-down l
18. put-down d
19. put-down e
20. put-down f",False
BW_E_005,BW,W3,"1. recruit Carol
2. promote Carol Laura
3. recruit Laura
4. promote Laura David
5. recruit David
6. promote David Emily
7. recruit Emily
8. promote Emily Frank
9. recruit Frank
10. demote Emily Frank
11. demote David Emily
12. demote Laura David
13. demote Carol Laura
14. dismiss Carol",False
MBW_001,BW,canonical,"1. attack j
2. attack f
3. attack i
4. attack g
5. attack d
6. attack b
7. attack h
8. attack l
9. succumb j
10. succumb f
11. succumb i
12. succumb g
13. succumb d
14. succumb b
15. succumb h
16. succumb l
17. overcome j f
18. overcome f i
19. overcome i g
20. overcome g d
21. overcome d b
22. overcome b h
23. overcome h l
24. feast j f
25. feast f i
26. feast i g
27. feast g d
28. feast d b
29. feast b h
30. feast h l",False
MBW_001,BW,W3,"1. provoke Jordan
2. broker Jordan Finland
3. provoke Finland
4. broker Finland Iceland
5. provoke Iceland
6. broker Iceland Greece
7. provoke Greece
8. broker Greece Denmark
9. provoke Denmark
10. broker Denmark Belgium
11. provoke Belgium
12. broker Belgium Hungary
13. provoke Hungary
14. broker Hungary Latvia",False
MBW_002,BW,canonical,"1. attack j
2. attack g
3. attack a
4. attack b
5. attack k
6. attack h
7. attack i
8. succumb j
9. succumb g
10. succumb a
11. succumb b
12. succumb k
13. succumb h
14. succumb i
15. overcome j g
16. overcome g a
17. overcome a b
18. overcome b k
19. overcome k h
20. overcome h i
21. feast j g
22. feast g a
23. feast a b
24. feast b k
25. feast k h
26. feast h i",False
MBW_002,BW,W3,"1. provoke Japan
2. broker Japan Greece
3. appease Greece
4. broker Greece Argentina
5. appease Argentina
6. broker Argentina Belgium
7. appease Belgium
8. broker Belgium Kenya
9. appease Kenya
10. broker Kenya Hungary
11. appease Hungary
12. broker Hungary Ireland",True
MBW_010,BW,canonical,"1. attack e
2. attack a
3. attack b
4. attack f
5. succumb d
6. succumb e
7. succumb a
8. succumb b
9. succumb f
10. overcome d e
11. overcome a b
12. overcome b f
13. feast a b
14. feast b f",False
MBW_010,BW,W3,"1. provoke Denmark
2. provoke Estonia
3. appease Estonia
4. broker Estonia Argentina
5. appease Argentina
6. broker Argentina Belgium
7. appease Belgium
8. broker Belgium France
9. negotiate Denmark Estonia
10. negotiate Estonia Argentina
11. negotiate Argentina Belgium
12. negotiate Belgium France",False
MBW_014,BW,canonical,"1. attack e
2. attack g
3. succumb l
4. overcome l e
5. feast l e
6. attack l",False
MBW_014,BW,W3,"1. provoke Lithuania
2. provoke Estonia
3. appease Estonia
4. broker Estonia Greece
5. negotiate Lithuania Estonia",False
MBW_037,BW,canonical,"1. attack c
2. attack d
3. attack h
4. attack i
5. succumb c
6. succumb d
7. succumb h
8. succumb i
9. overcome c d
10. overcome d h
11. overcome h i
12. feast c d
13. feast d h
14. feast h i",False
MBW_037,BW,W3,"1. provoke Canada
2. broker Canada Denmark
3. provoke Denmark
4. broker Denmark Hungary
5. provoke Hungary
6. broker Hungary Ireland
7. negotiate Canada Denmark
8. negotiate Denmark Hungary
9. negotiate Hungary Ireland",True
MBW_10,BW,canonical,"1. attack e
2. attack a
3. attack b
4. attack f
5. succumb d
6. succumb e
7. succumb a
8. succumb b
9. succumb f
10. overcome d e
11. overcome a b
12. overcome b f
13. feast a b
14. feast b f",False
MBW_10,BW,W3,"1. provoke Denmark
2. broker Denmark Ethiopia
3. provoke Ethiopia
4. broker Ethiopia Argentina
5. provoke Argentina
6. broker Argentina Brazil
7. provoke Brazil
8. broker Brazil France
9. appease Brazil",False
MBW_100,BW,canonical,"1. attack b
2. attack j
3. attack l
4. attack i
5. succumb b
6. succumb j
7. succumb l
8. succumb i
9. overcome l i
10. overcome j l
11. overcome b j
12. feast l i l
13. feast j l j
14. feast b j b",False
MBW_100,BW,W3,"1. provoke Morocco
2. broker Morocco Thailand
3. provoke Thailand
4. broker Thailand Uruguay
5. provoke Uruguay
6. broker Uruguay Estonia
7. negotiate Morocco Thailand
8. negotiate Thailand Uruguay
9. negotiate Uruguay Estonia",False
MBW_127,BW,canonical,"1. attack k
2. attack g
3. attack j
4. attack e
5. attack b
6. succumb e
7. overcome e b
8. feast e b",False
MBW_127,BW,W3,"1. provoke Kenya
2. broker Kenya Germany
3. provoke Germany
4. broker Germany Japan
5. provoke Japan
6. broker Japan Egypt
7. provoke Egypt
8. broker Egypt Brazil",False
MBW_185,BW,canonical,"1. attack j
2. attack d
3. attack g
4. attack i
5. attack c
6. attack h
7. attack a
8. attack b
9. attack e
10. attack l
11. succumb l
12. overcome e l
13. succumb e
14. overcome b e
15. succumb b
16. overcome a b
17. succumb a
18. overcome h a
19. succumb h
20. overcome c h
21. succumb c
22. overcome i c
23. succumb i
24. overcome g i
25. succumb g
26. overcome d g
27. succumb d
28. overcome j d",False
