config_id,config_index,cci_threshold,cci_retrieval_max,cci_computation_min,w3_cutoff,contam_percentile,n_retrieval,n_computation,n_mixed,n_ambiguous,n,matches_paper_15_1_300_124,rule_structure,tie_break,probes_combined
cci0.05_w30.00_p50,0,0.05,0.05,0.95,0.0,50,0,0,62,378,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.00_p90,212,0.75,0.25,0.75,0.0,90,0,1,78,361,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.25_p50,213,0.75,0.25,0.75,0.25,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.25_p75,214,0.75,0.25,0.75,0.25,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.25_p90,215,0.75,0.25,0.75,0.25,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.50_p50,216,0.75,0.25,0.75,0.5,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.50_p75,217,0.75,0.25,0.75,0.5,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.50_p90,218,0.75,0.25,0.75,0.5,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.75_p50,219,0.75,0.25,0.75,0.75,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.75_p75,220,0.75,0.25,0.75,0.75,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w30.75_p90,221,0.75,0.25,0.75,0.75,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w31.00_p50,222,0.75,0.25,0.75,1.0,50,74,0,4,362,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w31.00_p75,223,0.75,0.25,0.75,1.0,75,15,0,284,141,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.75_w31.00_p90,224,0.75,0.25,0.75,1.0,90,0,0,284,156,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.00_p50,225,0.8,0.19999999999999996,0.8,0.0,50,0,0,62,378,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.00_p75,226,0.8,0.19999999999999996,0.8,0.0,75,0,1,86,353,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.00_p90,227,0.8,0.19999999999999996,0.8,0.0,90,0,1,78,361,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.25_p50,228,0.8,0.19999999999999996,0.8,0.25,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.25_p75,229,0.8,0.19999999999999996,0.8,0.25,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.25_p90,230,0.8,0.19999999999999996,0.8,0.25,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.50_p50,231,0.8,0.19999999999999996,0.8,0.5,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.50_p75,232,0.8,0.19999999999999996,0.8,0.5,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.50_p90,233,0.8,0.19999999999999996,0.8,0.5,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.75_p50,234,0.8,0.19999999999999996,0.8,0.75,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.75_p75,235,0.8,0.19999999999999996,0.8,0.75,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w30.75_p90,236,0.8,0.19999999999999996,0.8,0.75,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w31.00_p50,237,0.8,0.19999999999999996,0.8,1.0,50,74,0,4,362,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w31.00_p75,238,0.8,0.19999999999999996,0.8,1.0,75,15,0,284,141,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.80_w31.00_p90,239,0.8,0.19999999999999996,0.8,1.0,90,0,0,284,156,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.00_p50,240,0.85,0.15000000000000002,0.85,0.0,50,0,0,62,378,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.00_p75,241,0.85,0.15000000000000002,0.85,0.0,75,0,1,86,353,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.00_p90,242,0.85,0.15000000000000002,0.85,0.0,90,0,1,78,361,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.25_p50,243,0.85,0.15000000000000002,0.85,0.25,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.25_p75,244,0.85,0.15000000000000002,0.85,0.25,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.25_p90,245,0.85,0.15000000000000002,0.85,0.25,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.50_p50,246,0.85,0.15000000000000002,0.85,0.5,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.50_p75,247,0.85,0.15000000000000002,0.85,0.5,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.50_p90,248,0.85,0.15000000000000002,0.85,0.5,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.75_p50,249,0.85,0.15000000000000002,0.85,0.75,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.75_p75,250,0.85,0.15000000000000002,0.85,0.75,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w30.75_p90,251,0.85,0.15000000000000002,0.85,0.75,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w31.00_p50,252,0.85,0.15000000000000002,0.85,1.0,50,74,0,4,362,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w31.00_p75,253,0.85,0.15000000000000002,0.85,1.0,75,15,0,284,141,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.85_w31.00_p90,254,0.85,0.15000000000000002,0.85,1.0,90,0,0,284,156,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.00_p50,255,0.9,0.09999999999999998,0.9,0.0,50,0,0,62,378,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.00_p75,256,0.9,0.09999999999999998,0.9,0.0,75,0,1,86,353,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.00_p90,257,0.9,0.09999999999999998,0.9,0.0,90,0,1,78,361,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.25_p50,258,0.9,0.09999999999999998,0.9,0.25,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.25_p75,259,0.9,0.09999999999999998,0.9,0.25,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.25_p90,260,0.9,0.09999999999999998,0.9,0.25,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.50_p50,261,0.9,0.09999999999999998,0.9,0.5,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.50_p75,262,0.9,0.09999999999999998,0.9,0.5,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.50_p90,263,0.9,0.09999999999999998,0.9,0.5,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.75_p50,264,0.9,0.09999999999999998,0.9,0.75,50,74,0,62,304,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.75_p75,265,0.9,0.09999999999999998,0.9,0.75,75,15,1,300,124,440,1,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w30.75_p90,266,0.9,0.09999999999999998,0.9,0.75,90,0,1,292,147,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w31.00_p50,267,0.9,0.09999999999999998,0.9,1.0,50,74,0,4,362,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w31.00_p75,268,0.9,0.09999999999999998,0.9,1.0,75,15,0,284,141,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
cci0.90_w31.00_p90,269,0.9,0.09999999999999998,0.9,1.0,90,0,0,284,156,440,0,appendix_three_signal_signed_votes,unanimous_-1=retrieval; unanimous_+1=computation; conflict=mixed; else=ambiguous,W3_vote|CCI_bands|contamination_floor_vs_percentile
