defect,family,problem_id,model,variant,role,before,after,delta,source
BW_legacy_state_parser,BW,BW_498,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_498,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_498,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_498,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_498,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_499,Llama,W1,perturbed,,True,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_499,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_499,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_499,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_499,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_499,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_500,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_500,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_500,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_500,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_500,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_500,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_501,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_501,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_501,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_501,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_501,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_501,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_502,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_502,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_502,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_502,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_502,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_502,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_503,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_503,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_503,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_503,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_503,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_503,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_504,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_504,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_504,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_504,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_504,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_504,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_505,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_505,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_505,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_505,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_505,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_505,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_506,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_506,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_506,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_506,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_506,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_506,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_507,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_507,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_507,Llama,W3,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_507,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_507,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_507,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_508,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_508,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_508,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_508,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_508,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_508,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_509,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_509,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_509,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_509,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_509,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_509,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_510,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_510,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_510,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_510,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_510,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_510,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_511,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_511,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_511,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_511,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_511,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_511,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_512,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_512,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_512,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_512,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_512,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_512,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_513,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_513,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_513,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_513,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_513,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_513,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_514,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_514,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_514,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_514,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_514,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_514,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_515,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_515,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_515,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_515,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_515,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_515,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_001,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_001,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_001,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_001,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_001,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_001,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_002,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_002,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_002,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_002,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_002,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_002,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_003,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_003,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_003,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_003,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_003,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_003,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_004,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_004,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_004,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_004,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_004,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_004,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_005,Llama,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_005,Llama,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_005,Llama,W3,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_005,Llama,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_005,Llama,W5,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_005,Llama,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_496,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_497,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_498,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_499,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_500,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_501,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_502,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_503,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_504,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_505,Llama,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_506,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_507,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_508,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_509,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_510,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_511,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_512,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_513,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_514,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_515,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_001,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_002,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_003,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_004,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_E_005,Llama,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_001,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_001,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_001,Claude,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_001,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_001,Claude,W6,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_001,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_002,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_002,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_002,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_002,Claude,W4,perturbed,,True,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_002,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_002,Claude,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_002,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_010,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_010,Claude,W2,perturbed,,True,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_010,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_010,Claude,W4,perturbed,,True,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_010,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_010,Claude,W6,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_010,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_011,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_011,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_011,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_011,Claude,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_011,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_011,Claude,W6,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_011,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_014,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_014,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_014,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_014,Claude,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_014,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_014,Claude,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_014,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_022,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_022,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_022,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_022,Claude,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_022,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_022,Claude,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_022,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_080,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_080,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_080,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_080,Claude,W4,perturbed,,True,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_080,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_080,Claude,W6,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_080,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_120,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_120,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_120,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_120,Claude,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_120,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_120,Claude,W6,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_120,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_137,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_137,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_137,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_137,Claude,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_137,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_137,Claude,W6,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_137,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_155,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_155,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_155,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_155,Claude,W4,perturbed,,True,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_155,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_155,Claude,W6,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_155,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_172,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_172,Claude,W2,perturbed,,True,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_172,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_172,Claude,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_172,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_172,Claude,W6,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_172,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_203,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_203,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_203,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_203,Claude,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_203,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_203,Claude,W6,perturbed,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_203,Claude,canonical,canonical,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_227,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_227,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_227,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_227,Claude,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_227,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_227,Claude,W6,perturbed,True,True,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_227,Claude,canonical,canonical,False,False,0.0,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_282,Claude,W1,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_282,Claude,W2,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_282,Claude,W3,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_282,Claude,W4,perturbed,,False,,BW_P1_behavioral raw rescore
BW_legacy_state_parser,BW,BW_282,Claude,W5,perturbed,False,True,1.0,BW_P1_behavioral raw rescore
