problem_id,model,tep,session_status,adapted,resistant,illegal_both,n_nl_remappable,n_canonical_shape,null_cause
BW_513,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_513,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_514,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_514,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_514,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_514,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_515,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,2,0,12,0,8,abort_forces_null
BW_515,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,0,6,abort_forces_null
BW_515,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,0,0,12,6,0,abort_forces_null
BW_515,meta-llama/llama-3.1-8b-instruct,,aborted: excessive illegal steps,1,0,13,7,1,abort_forces_null
BW_E_001,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_001,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_001,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_001,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_002,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_003,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_004,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
BW_E_005,meta-llama/llama-3.1-8b-instruct,,blank,0,0,0,0,0,tep_denom_zero_all_illegal_or_ambiguous
