cell,model,subtype,variant,pool,k,n,n_clone_families,acc,iid_bootstrap_lo,iid_bootstrap_hi,iid_width,cluster_bootstrap_lo,cluster_bootstrap_hi,cluster_width,width_ratio_cluster_over_iid,wilson_lo,wilson_hi,wilson_width,note
Claude|ALL|canonical|bank110,Claude,ALL,canonical,bank_110,40,110,51,0.36363636363636365,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.19718309859154928,0.48031496062992124,0.28313186203837193,1.5572252412110457,0.2797508773735517,0.4567250681507558,0.1769741907772041,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W4|table7_chall,Gemini,CC,W4,table7_chall,7,10,4,0.7,0.4,1.0,0.6,0.0,0.9545454545454546,0.9545454545454546,1.590909090909091,0.39677321997956516,0.892210712513788,0.49543749253422287,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W4|table7_std,Gemini,CC,W4,table7_std,4,15,12,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.4666666666666667,0.07142857142857142,0.4666666666666667,0.3952380952380953,0.8469387755102041,0.10897276103182807,0.5195088965768675,0.4105361355450394,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|shortest_path|canonical|bank110,Gemini,shortest_path,canonical,bank_110_subtype,36,55,20,0.6545454545454545,0.5272727272727272,0.7818181818181819,0.25454545454545463,0.5,0.7761194029850746,0.27611940298507465,1.0847547974413643,0.5225365801066264,0.7663746663584594,0.243838086251833,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|shortest_path|W1|bank110,Gemini,shortest_path,W1,bank_110_subtype,31,55,20,0.5636363636363636,0.43636363636363634,0.6909090909090909,0.2545454545454546,0.32811859631147544,0.7777777777777778,0.44965918146630235,1.7665182129033306,0.43269584078681317,0.686267613639987,0.25357177285317384,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|shortest_path|W2|bank110,Gemini,shortest_path,W2,bank_110_subtype,24,55,20,0.43636363636363634,0.3090909090909091,0.5636363636363636,0.2545454545454545,0.25333333333333335,0.7083333333333334,0.455,1.7875000000000003,0.31373238636001305,0.5673041592131869,0.25357177285317384,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|shortest_path|W3|bank110,Gemini,shortest_path,W3,bank_110_subtype,21,55,20,0.38181818181818183,0.2545454545454545,0.509090909090909,0.2545454545454545,0.2028985507246377,0.6458333333333334,0.4429347826086957,1.7401009316770188,0.26515766317415235,0.513910207176076,0.2487525440019237,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|shortest_path|W4|bank110,Gemini,shortest_path,W4,bank_110_subtype,37,55,20,0.6727272727272727,0.5454545454545454,0.8,0.25454545454545463,0.5084745762711864,0.8409090909090909,0.3324345146379045,1.3059927360774817,0.5410297617609947,0.7818710431117484,0.24084128135075367,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|shortest_path|W5|bank110,Gemini,shortest_path,W5,bank_110_subtype,1,50,15,0.02,0.0,0.06,0.06,0.0,0.047619047619047616,0.047619047619047616,0.7936507936507936,0.0035391680889764604,0.10495686471836953,0.10141769662939307,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|canonical|table7_chall,Gemini,SP,canonical,table7_chall,23,34,6,0.6764705882352942,0.5294117647058824,0.8235294117647058,0.2941176470588235,0.35294117647058826,0.9069767441860465,0.5540355677154583,1.8837209302325584,0.5084258404811939,0.8086854867354143,0.3002596462542204,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|canonical|table7_std,Gemini,SP,canonical,table7_std,13,21,15,0.6190476190476191,0.42857142857142855,0.8095238095238095,0.380952380952381,0.4090909090909091,0.8181818181818182,0.4090909090909091,1.0738636363636362,0.40878295815501514,0.7924923220201749,0.3837093638651598,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W1|table7_chall,Gemini,SP,W1,table7_chall,15,34,6,0.4411764705882353,0.2647058823529412,0.6176470588235294,0.35294117647058826,0.058823529411764705,0.7441860465116279,0.6853625170998632,1.941860465116279,0.28883240215296746,0.6054638221081631,0.3166314199551956,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W1|table7_std,Gemini,SP,W1,table7_std,16,21,15,0.7619047619047619,0.5714285714285714,0.9047619047619048,0.33333333333333337,0.5714285714285714,0.9166666666666666,0.34523809523809523,1.0357142857142856,0.5490841802765407,0.8937214361088772,0.3446372558323365,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W2|table7_chall,Gemini,SP,W2,table7_chall,8,34,6,0.23529411764705882,0.11764705882352941,0.38235294117647056,0.2647058823529411,0.03571428571428571,0.5,0.4642857142857143,1.7539682539682544,0.12436838109244347,0.39996462808264427,0.2755962469902008,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W2|table7_std,Gemini,SP,W2,table7_std,16,21,15,0.7619047619047619,0.5714285714285714,0.9047619047619048,0.33333333333333337,0.5454545454545454,0.9523809523809523,0.4069264069264069,1.2207792207792205,0.5490841802765407,0.8937214361088772,0.3446372558323365,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W3|table7_chall,Gemini,SP,W3,table7_chall,11,34,6,0.3235294117647059,0.17647058823529413,0.47058823529411764,0.2941176470588235,0.11764705882352941,0.7,0.5823529411764705,1.98,0.19131451326458573,0.4915741595188061,0.3002596462542204,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W3|table7_std,Gemini,SP,W3,table7_std,10,21,15,0.47619047619047616,0.2857142857142857,0.6666666666666666,0.38095238095238093,0.21739130434782608,0.7142857142857143,0.49689440993788825,1.3043478260869568,0.28343712296762946,0.6763078209973324,0.392870698029703,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W4|table7_chall,Gemini,SP,W4,table7_chall,19,34,6,0.5588235294117647,0.38235294117647056,0.7352941176470589,0.3529411764705883,0.29411764705882354,0.7391304347826086,0.4450127877237851,1.260869565217391,0.3945361778918369,0.7111675978470325,0.3166314199551956,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W4|table7_std,Gemini,SP,W4,table7_std,18,21,15,0.8571428571428571,0.7142857142857143,1.0,0.2857142857142857,0.6666666666666666,1.0,0.33333333333333337,1.166666666666667,0.6536350585077049,0.950190782017865,0.29655572351016013,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W5|table7_chall,Gemini,SP,W5,table7_chall,1,31,3,0.03225806451612903,0.0,0.0967741935483871,0.0967741935483871,0.0,0.09090909090909091,0.09090909090909091,0.9393939393939394,0.00571707408694444,0.16194457176169622,0.15622749767475178,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W5|table7_std,Gemini,SP,W5,table7_std,0,19,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.16818436536845055,0.16818436536845055,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|wis|canonical|bank110,Gemini,wis,canonical,bank_110_subtype,6,30,17,0.2,0.06666666666666667,0.36666666666666664,0.3,0.0,0.3111111111111111,0.3111111111111111,1.0370370370370372,0.09504978102401235,0.37306047381027446,0.2780106927862621,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|wis|W1|bank110,Gemini,wis,W1,bank_110_subtype,3,30,17,0.1,0.0,0.23333333333333334,0.23333333333333334,0.0,0.18,0.18,0.7714285714285714,0.03459925995971616,0.25621441315266624,0.22161515319295008,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|wis|W2|bank110,Gemini,wis,W2,bank_110_subtype,3,30,17,0.1,0.0,0.23333333333333334,0.23333333333333334,0.0,0.29411764705882354,0.29411764705882354,1.2605042016806722,0.03459925995971616,0.25621441315266624,0.22161515319295008,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|wis|W3|bank110,Gemini,wis,W3,bank_110_subtype,0,30,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.113517091390478,0.113517091390478,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|wis|W4|bank110,Gemini,wis,W4,bank_110_subtype,0,30,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.113517091390478,0.113517091390478,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|canonical|table7_chall,Gemini,WIS,canonical,table7_chall,6,17,4,0.35294117647058826,0.11764705882352941,0.5882352941176471,0.47058823529411764,0.0,0.6,0.6,1.275,0.17309486143904904,0.5870003327878818,0.4139054713488327,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|canonical|table7_std,Gemini,WIS,canonical,table7_std,0,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.22810184305529166,0.22810184305529166,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W1|table7_chall,Gemini,WIS,W1,table7_chall,3,17,4,0.17647058823529413,0.0,0.35294117647058826,0.35294117647058826,0.0,0.24324324324324326,0.24324324324324326,0.6891891891891891,0.0619101371254899,0.41029929017375777,0.3483891530482679,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W1|table7_std,Gemini,WIS,W1,table7_std,0,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.22810184305529166,0.22810184305529166,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W2|table7_chall,Gemini,WIS,W2,table7_chall,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W2|table7_std,Gemini,WIS,W2,table7_std,3,13,13,0.23076923076923078,0.0,0.46153846153846156,0.46153846153846156,0.0,0.46153846153846156,0.46153846153846156,1.0,0.08179379092465713,0.5025687399512693,0.42077494902661217,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W3|table7_chall,Gemini,WIS,W3,table7_chall,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W3|table7_std,Gemini,WIS,W3,table7_std,0,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.22810184305529166,0.22810184305529166,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W4|table7_chall,Gemini,WIS,W4,table7_chall,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W4|table7_std,Gemini,WIS,W4,table7_std,0,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.22810184305529166,0.22810184305529166,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|canonical|frozen61,Gemini,ALL,canonical,frozen_61,34,61,14,0.5573770491803278,0.4262295081967213,0.6885245901639344,0.26229508196721313,0.3333333333333333,0.746268656716418,0.41293532338308464,1.5743159203980102,0.4330314670045551,0.6749239196607956,0.2418924526562405,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|W1|frozen61,Gemini,ALL,W1,frozen_61,25,61,14,0.4098360655737705,0.29508196721311475,0.5409836065573771,0.24590163934426235,0.13333333333333333,0.6612903225806451,0.5279569892473118,2.147025089605734,0.2953514834927377,0.5350043374617113,0.23965285396897357,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|W2|frozen61,Gemini,ALL,W2,frozen_61,14,61,14,0.22950819672131148,0.13114754098360656,0.3442622950819672,0.21311475409836064,0.04081632653061224,0.4696969696969697,0.4288806431663575,2.01243994101137,0.141931023788832,0.34913643907451497,0.20720541528568298,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|W3|frozen61,Gemini,ALL,W3,frozen_61,18,61,14,0.29508196721311475,0.18032786885245902,0.4098360655737705,0.22950819672131148,0.05263157894736842,0.5882352941176471,0.5356037151702786,2.333701901813357,0.19554865403985322,0.4188963935838945,0.2233477395440413,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|W4|frozen61,Gemini,ALL,W4,frozen_61,26,61,14,0.4262295081967213,0.3114754098360656,0.5413934426229449,0.22991803278687928,0.14814814814814814,0.675,0.5268518518518519,2.2914768601043707,0.3101502855796743,0.5510499315648748,0.24089964598520053,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|ALL|W5|frozen61,Gemini,ALL,W5,frozen_61,1,31,3,0.03225806451612903,0.0,0.0967741935483871,0.0967741935483871,0.0,0.09090909090909091,0.09090909090909091,0.9393939393939394,0.00571707408694444,0.16194457176169622,0.15622749767475178,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|canonical|frozen61,Gemini,SP,canonical,frozen_61_subtype,23,34,6,0.6764705882352942,0.5294117647058824,0.8235294117647058,0.2941176470588235,0.35294117647058826,0.9069767441860465,0.5540355677154583,1.8837209302325584,0.5084258404811939,0.8086854867354143,0.3002596462542204,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W1|frozen61,Gemini,SP,W1,frozen_61_subtype,15,34,6,0.4411764705882353,0.2647058823529412,0.6176470588235294,0.35294117647058826,0.058823529411764705,0.7441860465116279,0.6853625170998632,1.941860465116279,0.28883240215296746,0.6054638221081631,0.3166314199551956,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W2|frozen61,Gemini,SP,W2,frozen_61_subtype,8,34,6,0.23529411764705882,0.11764705882352941,0.38235294117647056,0.2647058823529411,0.03571428571428571,0.5,0.4642857142857143,1.7539682539682544,0.12436838109244347,0.39996462808264427,0.2755962469902008,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W3|frozen61,Gemini,SP,W3,frozen_61_subtype,11,34,6,0.3235294117647059,0.17647058823529413,0.47058823529411764,0.2941176470588235,0.11764705882352941,0.7,0.5823529411764705,1.98,0.19131451326458573,0.4915741595188061,0.3002596462542204,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W4|frozen61,Gemini,SP,W4,frozen_61_subtype,19,34,6,0.5588235294117647,0.38235294117647056,0.7352941176470589,0.3529411764705883,0.29411764705882354,0.7391304347826086,0.4450127877237851,1.260869565217391,0.3945361778918369,0.7111675978470325,0.3166314199551956,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|SP|W5|frozen61,Gemini,SP,W5,frozen_61_subtype,1,31,3,0.03225806451612903,0.0,0.0967741935483871,0.0967741935483871,0.0,0.09090909090909091,0.09090909090909091,0.9393939393939394,0.00571707408694444,0.16194457176169622,0.15622749767475178,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|canonical|frozen61,Gemini,CC,canonical,frozen_61_subtype,5,10,4,0.5,0.2,0.8,0.6000000000000001,0.0,0.6818181818181818,0.6818181818181818,1.136363636363636,0.23658959361548731,0.7634104063845126,0.5268208127690253,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W1|frozen61,Gemini,CC,W1,frozen_61_subtype,7,10,4,0.7,0.4,1.0,0.6,0.0,0.9545454545454546,0.9545454545454546,1.590909090909091,0.39677321997956516,0.892210712513788,0.49543749253422287,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W2|frozen61,Gemini,CC,W2,frozen_61_subtype,6,10,4,0.6,0.3,0.9,0.6000000000000001,0.0,0.8181818181818182,0.8181818181818182,1.3636363636363635,0.3126695474501863,0.8318224187964902,0.5191528713463038,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W3|frozen61,Gemini,CC,W3,frozen_61_subtype,7,10,4,0.7,0.4,1.0,0.6,0.0,0.9545454545454546,0.9545454545454546,1.590909090909091,0.39677321997956516,0.892210712513788,0.49543749253422287,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|CC|W4|frozen61,Gemini,CC,W4,frozen_61_subtype,7,10,4,0.7,0.4,1.0,0.6,0.0,0.9545454545454546,0.9545454545454546,1.590909090909091,0.39677321997956516,0.892210712513788,0.49543749253422287,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|canonical|frozen61,Gemini,WIS,canonical,frozen_61_subtype,6,17,4,0.35294117647058826,0.11764705882352941,0.5882352941176471,0.47058823529411764,0.0,0.6,0.6,1.275,0.17309486143904904,0.5870003327878818,0.4139054713488327,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W1|frozen61,Gemini,WIS,W1,frozen_61_subtype,3,17,4,0.17647058823529413,0.0,0.35294117647058826,0.35294117647058826,0.0,0.24324324324324326,0.24324324324324326,0.6891891891891891,0.0619101371254899,0.41029929017375777,0.3483891530482679,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W2|frozen61,Gemini,WIS,W2,frozen_61_subtype,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W3|frozen61,Gemini,WIS,W3,frozen_61_subtype,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Gemini|WIS|W4|frozen61,Gemini,WIS,W4,frozen_61_subtype,0,17,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.18432366037156456,0.18432366037156456,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|ALL|canonical|bank110,Llama,ALL,canonical,bank_110,6,110,51,0.05454545454545454,0.01818181818181818,0.1,0.08181818181818182,0.013603143960286838,0.1,0.08639685603971317,1.0559615738187165,0.025235483062071407,0.11391927231733298,0.08868378925526157,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|ALL|W1|bank110,Llama,ALL,W1,bank_110,9,110,51,0.08181818181818182,0.03636363636363636,0.13636363636363635,0.09999999999999999,0.014705882352941176,0.1603100556026764,0.1456041732497352,1.4560417324973522,0.043640151354317286,0.14821941492022558,0.1045792635659083,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|ALL|W2|bank110,Llama,ALL,W2,bank_110,6,110,51,0.05454545454545454,0.01818181818181818,0.1,0.08181818181818182,0.00884761682968485,0.11627906976744186,0.10743145293775701,1.3130510914614746,0.025235483062071407,0.11391927231733298,0.08868378925526157,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|ALL|W3|bank110,Llama,ALL,W3,bank_110,2,110,51,0.01818181818181818,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0449438202247191,0.0449438202247191,0.9887640449438202,0.005000250085743788,0.06388142410014258,0.058881174014398796,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|ALL|W4|bank110,Llama,ALL,W4,bank_110,8,110,51,0.07272727272727272,0.02727272727272727,0.12727272727272726,0.09999999999999999,0.016945591796040483,0.12612612612612611,0.10918053433008564,1.0918053433008565,0.03730997379864304,0.13698132217752032,0.09967134837887728,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|ALL|W5|bank110,Llama,ALL,W5,bank_110,0,50,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.07135003417431873,0.07135003417431873,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|coin_change|canonical|bank110,Llama,coin_change,canonical,bank_110_subtype,2,25,14,0.08,0.0,0.2,0.2,0.0,0.16216216216216217,0.16216216216216217,0.8108108108108109,0.022219933691091917,0.24966512122957818,0.22744518753848625,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|coin_change|W1|bank110,Llama,coin_change,W1,bank_110_subtype,2,25,14,0.08,0.0,0.2,0.2,0.0,0.18181818181818182,0.18181818181818182,0.9090909090909091,0.022219933691091917,0.24966512122957818,0.22744518753848625,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|coin_change|W2|bank110,Llama,coin_change,W2,bank_110_subtype,5,25,14,0.2,0.04,0.36,0.32,0.0,0.3235294117647059,0.3235294117647059,1.0110294117647058,0.08860454100652485,0.3913133553653825,0.30270881435885766,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|coin_change|W3|bank110,Llama,coin_change,W3,bank_110_subtype,0,25,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.13319649395317873,0.13319649395317873,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|coin_change|W4|bank110,Llama,coin_change,W4,bank_110_subtype,2,25,14,0.08,0.0,0.2,0.2,0.0,0.16216216216216217,0.16216216216216217,0.8108108108108109,0.022219933691091917,0.24966512122957818,0.22744518753848625,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|CC|canonical|table7_chall,Llama,CC,canonical,table7_chall,2,10,4,0.2,0.0,0.5,0.5,0.0,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.056680947980693314,0.5098431532792765,0.4531622052985832,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|CC|canonical|table7_std,Llama,CC,canonical,table7_std,0,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.20388926630434784,0.20388926630434784,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|CC|W1|table7_chall,Llama,CC,W1,table7_chall,1,10,4,0.1,0.0,0.3,0.3,0.0,0.13636363636363635,0.13636363636363635,0.45454545454545453,0.01787574951572113,0.4041563854975721,0.386280635981851,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|CC|W1|table7_std,Llama,CC,W1,table7_std,1,15,12,0.06666666666666667,0.0,0.2,0.2,0.0,0.23076923076923078,0.23076923076923078,1.1538461538461537,0.011866588606194828,0.29817077552423993,0.2863041869180451,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|CC|W2|table7_chall,Llama,CC,W2,table7_chall,4,10,4,0.4,0.1,0.7,0.6,0.0,0.75,0.75,1.25,0.16817758120350962,0.6873304525498136,0.5191528713463041,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|CC|W2|table7_std,Llama,CC,W2,table7_std,1,15,12,0.06666666666666667,0.0,0.2,0.2,0.0,0.1875,0.1875,0.9375,0.011866588606194828,0.29817077552423993,0.2863041869180451,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|CC|W3|table7_chall,Llama,CC,W3,table7_chall,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2775401687666166,0.2775401687666166,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|CC|W3|table7_std,Llama,CC,W3,table7_std,0,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.20388926630434784,0.20388926630434784,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|CC|W4|table7_chall,Llama,CC,W4,table7_chall,2,10,4,0.2,0.0,0.5,0.5,0.0,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.056680947980693314,0.5098431532792765,0.4531622052985832,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|CC|W4|table7_std,Llama,CC,W4,table7_std,0,15,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.20388926630434784,0.20388926630434784,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|shortest_path|canonical|bank110,Llama,shortest_path,canonical,bank_110_subtype,3,55,20,0.05454545454545454,0.0,0.12727272727272726,0.12727272727272726,0.0,0.13953488372093023,0.13953488372093023,1.0963455149501662,0.01872287596750008,0.14853294304489928,0.1298100670773992,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|shortest_path|W1|bank110,Llama,shortest_path,W1,bank_110_subtype,7,55,20,0.12727272727272726,0.05454545454545454,0.21818181818181817,0.16363636363636364,0.0,0.247427589592538,0.247427589592538,1.5120574919543988,0.06304130417480197,0.24017274846822606,0.1771314442934241,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|shortest_path|W2|bank110,Llama,shortest_path,W2,bank_110_subtype,1,55,20,0.01818181818181818,0.0,0.05454545454545454,0.05454545454545454,0.0,0.046153846153846156,0.046153846153846156,0.8461538461538463,0.003216697592252786,0.09606000460483224,0.09284330701257945,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|shortest_path|W3|bank110,Llama,shortest_path,W3,bank_110_subtype,0,55,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.06528714378942788,0.06528714378942788,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|shortest_path|W4|bank110,Llama,shortest_path,W4,bank_110_subtype,6,55,20,0.10909090909090909,0.03636363636363636,0.2,0.16363636363636364,0.023809523809523808,0.18869199388067295,0.16488247007114915,1.0076150948792448,0.050966556283051315,0.21825793795231957,0.16729138166926827,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|shortest_path|W5|bank110,Llama,shortest_path,W5,bank_110_subtype,0,50,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.07135003417431873,0.07135003417431873,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|SP|canonical|table7_chall,Llama,SP,canonical,table7_chall,2,34,6,0.058823529411764705,0.0,0.14705882352941177,0.14705882352941177,0.0,0.23076923076923078,0.23076923076923078,1.5692307692307692,0.016282313063842452,0.1909393688946371,0.17465705583079466,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|SP|canonical|table7_std,Llama,SP,canonical,table7_std,1,21,15,0.047619047619047616,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,1.0,0.008455769471923294,0.22669816586235464,0.21824239639043136,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
Llama|SP|W1|table7_chall,Llama,SP,W1,table7_chall,5,34,6,0.14705882352941177,0.029411764705882353,0.2647058823529412,0.23529411764705882,0.0,0.3076923076923077,0.3076923076923077,1.3076923076923077,0.06449346382626418,0.3012838817405195,0.2367904179142553,iid=10k problem bootstrap (metric scripts); cluster=10k family resample; wilson=paper name
