family,model,variant,problem_id,error_class,canonical_gold,variant_gold,response_normalized,clone_family,rescored_correct,chance_i
BW,GPT-4o,W3,BW_331,OTHER_ERROR,"pick-up j
 stack j l
 pick-up h
 stack h j","select Jake
place Jake under Lisa
select Henry
place Henry under Jake",select henry | select jake | release henry | select jake | select lisa | release jake,SINGLETON_BW_331,False,0.0
BW,GPT-4o,W3,BW_310,OTHER_ERROR,"pick-up b
 stack b d
 pick-up f
 stack f b
 pick-up a
 stack a f
 pick-up j
 stack j a
 pick-up g
 stack g j","select Bob
place Bob under Diana
select Frank
place Frank under Bob
select Alice
place Alice under Frank
select Jake
place Jake under Alice
select Grace
place Grace under Jake",select grace | select jake | select alice | select frank | select bob,SINGLETON_BW_310,False,0.0
BW,GPT-4o,W3,BW_282,OTHER_ERROR,"pick-up i
 stack i b
 pick-up c
 stack c i
 pick-up h
 stack h c
 pick-up g
 stack g h","select Ivan
place Ivan under Bob
select Carol
place Carol under Ivan
select Henry
place Henry under Carol
select Grace
place Grace under Henry",select grace | select henry | select carol | select ivan,SINGLETON_BW_282,False,0.0
BW,GPT-4o,W3,BW_203,OTHER_ERROR,"pick-up j
 stack j h
 pick-up f
 stack f j
 pick-up k
 stack k f","select Jake
place Jake under Henry
select Frank
place Frank under Jake
select Kevin
place Kevin under Frank",select kevin | select frank | select jake,SINGLETON_BW_203,False,0.0
BW,GPT-4o,W3,BW_022,OTHER_ERROR,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c","select Kevin
place Kevin under Frank
select Bob
place Bob under Kevin
select Carol
place Carol under Bob
select Grace
place Grace under Carol",select grace | select carol | select bob | select kevin,SINGLETON_BW_022,False,0.0
BW,GPT-4o,W3,BW_014,OTHER_ERROR,"pick-up e
 stack e g
 pick-up l
 stack l e","select Eve
place Eve under Grace
select Lisa
place Lisa under Eve",select eve | select lisa | release lisa | select grace,SINGLETON_BW_014,False,0.0
BW,GPT-4o,W3,BW_002,OTHER_ERROR,"pick-up h
stack h i
pick-up k
stack k h
pick-up b
stack b k
pick-up a
stack a b
pick-up g
stack g a
pick-up j
stack j g","select Henry
place Henry under Ivan
select Kevin
place Kevin under Henry
select Bob
place Bob under Kevin
select Alice
place Alice under Bob
select Grace
place Grace under Alice
select Jake
place Jake under Grace",select jake | release jake | select grace | release grace | select alice | release alice | select bob | release bob | select kevin | release kevin | select henry | release henry,SINGLETON_BW_002,False,0.0
BW,Llama,W3,BW_495,OTHER_ERROR,"pick-up e
 stack e h
 pick-up i
 stack i e
 pick-up l
 stack l i
 pick-up c
 stack c l","select Eve
place Eve under Henry
select Ivan
place Ivan under Eve
select Lisa
place Lisa under Ivan
select Carol
place Carol under Lisa",select carol | select lisa | select ivan | select eve,SINGLETON_BW_495,False,0.0
BW,Llama,W3,BW_408,OTHER_ERROR,"pick-up j
 stack j b
 pick-up g
 stack g j
 pick-up c
 stack c g
 pick-up d
 stack d c
 pick-up h
 stack h d
 pick-up l
 stack l h
 pick-up a
 stack a l","select Jake
place Jake under Bob
select Grace
place Grace under Jake
select Carol
place Carol under Grace
select Diana
place Diana under Carol
select Henry
place Henry under Diana
select Lisa
place Lisa under Henry
select Alice
place Alice under Lisa",select alice | select lisa | select henry | select diana | select carol | select grace | select jake,SINGLETON_BW_408,False,0.0
BW,Llama,W3,BW_350,OTHER_ERROR,"pick-up l
 stack l d
 pick-up b
 stack b l
 pick-up g
 stack g b
 pick-up a
 stack a g
 pick-up k
 stack k a
 pick-up j
 stack j k
 pick-up i
 stack i j
 pick-up e
 stack e i
 pick-up f
 stack f e","select Lisa
place Lisa under Diana
select Bob
place Bob under Lisa
select Grace
place Grace under Bob
select Alice
place Alice under Grace
select Kevin
place Kevin under Alice
select Jake
place Jake under Kevin
select Ivan
place Ivan under Jake
select Eve
place Eve under Ivan
select Frank
place Frank under Eve",select frank | select eve | select ivan | select jake | select kevin | select alice | select grace | select bob | select lisa,SINGLETON_BW_350,False,0.0
BW,Llama,W3,BW_331,OTHER_ERROR,"pick-up j
 stack j l
 pick-up h
 stack h j","select Jake
place Jake under Lisa
select Henry
place Henry under Jake",select henry | select jake,SINGLETON_BW_331,False,0.0
BW,Llama,W3,BW_310,OTHER_ERROR,"pick-up b
 stack b d
 pick-up f
 stack f b
 pick-up a
 stack a f
 pick-up j
 stack j a
 pick-up g
 stack g j","select Bob
place Bob under Diana
select Frank
place Frank under Bob
select Alice
place Alice under Frank
select Jake
place Jake under Alice
select Grace
place Grace under Jake",select grace | select jake | select alice | select frank | select bob,SINGLETON_BW_310,False,0.0
BW,Llama,W3,BW_282,OTHER_ERROR,"pick-up i
 stack i b
 pick-up c
 stack c i
 pick-up h
 stack h c
 pick-up g
 stack g h","select Ivan
place Ivan under Bob
select Carol
place Carol under Ivan
select Henry
place Henry under Carol
select Grace
place Grace under Henry",select grace | select henry | select carol | select ivan,SINGLETON_BW_282,False,0.0
BW,Llama,W3,BW_203,OTHER_ERROR,"pick-up j
 stack j h
 pick-up f
 stack f j
 pick-up k
 stack k f","select Jake
place Jake under Henry
select Frank
place Frank under Jake
select Kevin
place Kevin under Frank",select kevin | select frank | select jake | select henry,SINGLETON_BW_203,False,0.0
BW,Llama,W3,BW_022,OTHER_ERROR,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c","select Kevin
place Kevin under Frank
select Bob
place Bob under Kevin
select Carol
place Carol under Bob
select Grace
place Grace under Carol",select grace | select carol | select bob | select kevin | select frank,SINGLETON_BW_022,False,0.0
BW,Llama,W3,BW_014,OTHER_ERROR,"pick-up e
 stack e g
 pick-up l
 stack l e","select Eve
place Eve under Grace
select Lisa
place Lisa under Eve",select lisa | select eve,SINGLETON_BW_014,False,0.0
BW,Llama,W3,BW_002,OTHER_ERROR,"pick-up h
stack h i
pick-up k
stack k h
pick-up b
stack b k
pick-up a
stack a b
pick-up g
stack g a
pick-up j
stack j g","select Henry
place Henry under Ivan
select Kevin
place Kevin under Henry
select Bob
place Bob under Kevin
select Alice
place Alice under Bob
select Grace
place Grace under Alice
select Jake
place Jake under Grace",select jake | select grace | select alice | select bob | select kevin | select henry | select ivan,SINGLETON_BW_002,False,0.0
BW,Llama,W3,BW_496,OTHER_ERROR,"pick-up f
stack f i
pick-up c
stack c f
pick-up d
stack d c
pick-up k
stack k d
pick-up g
stack g k
pick-up e
stack e g
pick-up a
stack a e
pick-up l
stack l a
pick-up h
stack h l
pick-up j
stack j h","recruit Frank
promote_over Frank Isabel
recruit Carol
promote_over Carol Frank
recruit David
promote_over David Carol
recruit Kevin
promote_over Kevin David
recruit Grace
promote_over Grace Kevin
recruit Emma
promote_over Emma Grace
recruit Alice
promote_over Alice Emma
recruit Laura
promote_over Laura Alice
recruit Henry
promote_over Henry Laura
recruit James
promote_over James Henry",pick-up j | stack j h | stack h l | stack l a | stack a e | stack e g | stack g k | stack k d | stack d c | stack c f | stack f i | pick-up l | unstack l a | unstack e a | unstack g a | unstack k a | unstack d a | unstack c a | unstack f a,SINGLETON_BW_496,False,0.0
BW,Llama,W3,BW_497,PARTIAL_INTRUSION,"pick-up e
stack e c
pick-up l
stack l e","retrieve Encyclopedia
place_on Encyclopedia Cookbook
retrieve Literature
place_on Literature Encyclopedia",pick-up l | stack l e | pick-up c | stack e c,SINGLETON_BW_497,False,0.0
BW,Llama,W3,BW_498,OTHER_ERROR,"pick-up a
stack a g
pick-up l
stack l a
pick-up d
stack d l
pick-up f
stack f d
pick-up b
stack b f
pick-up c
stack c b
pick-up e
stack e c
pick-up j
stack j e
pick-up k
stack k j","hire Alice
promote_above Alice Grace
hire Liam
promote_above Liam Alice
hire David
promote_above David Liam
hire Frank
promote_above Frank David
hire Bob
promote_above Bob Frank
hire Carol
promote_above Carol Bob
hire Emma
promote_above Emma Carol
hire Jack
promote_above Jack Emma
hire Kate
promote_above Kate Jack",pick-up b | put-down b | stack b f | pick-up f | put-down f | stack f d | pick-up d | put-down d | stack d l | pick-up l | put-down l | stack l a | stack a g | pick-up e | put-down e | unstack e c | unstack e j | unstack e k,SINGLETON_BW_498,False,0.0
BW,Llama,W3,BW_499,PARTIAL_INTRUSION,"pick-up e
stack e l
pick-up c
stack c e
pick-up a
stack a c
pick-up j
stack j a","recruit Emma
promote Emma Laura
recruit Carol
promote Carol Emma
recruit Alice
promote Alice Carol
recruit John
promote John Alice",pick-up j | stack j a | pick-up a | stack a c | pick-up c | stack c e | pick-up e | stack e l | pick-up l,SINGLETON_BW_499,False,0.0
BW,Llama,W3,BW_500,OTHER_ERROR,"pick-up b
stack b l
pick-up c
stack c b
pick-up g
stack g c
pick-up a
stack a g
pick-up d
stack d a
pick-up k
stack k d
pick-up e
stack e k","recruit Bob
promote Bob Laura
recruit Carol
promote Carol Bob
recruit George
promote George Carol
recruit Alice
promote Alice George
recruit David
promote David Alice
recruit Kevin
promote Kevin David
recruit Emily
promote Emily Kevin",pick-up a | stack a g | put-down g | pick-up a | stack a c | put-down c | pick-up a | stack a b | put-down b | pick-up a | stack a l | put-down l | pick-up a | stack a d | put-down d | pick-up a | stack a k | put-down k | pick-up e | stack e k | put-down k | pick-up k | stack k d | put-down d,SINGLETON_BW_500,False,0.0
BW,Llama,W3,BW_501,PARTIAL_INTRUSION,"pick-up j
stack j d
pick-up g
stack g j
pick-up e
stack e g
pick-up a
stack a e
pick-up k
stack k a
pick-up i
stack i k
pick-up c
stack c i","recruit James
promote James David
recruit George
promote George James
recruit Emma
promote Emma George
recruit Alice
promote Alice Emma
recruit Kevin
promote Kevin Alice
recruit Isabella
promote Isabella Kevin
recruit Carol
promote Carol Isabella",pick-up a | stack a e | pick-up c | stack c i | pick-up k | stack k a | pick-up e | stack e g | pick-up g | stack g j | pick-up j | stack j d | pick-up d,SINGLETON_BW_501,False,0.0
BW,Llama,W3,BW_502,PARTIAL_INTRUSION,"pick-up i
stack i e
pick-up h
stack h i
pick-up d
stack d h","recruit Isabella
promote Isabella Edward
recruit Henry
promote Henry Isabella
recruit Diana
promote Diana Henry",pick-up d | stack d i | pick-up h | stack h i | stack i e,SINGLETON_BW_502,False,0.0
BW,Llama,W3,BW_503,OTHER_ERROR,"pick-up i
stack i l
pick-up e
stack e i
pick-up b
stack b e
pick-up j
stack j b
pick-up k
stack k j
pick-up h
stack h k
pick-up d
stack d h
pick-up c
stack c d
pick-up a
stack a c
pick-up g
stack g a
pick-up f
stack f g","recruit Irene
promote_over Irene Larry
recruit Emma
promote_over Emma Irene
recruit Bob
promote_over Bob Emma
recruit James
promote_over James Bob
recruit Karen
promote_over Karen James
recruit Henry
promote_over Henry Karen
recruit David
promote_over David Henry
recruit Carol
promote_over Carol David
recruit Alice
promote_over Alice Carol
recruit Grace
promote_over Grace Alice
recruit Frank
promote_over Frank Grace",stack g f | pick-up a | stack a g | stack a c | stack c d | stack d h | stack h k | stack k j | stack j b | stack b e | stack e i | stack i l,SINGLETON_BW_503,False,0.0
BW,Llama,W3,BW_504,PARTIAL_INTRUSION,"pick-up l
stack l b
pick-up e
stack e l
pick-up k
stack k e
pick-up f
stack f k
pick-up h
stack h f
pick-up a
stack a h","mobilize Lima
position Lima Bravo
mobilize Echo
position Echo Lima
mobilize Kilo
position Kilo Echo
mobilize Foxtrot
position Foxtrot Kilo
mobilize Hotel
position Hotel Foxtrot
mobilize Alpha
position Alpha Hotel",pick-up a | stack a h | pick-up h | stack h f | pick-up f | stack f k | pick-up k | stack k e | pick-up e | stack e l | pick-up l | stack l b,SINGLETON_BW_504,False,0.0
BW,Llama,W3,BW_505,PARTIAL_INTRUSION,"pick-up b
stack b h
pick-up g
stack g b
pick-up d
stack d g
pick-up c
stack c d","recruit Bob
promote Bob Henry
recruit Grace
promote Grace Bob
recruit David
promote David Grace
recruit Carol
promote Carol David",pick-up c | pick-up d | stack c d | stack d g | stack g b | stack b h | unstack b h,SINGLETON_BW_505,False,0.0
BW,Llama,W3,BW_506,PARTIAL_INTRUSION,"pick-up b
stack b f
pick-up g
stack g b","recruit Bob
promote Bob Frank
recruit Grace
promote Grace Bob",pick-up b | pick-up g | stack g b | unstack b f,SINGLETON_BW_506,False,0.0
BW,Llama,W3,BW_508,OTHER_ERROR,"pick-up b
stack b f
pick-up g
stack g b
pick-up c
stack c g
pick-up e
stack e c","recruit Bob
promote Bob Frank
recruit Grace
promote Grace Bob
recruit Carol
promote Carol Grace
recruit Emma
promote Emma Carol",pick-up e | stack e b | pick-up c | stack c g | pick-up f | pick-up g | unstack f g | unstack e b | unstack c g | unstack e c | unstack c b | put-down b | unstack e f,SINGLETON_BW_508,False,0.0
BW,Llama,W3,BW_509,OTHER_ERROR,"pick-up j
stack j i
pick-up f
stack f j
pick-up d
stack d f
pick-up h
stack h d","recruit James
promote James Irene
recruit Frank
promote Frank James
recruit David
promote David Frank
recruit Helen
promote Helen David",pick-up h | stack h f | pick-up d | put-down d | stack d f | pick-up i | put-down i | stack i j | stack j f | unstack f i | put-down i | stack i j | unstack f j | put-down j | stack j d | stack d f,SINGLETON_BW_509,False,0.0
BW,Llama,W3,BW_510,PARTIAL_INTRUSION,"pick-up h
stack h i
pick-up l
stack l h
pick-up c
stack c l
pick-up a
stack a c
pick-up j
stack j a
pick-up k
stack k j","mobilize Hotel
position Hotel India
mobilize Lima
position Lima Hotel
mobilize Charlie
position Charlie Lima
mobilize Alpha
position Alpha Charlie
mobilize Juliet
position Juliet Alpha
mobilize Kilo
position Kilo Juliet",pick-up k | stack k j | pick-up j | stack j a | pick-up a | stack a c | pick-up c | stack c l | pick-up l | stack l h | pick-up h | stack h i,SINGLETON_BW_510,False,0.0
BW,Llama,W3,BW_511,PARTIAL_INTRUSION,"pick-up l
stack l f
pick-up k
stack k l
pick-up i
stack i k","recruit Laura
promote Laura Frank
recruit Kevin
promote Kevin Laura
recruit Irene
promote Irene Kevin",pick-up i | pick-up k | pick-up l | stack i k | pick-up f | stack k l | stack l f | put-down i,SINGLETON_BW_511,False,0.0
BW,Llama,W3,BW_512,PARTIAL_INTRUSION,"pick-up i
stack i f
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up c
stack c j","retrieve Index
place_on Index Fiction
retrieve History
place_on History Index
retrieve Encyclopedia
place_on Encyclopedia History
retrieve Journal
place_on Journal Encyclopedia
retrieve Cookbook
place_on Cookbook Journal",pick-up c | stack c j | pick-up j | stack j e | pick-up e | stack e h | pick-up h | stack h i | pick-up i | stack i f,SINGLETON_BW_512,False,0.0
BW,Llama,W3,BW_513,OTHER_ERROR,"pick-up d
stack d l
pick-up a
stack a d
pick-up i
stack i a
pick-up f
stack f i
pick-up e
stack e f
pick-up c
stack c e","recruit David
promote_over David Laura
recruit Alice
promote_over Alice David
recruit Isaac
promote_over Isaac Alice
recruit Frank
promote_over Frank Isaac
recruit Emma
promote_over Emma Frank
recruit Carol
promote_over Carol Emma",pick-up i | stack i a | pick-up f | stack f i | pick-up e | stack e f | pick-up c | stack c e | unstack c i | stack c i | unstack c e | unstack e f | stack c f | unstack c f | stack c e | unstack c e | unstack e f | stack c f | pick-up d | put-down d,SINGLETON_BW_513,False,0.0
BW,Llama,W3,BW_514,OTHER_ERROR,"pick-up e
stack e b
pick-up g
stack g e
pick-up a
stack a g
pick-up j
stack j a
pick-up c
stack c j","recruit Eve
promote-above Eve Bob
recruit Grace
promote-above Grace Eve
recruit Alice
promote-above Alice Grace
recruit John
promote-above John Alice
recruit Carol
promote-above Carol John",pick-up a | pick-up b | stack a b | pick-up e | put-down e | stack b e | put-down g | stack e g | put-down c | stack g c | stack c j | stack j a,SINGLETON_BW_514,False,0.0
BW,Llama,W3,BW_515,OTHER_ERROR,"pick-up d
stack d i
pick-up a
stack a d
pick-up k
stack k a
pick-up e
stack e k
pick-up g
stack g e","recruit David
promote David Isabella
recruit Alice
promote Alice David
recruit Kevin
promote Kevin Alice
recruit Emily
promote Emily Kevin
recruit George
promote George Emily",pick-up d | stack d a | stack a k | stack k e | stack e g | unstack g e | pick-up i,SINGLETON_BW_515,False,0.0
BW,Llama,W3,BW_E_001,PARTIAL_INTRUSION,"pick-up j
stack j b
pick-up f
stack f j
pick-up c
stack c f
pick-up i
stack i c
pick-up a
stack a i","recruit James
promote James Bob
recruit Frank
promote Frank James
recruit Carol
promote Carol Frank
recruit Isabel
promote Isabel Carol
recruit Alice
promote Alice Isabel",pick-up a | pick-up i | stack a i | put-down b | stack i c | pick-up f | stack c f | pick-up j | stack f j | stack j b | stack i a,SINGLETON_BW_E_001,False,0.0
BW,Llama,W3,BW_E_002,PARTIAL_INTRUSION,"pick-up g
stack g i
pick-up b
stack b g
pick-up h
stack h b","recruit Grace
promote_above Grace Iris
recruit Bob
promote_above Bob Grace
recruit Henry
promote_above Henry Bob",pick-up h | pick-up b | unstack b h | pick-up g | stack h b | stack b g | stack g i,SINGLETON_BW_E_002,False,0.0
BW,Llama,W3,BW_E_003,OTHER_ERROR,"pick-up d
stack d j
pick-up i
stack i d
pick-up c
stack c i
pick-up g
stack g c","recruit David
promote David Julia
recruit Ivan
promote Ivan David
recruit Carol
promote Carol Ivan
recruit Grace
promote Grace Carol",pick-up c | pick-up d | pick-up i | pick-up j | stack c g | stack c c | unstack i c | unstack d i | unstack j d | stack i i | stack i j | unstack j i,SINGLETON_BW_E_003,False,0.0
BW,Llama,W3,BW_E_004,OTHER_ERROR,"pick-up g
stack g l
pick-up d
stack d g
pick-up e
stack e d
pick-up i
stack i e
pick-up k
stack k i
pick-up h
stack h k
pick-up a
stack a h","hire George
promote_above George Laura
hire David
promote_above David George
hire Emma
promote_above Emma David
hire Isabella
promote_above Isabella Emma
hire Kevin
promote_above Kevin Isabella
hire Henry
promote_above Henry Kevin
hire Alice
promote_above Alice Henry",pick-up h | pick-up i | pick-up k | pick-up e | pick-up d | pick-up g | pick-up l | put-down h | put-down i | put-down k | put-down e | put-down d | put-down g | put-down l | stack a h | unstack h i | stack a i | unstack i k | stack a k | unstack k e | stack a e | unstack e d | stack a d | unstack d g | stack a g | unstack g l | stack a l,SINGLETON_BW_E_004,False,0.0
BW,Llama,W3,BW_E_005,PARTIAL_INTRUSION,"pick-up e
stack e f
pick-up d
stack d e
pick-up l
stack l d
pick-up c
stack c l","recruit Emily
promote Emily Frank
recruit David
promote David Emily
recruit Laura
promote Laura David
recruit Carol
promote Carol Laura",pick-up c | pick-up d | stack c l | pick-up e | stack l d | stack d e | stack e f | stack l d,SINGLETON_BW_E_005,False,0.0
BW,Llama,W3,MBW_496,OTHER_ERROR,"attack j
overcome j l
attack c
overcome c j
attack a
overcome a c
attack e
overcome e a
attack d
overcome d e
attack g
overcome g d
attack h
overcome h g
attack f
overcome f h
attack i
overcome i f","deploy Juliet
reinforce Juliet Lima
deploy Charlie
reinforce Charlie Juliet
deploy Alpha
reinforce Alpha Charlie
deploy Echo
reinforce Echo Alpha
deploy Delta
reinforce Delta Echo
deploy Golf
reinforce Golf Delta
deploy Hotel
reinforce Hotel Golf
deploy Foxtrot
reinforce Foxtrot Hotel
deploy India
reinforce India Foxtrot",feast h g | feast g d | feast d e | feast e a | attack h | overcome h g | feast c j | feast j l | attack d,SINGLETON_MBW_496,False,0.0
BW,Llama,W3,MBW_497,OTHER_ERROR,"attack e
overcome e j
attack h
overcome h e
attack i
overcome i h
attack l
overcome l i
attack d
overcome d l
attack c
overcome c d
attack f
overcome f c
attack a
overcome a f
attack k
overcome k a","terminate Emma
promote Emma James
terminate Henry
promote Henry Emma
terminate Isabel
promote Isabel Henry
terminate Laura
promote Laura Isabel
terminate David
promote David Laura
terminate Carol
promote Carol David
terminate Frank
promote Frank Carol
terminate Alice
promote Alice Frank
terminate Kevin
promote Kevin Alice",feast a k | overcome k a | feast a f | overcome f c | feast c d | overcome d l | feast l i | overcome i h | feast h e | overcome e j,SINGLETON_MBW_497,False,0.0
BW,Llama,W3,MBW_498,PARTIAL_INTRUSION,"attack j
overcome j f
attack i
overcome i j
attack b
overcome b i
attack k
overcome k b
attack c
overcome c k
attack h
overcome h c
attack a
overcome a h
attack g
overcome g a
attack d
overcome d g
attack e
overcome e d
attack l
overcome l e","deploy Juliet
reinforce Juliet Foxtrot
deploy India
reinforce India Juliet
deploy Bravo
reinforce Bravo India
deploy Kilo
reinforce Kilo Bravo
deploy Charlie
reinforce Charlie Kilo
deploy Hotel
reinforce Hotel Charlie
deploy Alpha
reinforce Alpha Hotel
deploy Golf
reinforce Golf Alpha
deploy Delta
reinforce Delta Golf
deploy Echo
reinforce Echo Delta
deploy Lima
reinforce Lima Echo",attack l | attack e | attack d | attack g | attack a | attack h | attack c | attack k | attack b | attack i | attack j | attack f | overcome d g | overcome g a | overcome a h | overcome h c | overcome c k | overcome k b | overcome b i | overcome i j | overcome j f,SINGLETON_MBW_498,False,0.0
BW,Llama,W3,MBW_499,OTHER_ERROR,"attack a
overcome a h
attack d
overcome d a
attack j
overcome j d
attack f
overcome f j
attack b
overcome b f
attack c
overcome c b
attack l
overcome l c","secure Alpha
liberate Alpha Hotel
secure Delta
liberate Delta Alpha
secure Juliet
liberate Juliet Delta
secure Foxtrot
liberate Foxtrot Juliet
secure Bravo
liberate Bravo Foxtrot
secure Charlie
liberate Charlie Bravo
secure Lima
liberate Lima Charlie",feast l c | overcome b f | overcome c a | overcome d j | overcome h b,SINGLETON_MBW_499,False,0.0
BW,Llama,W3,MBW_500,PARTIAL_INTRUSION,"attack d
overcome d g
attack i
overcome i d
attack f
overcome f i
attack c
overcome c f
attack h
overcome h c
attack k
overcome k h
attack b
overcome b k
attack e
overcome e b
attack a
overcome a e","deploy_forces Delta_Base
capture_territory Delta_Base Golf_Base
deploy_forces India_Base
capture_territory India_Base Delta_Base
deploy_forces Foxtrot_Base
capture_territory Foxtrot_Base India_Base
deploy_forces Charlie_Base
capture_territory Charlie_Base Foxtrot_Base
deploy_forces Hotel_Base
capture_territory Hotel_Base Charlie_Base
deploy_forces Kilo_Base
capture_territory Kilo_Base Hotel_Base
deploy_forces Bravo_Base
capture_territory Bravo_Base Kilo_Base
deploy_forces Echo_Base
capture_territory Echo_Base Bravo_Base
deploy_forces Alpha_Base
capture_territory Alpha_Base Echo_Base",attack e | overcome a e | feast e b | attack b | overcome b k | feast b a | attack k | overcome k h | feast k b | attack h | overcome h c | feast h k | attack c | overcome c f | feast c h | attack f | overcome f i | feast f c | attack i | overcome i d | feast i f | attack d | overcome d g | feast d i | attack g,SINGLETON_MBW_500,False,0.0
BW,Claude,W3,BW_001,OTHER_ERROR,"pick-up h
stack h l
pick-up b
stack b h
pick-up d
stack d b
pick-up g
stack g d
pick-up i
stack i g
pick-up f
stack f i
pick-up j
stack j f","select Hannah
place Hannah under Leo
select Ben
place Ben under Hannah
select Derek
place Derek under Ben
select Grace
place Grace under Derek
select Ian
place Ian under Grace
select Fiona
place Fiona under Ian
select James
place James under Fiona",select james | select fiona | release james | select james | select ian | select grace | select derek | select ben | select hannah | select leo,SINGLETON_BW_001,False,0.0
BW,Claude,W3,BW_002,OTHER_ERROR,"pick-up h
stack h i
pick-up k
stack k h
pick-up b
stack b k
pick-up a
stack a b
pick-up g
stack g a
pick-up j
stack j g","select Henry
place Henry under Ivan
select Kevin
place Kevin under Henry
select Bob
place Bob under Kevin
select Alice
place Alice under Bob
select Grace
place Grace under Alice
select Jake
place Jake under Grace",select jake | select grace | release jake | select jake | release grace | select grace | select alice | release grace | select grace | release alice | select alice | select bob | release alice | select alice | release bob | select bob | select kevin | release bob | select bob | release kevin | select kevin | select henry | release kevin | select kevin | release henry | select henry | select ivan | release henry | select henry,SINGLETON_BW_002,False,0.0
BW,Claude,W3,BW_010,OTHER_ERROR,"pick-up b
stack b f
pick-up a
stack a b
pick-up e
stack e a
pick-up d
stack d e","select Brian
place Brian under Felix
select Alice
place Alice under Brian
select Ethan
place Ethan under Alice
select Diana
place Diana under Ethan",select diana | select ethan | release diana | select diana | select alice | select brian | select felix,SINGLETON_BW_010,False,0.0
BW,Claude,W3,BW_011,OTHER_ERROR,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k","select Ivan
place Ivan under Ben
select Helen
place Helen under Ivan
select Edward
place Edward under Helen
select Jack
place Jack under Edward
select Laura
place Laura under Jack
select Amy
place Amy under Laura
select George
place George under Amy
select Kevin
place Kevin under George
select Carol
place Carol under Kevin",select carol | select kevin | select george | select amy | select laura | select jack | select edward | select helen | select ivan | select ben,SINGLETON_BW_011,False,0.0
BW,Claude,W3,BW_014,OTHER_ERROR,"pick-up e
 stack e g
 pick-up l
 stack l e","select Eve
place Eve under Grace
select Lisa
place Lisa under Eve",select lisa | select eve,SINGLETON_BW_014,False,0.0
BW,Claude,W3,BW_022,OTHER_ERROR,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c","select Kevin
place Kevin under Frank
select Bob
place Bob under Kevin
select Carol
place Carol under Bob
select Grace
place Grace under Carol",select grace | select carol | release grace | select grace | release carol | select carol | select bob | select kevin,SINGLETON_BW_022,False,0.0
BW,Claude,W3,BW_080,OTHER_ERROR,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c","select Jake
place Jake under Felix
select Ethan
place Ethan under Jake
select Ivan
place Ivan under Ethan
select Clara
place Clara under Ivan
select Laura
place Laura under Clara",select laura | select clara | release laura | select laura | select ivan | select ethan | select jake | select felix,SINGLETON_BW_080,False,0.0
BW,Claude,W3,BW_120,OTHER_ERROR,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j","select Grace
place Grace under Felix
select Jake
place Jake under Grace
select Clara
place Clara under Jake",select clara | select jake | release clara | select clara | select jake | select grace,SINGLETON_BW_120,False,0.0
BW,Claude,W3,BW_137,OTHER_ERROR,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a","select Gloria
place Gloria under Ivan
select Frank
place Frank under Gloria
select Clara
place Clara under Frank
select Harry
place Harry under Clara
select Lisa
place Lisa under Harry
select Ethan
place Ethan under Lisa
select Julia
place Julia under Ethan
select Brian
place Brian under Julia
select Aaron
place Aaron under Brian
select Dana
place Dana under Aaron",select dana | select aaron | release dana | select dana | select brian | select julia | select ethan | select lisa | select harry | select clara | select frank | select gloria | select ivan,SINGLETON_BW_137,False,0.0
BW,Claude,W3,BW_155,OTHER_ERROR,"pick-up j
stack j h
pick-up e
stack e j
pick-up f
stack f e
pick-up i
stack i f","select Jake
place Jake under Henry
select Eve
place Eve under Jake
select Frank
place Frank under Eve
select Ivan
place Ivan under Frank",select ivan | select frank | release ivan | select ivan | release frank | select frank | select eve | select jake,SINGLETON_BW_155,False,0.0
