instance_key,model,problem_id,n_configs,n_distinct_labels,modal_label,modal_count,modal_fraction,stable_gt_90pct,flips,frac_retrieval,frac_computation,frac_mixed,frac_ambiguous,label_histogram
meta-llama/llama-3.1-8b-instruct::SP_070,meta-llama/llama-3.1-8b-instruct,SP_070,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_071,meta-llama/llama-3.1-8b-instruct,SP_071,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::SP_072,meta-llama/llama-3.1-8b-instruct,SP_072,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::SP_073,meta-llama/llama-3.1-8b-instruct,SP_073,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::WIS_006,meta-llama/llama-3.1-8b-instruct,WIS_006,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::WIS_007,meta-llama/llama-3.1-8b-instruct,WIS_007,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::WIS_009,meta-llama/llama-3.1-8b-instruct,WIS_009,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::WIS_010,meta-llama/llama-3.1-8b-instruct,WIS_010,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::WIS_012,meta-llama/llama-3.1-8b-instruct,WIS_012,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
meta-llama/llama-3.1-8b-instruct::WIS_013,meta-llama/llama-3.1-8b-instruct,WIS_013,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::WIS_014,meta-llama/llama-3.1-8b-instruct,WIS_014,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::WIS_015,meta-llama/llama-3.1-8b-instruct,WIS_015,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::WIS_016,meta-llama/llama-3.1-8b-instruct,WIS_016,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::WIS_017,meta-llama/llama-3.1-8b-instruct,WIS_017,270,2,mixed,252,0.9333,True,True,0.0,0.0,0.9333,0.0667,mixed:252|ambiguous:18
meta-llama/llama-3.1-8b-instruct::WIS_018,meta-llama/llama-3.1-8b-instruct,WIS_018,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::WIS_019,meta-llama/llama-3.1-8b-instruct,WIS_019,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::WIS_020,meta-llama/llama-3.1-8b-instruct,WIS_020,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::WIS_021,meta-llama/llama-3.1-8b-instruct,WIS_021,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::WIS_022,meta-llama/llama-3.1-8b-instruct,WIS_022,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::WIS_023,meta-llama/llama-3.1-8b-instruct,WIS_023,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::WIS_024,meta-llama/llama-3.1-8b-instruct,WIS_024,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::WIS_025,meta-llama/llama-3.1-8b-instruct,WIS_025,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::WIS_026,meta-llama/llama-3.1-8b-instruct,WIS_026,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::WIS_027,meta-llama/llama-3.1-8b-instruct,WIS_027,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
meta-llama/llama-3.1-8b-instruct::WIS_028,meta-llama/llama-3.1-8b-instruct,WIS_028,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
meta-llama/llama-3.1-8b-instruct::WIS_029,meta-llama/llama-3.1-8b-instruct,WIS_029,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
meta-llama/llama-3.1-8b-instruct::WIS_030,meta-llama/llama-3.1-8b-instruct,WIS_030,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::WIS_031,meta-llama/llama-3.1-8b-instruct,WIS_031,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
meta-llama/llama-3.1-8b-instruct::WIS_032,meta-llama/llama-3.1-8b-instruct,WIS_032,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::CC_01,google/gemini-2.5-flash,CC_01,270,2,mixed,252,0.9333,True,True,0.0,0.0,0.9333,0.0667,mixed:252|ambiguous:18
google/gemini-2.5-flash::CC_02,google/gemini-2.5-flash,CC_02,270,2,mixed,142,0.5259,False,True,0.0,0.0,0.5259,0.4741,mixed:142|ambiguous:128
google/gemini-2.5-flash::CC_03,google/gemini-2.5-flash,CC_03,270,2,mixed,252,0.9333,True,True,0.0,0.0,0.9333,0.0667,mixed:252|ambiguous:18
google/gemini-2.5-flash::CC_04,google/gemini-2.5-flash,CC_04,270,2,mixed,142,0.5259,False,True,0.0,0.0,0.5259,0.4741,mixed:142|ambiguous:128
google/gemini-2.5-flash::CC_05,google/gemini-2.5-flash,CC_05,270,2,mixed,252,0.9333,True,True,0.0,0.0,0.9333,0.0667,mixed:252|ambiguous:18
google/gemini-2.5-flash::CC_06,google/gemini-2.5-flash,CC_06,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::CC_07,google/gemini-2.5-flash,CC_07,270,2,mixed,142,0.5259,False,True,0.0,0.0,0.5259,0.4741,mixed:142|ambiguous:128
google/gemini-2.5-flash::CC_08,google/gemini-2.5-flash,CC_08,270,2,mixed,252,0.9333,True,True,0.0,0.0,0.9333,0.0667,mixed:252|ambiguous:18
google/gemini-2.5-flash::CC_09,google/gemini-2.5-flash,CC_09,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::CC_10,google/gemini-2.5-flash,CC_10,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::SP_001,google/gemini-2.5-flash,SP_001,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::SP_002,google/gemini-2.5-flash,SP_002,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::SP_003,google/gemini-2.5-flash,SP_003,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_004,google/gemini-2.5-flash,SP_004,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::SP_005,google/gemini-2.5-flash,SP_005,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::WIS_001,google/gemini-2.5-flash,WIS_001,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::WIS_002,google/gemini-2.5-flash,WIS_002,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::WIS_003,google/gemini-2.5-flash,WIS_003,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::WIS_004,google/gemini-2.5-flash,WIS_004,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::WIS_005,google/gemini-2.5-flash,WIS_005,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::CC_031,google/gemini-2.5-flash,CC_031,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::CC_032,google/gemini-2.5-flash,CC_032,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::CC_033,google/gemini-2.5-flash,CC_033,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::CC_034,google/gemini-2.5-flash,CC_034,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::CC_035,google/gemini-2.5-flash,CC_035,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::CC_036,google/gemini-2.5-flash,CC_036,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::CC_037,google/gemini-2.5-flash,CC_037,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::CC_038,google/gemini-2.5-flash,CC_038,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::CC_039,google/gemini-2.5-flash,CC_039,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::CC_040,google/gemini-2.5-flash,CC_040,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::CC_041,google/gemini-2.5-flash,CC_041,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::CC_042,google/gemini-2.5-flash,CC_042,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::CC_043,google/gemini-2.5-flash,CC_043,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::CC_044,google/gemini-2.5-flash,CC_044,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::CC_045,google/gemini-2.5-flash,CC_045,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::SP_019,google/gemini-2.5-flash,SP_019,270,2,ambiguous,214,0.7926,False,True,0.2074,0.0,0.0,0.7926,ambiguous:214|retrieval:56
google/gemini-2.5-flash::SP_020,google/gemini-2.5-flash,SP_020,270,2,mixed,216,0.8,False,True,0.0,0.0,0.8,0.2,mixed:216|ambiguous:54
google/gemini-2.5-flash::SP_021,google/gemini-2.5-flash,SP_021,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_023,google/gemini-2.5-flash,SP_023,270,2,mixed,158,0.5852,False,True,0.0,0.0,0.5852,0.4148,mixed:158|ambiguous:112
google/gemini-2.5-flash::SP_024,google/gemini-2.5-flash,SP_024,270,2,mixed,252,0.9333,True,True,0.0,0.0,0.9333,0.0667,mixed:252|ambiguous:18
google/gemini-2.5-flash::SP_026,google/gemini-2.5-flash,SP_026,270,2,mixed,142,0.5259,False,True,0.0,0.0,0.5259,0.4741,mixed:142|ambiguous:128
google/gemini-2.5-flash::SP_027,google/gemini-2.5-flash,SP_027,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::SP_028,google/gemini-2.5-flash,SP_028,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::SP_029,google/gemini-2.5-flash,SP_029,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_030,google/gemini-2.5-flash,SP_030,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_031,google/gemini-2.5-flash,SP_031,270,2,ambiguous,198,0.7333,False,True,0.0,0.0,0.2667,0.7333,ambiguous:198|mixed:72
google/gemini-2.5-flash::SP_032,google/gemini-2.5-flash,SP_032,270,2,mixed,216,0.8,False,True,0.0,0.0,0.8,0.2,mixed:216|ambiguous:54
google/gemini-2.5-flash::SP_033,google/gemini-2.5-flash,SP_033,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::SP_034,google/gemini-2.5-flash,SP_034,270,2,ambiguous,198,0.7333,False,True,0.0,0.0,0.2667,0.7333,ambiguous:198|mixed:72
google/gemini-2.5-flash::SP_035,google/gemini-2.5-flash,SP_035,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::SP_036,google/gemini-2.5-flash,SP_036,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::SP_037,google/gemini-2.5-flash,SP_037,270,2,retrieval,144,0.5333,False,True,0.5333,0.0,0.0,0.4667,retrieval:144|ambiguous:126
google/gemini-2.5-flash::SP_038,google/gemini-2.5-flash,SP_038,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_039,google/gemini-2.5-flash,SP_039,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::SP_040,google/gemini-2.5-flash,SP_040,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::SP_042,google/gemini-2.5-flash,SP_042,270,2,mixed,142,0.5259,False,True,0.0,0.0,0.5259,0.4741,mixed:142|ambiguous:128
google/gemini-2.5-flash::SP_044,google/gemini-2.5-flash,SP_044,270,3,ambiguous,135,0.5,False,True,0.0,0.2074,0.2926,0.5,ambiguous:135|mixed:79|computation:56
google/gemini-2.5-flash::SP_045,google/gemini-2.5-flash,SP_045,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_046,google/gemini-2.5-flash,SP_046,270,2,mixed,252,0.9333,True,True,0.0,0.0,0.9333,0.0667,mixed:252|ambiguous:18
google/gemini-2.5-flash::SP_047,google/gemini-2.5-flash,SP_047,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_048,google/gemini-2.5-flash,SP_048,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_049,google/gemini-2.5-flash,SP_049,270,2,ambiguous,198,0.7333,False,True,0.0,0.0,0.2667,0.7333,ambiguous:198|mixed:72
google/gemini-2.5-flash::SP_050,google/gemini-2.5-flash,SP_050,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::SP_051,google/gemini-2.5-flash,SP_051,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::SP_052,google/gemini-2.5-flash,SP_052,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::SP_053,google/gemini-2.5-flash,SP_053,270,2,ambiguous,198,0.7333,False,True,0.0,0.0,0.2667,0.7333,ambiguous:198|mixed:72
google/gemini-2.5-flash::SP_054,google/gemini-2.5-flash,SP_054,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::SP_055,google/gemini-2.5-flash,SP_055,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::SP_056,google/gemini-2.5-flash,SP_056,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::SP_057,google/gemini-2.5-flash,SP_057,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::SP_058,google/gemini-2.5-flash,SP_058,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::SP_059,google/gemini-2.5-flash,SP_059,270,2,mixed,216,0.8,False,True,0.0,0.0,0.8,0.2,mixed:216|ambiguous:54
google/gemini-2.5-flash::SP_060,google/gemini-2.5-flash,SP_060,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::SP_061,google/gemini-2.5-flash,SP_061,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::SP_062,google/gemini-2.5-flash,SP_062,270,2,retrieval,144,0.5333,False,True,0.5333,0.0,0.0,0.4667,retrieval:144|ambiguous:126
google/gemini-2.5-flash::SP_063,google/gemini-2.5-flash,SP_063,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_064,google/gemini-2.5-flash,SP_064,270,2,mixed,216,0.8,False,True,0.0,0.0,0.8,0.2,mixed:216|ambiguous:54
google/gemini-2.5-flash::SP_065,google/gemini-2.5-flash,SP_065,270,2,retrieval,144,0.5333,False,True,0.5333,0.0,0.0,0.4667,retrieval:144|ambiguous:126
google/gemini-2.5-flash::SP_066,google/gemini-2.5-flash,SP_066,270,2,mixed,142,0.5259,False,True,0.0,0.0,0.5259,0.4741,mixed:142|ambiguous:128
google/gemini-2.5-flash::SP_068,google/gemini-2.5-flash,SP_068,270,2,mixed,252,0.9333,True,True,0.0,0.0,0.9333,0.0667,mixed:252|ambiguous:18
google/gemini-2.5-flash::SP_069,google/gemini-2.5-flash,SP_069,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
google/gemini-2.5-flash::SP_070,google/gemini-2.5-flash,SP_070,270,2,mixed,252,0.9333,True,True,0.0,0.0,0.9333,0.0667,mixed:252|ambiguous:18
google/gemini-2.5-flash::SP_071,google/gemini-2.5-flash,SP_071,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_072,google/gemini-2.5-flash,SP_072,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::SP_073,google/gemini-2.5-flash,SP_073,270,3,mixed,180,0.6667,False,True,0.2667,0.0,0.6667,0.0667,mixed:180|retrieval:72|ambiguous:18
google/gemini-2.5-flash::WIS_006,google/gemini-2.5-flash,WIS_006,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::WIS_007,google/gemini-2.5-flash,WIS_007,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::WIS_009,google/gemini-2.5-flash,WIS_009,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::WIS_010,google/gemini-2.5-flash,WIS_010,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::WIS_012,google/gemini-2.5-flash,WIS_012,270,1,ambiguous,270,1.0,True,False,0.0,0.0,0.0,1.0,ambiguous:270
google/gemini-2.5-flash::WIS_013,google/gemini-2.5-flash,WIS_013,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
google/gemini-2.5-flash::WIS_014,google/gemini-2.5-flash,WIS_014,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::WIS_015,google/gemini-2.5-flash,WIS_015,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
google/gemini-2.5-flash::WIS_016,google/gemini-2.5-flash,WIS_016,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
google/gemini-2.5-flash::WIS_017,google/gemini-2.5-flash,WIS_017,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::WIS_018,google/gemini-2.5-flash,WIS_018,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
google/gemini-2.5-flash::WIS_019,google/gemini-2.5-flash,WIS_019,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::WIS_020,google/gemini-2.5-flash,WIS_020,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
google/gemini-2.5-flash::WIS_021,google/gemini-2.5-flash,WIS_021,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::WIS_022,google/gemini-2.5-flash,WIS_022,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::WIS_023,google/gemini-2.5-flash,WIS_023,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::WIS_024,google/gemini-2.5-flash,WIS_024,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
google/gemini-2.5-flash::WIS_025,google/gemini-2.5-flash,WIS_025,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::WIS_026,google/gemini-2.5-flash,WIS_026,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::WIS_027,google/gemini-2.5-flash,WIS_027,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::WIS_028,google/gemini-2.5-flash,WIS_028,270,3,mixed,158,0.5852,False,True,0.1037,0.0,0.5852,0.3111,mixed:158|ambiguous:84|retrieval:28
google/gemini-2.5-flash::WIS_029,google/gemini-2.5-flash,WIS_029,270,2,mixed,179,0.663,False,True,0.0,0.0,0.663,0.337,mixed:179|ambiguous:91
google/gemini-2.5-flash::WIS_030,google/gemini-2.5-flash,WIS_030,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::WIS_031,google/gemini-2.5-flash,WIS_031,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
google/gemini-2.5-flash::WIS_032,google/gemini-2.5-flash,WIS_032,270,2,mixed,144,0.5333,False,True,0.0,0.0,0.5333,0.4667,mixed:144|ambiguous:126
