family,problem_id,model,contam,cci_composite_num,impl_post_correct,retrieval_votes,computation_votes,votes_total,tri_plus_score,tri_plus_confidence,tri_plus_label
BW,BW_203,Llama,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_203,GPT-4o,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_203,o4-mini,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_227,Claude,0.061,,,0,1,1,1,1.0,insufficient
BW,BW_227,deepseek/deepseek-r1-distill-llama-70b,0.061,,,1,1,2,0,0.0,mixed
BW,BW_227,Gemini,0.061,,,0,1,1,1,1.0,insufficient
BW,BW_227,Llama,0.061,,,0,1,1,1,1.0,insufficient
BW,BW_227,mock,0.061,,,0,1,1,1,1.0,insufficient
BW,BW_227,GPT-4o,0.061,,,0,1,1,1,1.0,insufficient
BW,BW_227,o4-mini,0.061,,,1,1,2,0,0.0,mixed
BW,BW_282,Claude,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_282,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_282,Gemini,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_282,Llama,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_282,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_282,o4-mini,0.0862,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_310,Claude,0.0794,,,0,1,1,1,1.0,insufficient
BW,BW_310,deepseek/deepseek-r1-distill-llama-70b,0.0794,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_310,Gemini,0.0794,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_310,Llama,0.0794,,,0,1,1,1,1.0,insufficient
BW,BW_310,GPT-4o,0.0794,,,0,1,1,1,1.0,insufficient
BW,BW_310,o4-mini,0.0794,,,1,1,2,0,0.0,mixed
BW,BW_331,Claude,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_331,deepseek/deepseek-r1-distill-llama-70b,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_331,Gemini,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_331,Llama,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_331,GPT-4o,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_331,o4-mini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_350,Claude,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_350,deepseek/deepseek-r1-distill-llama-70b,0.0568,,,1,1,2,0,0.0,mixed
BW,BW_350,Gemini,0.0568,,,1,1,2,0,0.0,mixed
BW,BW_350,Llama,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_350,GPT-4o,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_350,o4-mini,0.0568,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_408,Claude,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_408,deepseek/deepseek-r1-distill-llama-70b,0.0658,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_408,Gemini,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_408,Llama,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_408,GPT-4o,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_408,o4-mini,0.0658,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_467,Claude,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_467,deepseek/deepseek-r1-distill-llama-70b,0.0714,,,1,1,2,0,0.0,mixed
BW,BW_467,Gemini,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_467,Llama,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_467,mock,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_467,GPT-4o,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_467,o4-mini,0.0714,,,1,1,2,0,0.0,mixed
BW,BW_495,Claude,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_495,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_495,Gemini,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_495,Llama,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_495,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_495,o4-mini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_496,Claude,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_496,deepseek/deepseek-r1-distill-llama-70b,0.0532,,,1,1,2,0,0.0,mixed
BW,BW_496,Gemini,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_496,Llama,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_496,GPT-4o,0.0532,,,0,1,1,1,1.0,insufficient
BW,BW_496,o4-mini,0.0532,,,1,1,2,0,0.0,mixed
BW,BW_497,Claude,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_497,deepseek/deepseek-r1-distill-llama-70b,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_497,Gemini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_497,Llama,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_497,GPT-4o,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_497,o4-mini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_498,Claude,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_498,deepseek/deepseek-r1-distill-llama-70b,0.0568,,,1,1,2,0,0.0,mixed
BW,BW_498,Gemini,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_498,Llama,0.0568,,,0,1,1,1,1.0,insufficient
BW,BW_498,GPT-4o,0.0568,,,1,1,2,0,0.0,mixed
BW,BW_498,o4-mini,0.0568,,,1,1,2,0,0.0,mixed
BW,BW_499,Claude,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_499,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_499,Gemini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_499,Llama,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_499,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_499,o4-mini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_500,Claude,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_500,deepseek/deepseek-r1-distill-llama-70b,0.0658,,,1,1,2,0,0.0,mixed
BW,BW_500,Gemini,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_500,Llama,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_500,GPT-4o,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_500,o4-mini,0.0658,,,1,1,2,0,0.0,mixed
BW,BW_501,Claude,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_501,deepseek/deepseek-r1-distill-llama-70b,0.0658,,,1,1,2,0,0.0,mixed
BW,BW_501,Gemini,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_501,Llama,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_501,GPT-4o,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_501,o4-mini,0.0658,,,1,1,2,0,0.0,mixed
BW,BW_502,Claude,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_502,deepseek/deepseek-r1-distill-llama-70b,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_502,Gemini,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_502,Llama,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_502,GPT-4o,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_502,o4-mini,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_503,Claude,0.05,,,0,1,1,1,1.0,insufficient
BW,BW_503,deepseek/deepseek-r1-distill-llama-70b,0.05,,,1,1,2,0,0.0,mixed
BW,BW_503,Gemini,0.05,,,0,1,1,1,1.0,insufficient
BW,BW_503,Llama,0.05,,,0,1,1,1,1.0,insufficient
BW,BW_503,GPT-4o,0.05,,,0,1,1,1,1.0,insufficient
BW,BW_503,o4-mini,0.05,,,1,1,2,0,0.0,mixed
BW,BW_504,Claude,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_504,deepseek/deepseek-r1-distill-llama-70b,0.0714,,,1,1,2,0,0.0,mixed
BW,BW_504,Gemini,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_504,Llama,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_504,GPT-4o,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_504,o4-mini,0.0714,,,1,1,2,0,0.0,mixed
BW,BW_505,Claude,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_505,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_505,Gemini,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_505,Llama,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_505,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_505,o4-mini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_506,Claude,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_506,deepseek/deepseek-r1-distill-llama-70b,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_506,Gemini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_506,Llama,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_506,GPT-4o,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_506,o4-mini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_507,Claude,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_507,deepseek/deepseek-r1-distill-llama-70b,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_507,Gemini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_507,Llama,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_507,GPT-4o,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_507,o4-mini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_508,Claude,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_508,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_508,Gemini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_508,Llama,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_508,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_508,o4-mini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_509,Claude,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_509,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_509,Gemini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_509,Llama,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_509,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_509,o4-mini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_510,Claude,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_510,deepseek/deepseek-r1-distill-llama-70b,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_510,Gemini,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_510,Llama,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_510,GPT-4o,0.0714,,,1,1,2,0,0.0,mixed
BW,BW_510,o4-mini,0.0714,,,1,1,2,0,0.0,mixed
BW,BW_511,Claude,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_511,deepseek/deepseek-r1-distill-llama-70b,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_511,Gemini,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_511,Llama,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_511,GPT-4o,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_511,o4-mini,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_512,Claude,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_512,deepseek/deepseek-r1-distill-llama-70b,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_512,Gemini,0.0781,,,1,1,2,0,0.0,mixed
BW,BW_512,Llama,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_512,GPT-4o,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_512,o4-mini,0.0781,,,1,1,2,0,0.0,mixed
BW,BW_513,Claude,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_513,deepseek/deepseek-r1-distill-llama-70b,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_513,Gemini,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_513,Llama,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_513,GPT-4o,0.0714,,,0,1,1,1,1.0,insufficient
BW,BW_513,o4-mini,0.0714,,,1,1,2,0,0.0,mixed
BW,BW_514,Claude,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_514,deepseek/deepseek-r1-distill-llama-70b,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_514,Gemini,0.0781,,,1,1,2,0,0.0,mixed
BW,BW_514,Llama,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_514,GPT-4o,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_514,o4-mini,0.0781,,,1,1,2,0,0.0,mixed
BW,BW_515,Claude,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_515,deepseek/deepseek-r1-distill-llama-70b,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_515,Gemini,0.0781,,,1,1,2,0,0.0,mixed
BW,BW_515,Llama,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_515,GPT-4o,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_515,o4-mini,0.0781,,,1,1,2,0,0.0,mixed
BW,BW_E002,Claude,0.1087,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_E002,deepseek/deepseek-r1-distill-llama-70b,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_E002,Gemini,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E002,Llama,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E002,GPT-4o,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E002,o4-mini,0.1087,,,0,2,2,2,1.0,computation_signal_plus
BW,BW_E015,Claude,0.1282,,,1,1,2,0,0.0,mixed
BW,BW_E015,deepseek/deepseek-r1-distill-llama-70b,0.1282,,,0,1,1,1,1.0,insufficient
BW,BW_E015,Gemini,0.1282,,,0,1,1,1,1.0,insufficient
BW,BW_E015,Llama,0.1282,,,0,1,1,1,1.0,insufficient
BW,BW_E015,GPT-4o,0.1282,,,0,1,1,1,1.0,insufficient
BW,BW_E015,o4-mini,0.1282,,,1,1,2,0,0.0,mixed
BW,BW_E017,Claude,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_E017,deepseek/deepseek-r1-distill-llama-70b,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_E017,Gemini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_E017,Llama,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E017,GPT-4o,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E017,o4-mini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_E019,Claude,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_E019,deepseek/deepseek-r1-distill-llama-70b,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_E019,Gemini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_E019,Llama,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E019,GPT-4o,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E019,o4-mini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_E100,Claude,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E100,deepseek/deepseek-r1-distill-llama-70b,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E100,Gemini,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E100,Llama,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E100,GPT-4o,0.1087,,,0,1,1,1,1.0,insufficient
BW,BW_E100,o4-mini,0.1087,,,1,1,2,0,0.0,mixed
BW,BW_E_001,Claude,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_E_001,deepseek/deepseek-r1-distill-llama-70b,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_E_001,Gemini,0.0781,,,1,1,2,0,0.0,mixed
BW,BW_E_001,Llama,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_E_001,GPT-4o,0.0781,,,0,1,1,1,1.0,insufficient
BW,BW_E_001,o4-mini,0.0781,,,1,1,2,0,0.0,mixed
BW,BW_E_002,Claude,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_E_002,deepseek/deepseek-r1-distill-llama-70b,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_E_002,Gemini,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_E_002,Llama,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_E_002,GPT-4o,0.0962,,,0,1,1,1,1.0,insufficient
BW,BW_E_002,o4-mini,0.0962,,,1,1,2,0,0.0,mixed
BW,BW_E_003,Claude,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_E_003,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_E_003,Gemini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_E_003,Llama,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_E_003,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_E_003,o4-mini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_E_004,Claude,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_E_004,deepseek/deepseek-r1-distill-llama-70b,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_E_004,Gemini,0.0658,,,1,1,2,0,0.0,mixed
BW,BW_E_004,Llama,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_E_004,GPT-4o,0.0658,,,0,1,1,1,1.0,insufficient
BW,BW_E_004,o4-mini,0.0658,,,1,1,2,0,0.0,mixed
BW,BW_E_005,Claude,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_E_005,deepseek/deepseek-r1-distill-llama-70b,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_E_005,Gemini,0.0862,,,1,1,2,0,0.0,mixed
BW,BW_E_005,Llama,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_E_005,GPT-4o,0.0862,,,0,1,1,1,1.0,insufficient
BW,BW_E_005,o4-mini,0.0862,,,1,1,2,0,0.0,mixed
BW,MBW_001,Claude,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_001,deepseek/deepseek-r1-distill-llama-70b,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_001,Gemini,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_001,Llama,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_001,mock,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_001,GPT-4o,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_001,o4-mini,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_002,Claude,0.0926,,,0,1,1,1,1.0,insufficient
BW,MBW_002,deepseek/deepseek-r1-distill-llama-70b,0.0926,,,0,1,1,1,1.0,insufficient
BW,MBW_002,Gemini,0.0926,,,0,1,1,1,1.0,insufficient
BW,MBW_002,Llama,0.0926,,,0,1,1,1,1.0,insufficient
BW,MBW_002,GPT-4o,0.0926,,,0,1,1,1,1.0,insufficient
BW,MBW_002,o4-mini,0.0926,,,0,1,1,1,1.0,insufficient
BW,MBW_010,Claude,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_010,deepseek/deepseek-r1-distill-llama-70b,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_010,Gemini,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_010,Llama,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_010,GPT-4o,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_010,o4-mini,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_014,Claude,0.119,,,0,1,1,1,1.0,insufficient
BW,MBW_014,deepseek/deepseek-r1-distill-llama-70b,0.119,,,0,1,1,1,1.0,insufficient
BW,MBW_014,Gemini,0.119,,,0,1,1,1,1.0,insufficient
BW,MBW_014,Llama,0.119,,,0,1,1,1,1.0,insufficient
BW,MBW_014,GPT-4o,0.119,,,0,1,1,1,1.0,insufficient
BW,MBW_014,o4-mini,0.119,,,0,1,1,1,1.0,insufficient
BW,MBW_037,Claude,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_037,deepseek/deepseek-r1-distill-llama-70b,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_037,Gemini,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_037,Llama,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_037,GPT-4o,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_037,o4-mini,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_10,Claude,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_10,deepseek/deepseek-r1-distill-llama-70b,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_10,Gemini,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_10,Llama,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_10,mock,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_10,GPT-4o,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_10,o4-mini,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_100,Claude,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_100,deepseek/deepseek-r1-distill-llama-70b,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_100,Gemini,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_100,Llama,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_100,mock,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_100,GPT-4o,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_100,o4-mini,0.1111,,,0,1,1,1,1.0,insufficient
BW,MBW_127,Claude,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_127,deepseek/deepseek-r1-distill-llama-70b,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_127,Gemini,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_127,Llama,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_127,mock,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_127,GPT-4o,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_127,o4-mini,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_185,Claude,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_185,deepseek/deepseek-r1-distill-llama-70b,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_185,Gemini,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_185,Llama,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_185,mock,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_185,GPT-4o,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_185,o4-mini,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_495,Claude,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_495,deepseek/deepseek-r1-distill-llama-70b,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_495,Gemini,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_495,Llama,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_495,GPT-4o,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_495,o4-mini,0.1042,,,0,1,1,1,1.0,insufficient
BW,MBW_496,Claude,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_496,deepseek/deepseek-r1-distill-llama-70b,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_496,Gemini,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_496,Llama,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_496,GPT-4o,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_496,o4-mini,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_497,Claude,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_497,deepseek/deepseek-r1-distill-llama-70b,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_497,Gemini,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_497,Llama,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_497,GPT-4o,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_497,o4-mini,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_498,Claude,0.0725,,,0,1,1,1,1.0,insufficient
BW,MBW_498,deepseek/deepseek-r1-distill-llama-70b,0.0725,,,0,1,1,1,1.0,insufficient
BW,MBW_498,Gemini,0.0725,,,0,1,1,1,1.0,insufficient
BW,MBW_498,Llama,0.0725,,,0,1,1,1,1.0,insufficient
BW,MBW_498,GPT-4o,0.0725,,,0,1,1,1,1.0,insufficient
BW,MBW_498,o4-mini,0.0725,,,0,1,1,1,1.0,insufficient
BW,MBW_499,Claude,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_499,deepseek/deepseek-r1-distill-llama-70b,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_499,Gemini,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_499,Llama,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_499,GPT-4o,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_499,o4-mini,0.0877,,,0,1,1,1,1.0,insufficient
BW,MBW_500,Claude,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_500,deepseek/deepseek-r1-distill-llama-70b,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_500,Gemini,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_500,Llama,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_500,GPT-4o,0.0794,,,0,1,1,1,1.0,insufficient
BW,MBW_500,o4-mini,0.0794,,,0,1,1,1,1.0,insufficient
GSM,GSM_001,Claude,0.1667,0.25,,1,2,3,1,0.3333333333333333,weak_computation
GSM,GSM_001,Gemini,0.1667,0.25,,2,1,3,-1,0.3333333333333333,weak_retrieval
GSM,GSM_001,Llama,0.1667,0.0,,1,2,3,1,0.3333333333333333,weak_computation
GSM,GSM_001,GPT-4o,0.1667,0.0,,2,1,3,-1,0.3333333333333333,weak_retrieval
GSM,GSM_001,o4-mini,0.1667,0.0,,1,2,3,1,0.3333333333333333,weak_computation
GSM,GSM_002,Claude,0.24,0.75,,0,3,3,3,1.0,computation_signal_plus
GSM,GSM_002,Gemini,0.24,0.5,,1,2,3,1,0.3333333333333333,weak_computation
GSM,GSM_002,Llama,0.24,0.0,,2,1,3,-1,0.3333333333333333,weak_retrieval
GSM,GSM_002,GPT-4o,0.24,0.0,,2,1,3,-1,0.3333333333333333,weak_retrieval
GSM,GSM_002,o4-mini,0.24,0.0,,1,2,3,1,0.3333333333333333,weak_computation
GSM,GSM_003,Claude,0.1842,0.6,,1,2,3,1,0.3333333333333333,weak_computation
GSM,GSM_003,Gemini,0.1842,0.4,,0,2,2,2,1.0,computation_signal_plus
GSM,GSM_003,Llama,0.1842,0.2,,1,2,3,1,0.3333333333333333,weak_computation
GSM,GSM_003,GPT-4o,0.1842,0.5,,1,2,3,1,0.3333333333333333,weak_computation
GSM,GSM_003,o4-mini,0.1842,0.0,,1,2,3,1,0.3333333333333333,weak_computation
