bank,problem_id,variant,problem_family,problem_subtype,char_len_canonical,char_len_variant,char_similarity,n_tokens_canonical,n_tokens_variant,token_jaccard,text_identical_to_canonical,answer_identical_to_canonical,answer_expected,near_duplicate_vs_canonical,near_duplicate_w6_peer,near_dup_jaccard_floor,transform_status
ALGO,SP_072,W4,algorithmic,shortest_path,497,231,0.0962,130,45,0.1136,False,True,identical,False,,0.85,transformed
ALGO,SP_072,W5,algorithmic,shortest_path,497,497,0.7042,130,130,0.9667,False,False,different,False,,0.85,transformed
ALGO,SP_072,W6,algorithmic,shortest_path,497,322,0.149,130,91,0.4156,False,False,different,False,SP_028,0.85,near_duplicate
ALGO,SP_073,W1,algorithmic,shortest_path,540,714,0.0893,144,168,0.5176,False,True,identical,False,,0.85,transformed
ALGO,SP_073,W2,algorithmic,shortest_path,540,267,0.0149,144,58,0.023,False,True,identical,False,,0.85,transformed
ALGO,SP_073,W3,algorithmic,shortest_path,540,667,0.5717,144,144,0.68,False,False,identical,False,,0.85,answer_mismatch
ALGO,SP_073,W4,algorithmic,shortest_path,540,248,0.0888,144,47,0.1099,False,True,identical,False,,0.85,transformed
ALGO,SP_073,W5,algorithmic,shortest_path,540,540,0.6444,144,144,0.9672,False,False,different,False,,0.85,transformed
ALGO,SP_073,W6,algorithmic,shortest_path,540,346,0.1377,144,101,0.4304,False,False,different,False,SP_019,0.85,near_duplicate
ALGO,WIS_006,W1,algorithmic,wis,538,585,0.1638,78,84,0.641,False,True,identical,False,,0.85,transformed
ALGO,WIS_006,W2,algorithmic,wis,538,290,0.0483,78,36,0.2078,False,True,identical,False,,0.85,transformed
ALGO,WIS_006,W3,algorithmic,wis,538,570,0.8303,78,78,0.7067,False,True,identical,False,,0.85,transformed
ALGO,WIS_006,W4,algorithmic,wis,538,281,0.1221,78,53,0.0594,False,True,identical,False,,0.85,transformed
ALGO,WIS_006,W6,algorithmic,wis,538,538,1.0,78,78,1.0,True,False,different,False,,0.85,identical_to_canonical
ALGO,WIS_007,W1,algorithmic,wis,504,535,0.1752,73,78,0.5769,False,True,identical,False,,0.85,transformed
ALGO,WIS_007,W2,algorithmic,wis,504,263,0.0522,73,32,0.1918,False,True,identical,False,,0.85,transformed
ALGO,WIS_007,W3,algorithmic,wis,504,527,0.7565,73,73,0.7286,False,True,identical,False,,0.85,transformed
ALGO,WIS_007,W4,algorithmic,wis,504,268,0.1295,73,50,0.0625,False,True,identical,False,,0.85,transformed
ALGO,WIS_007,W6,algorithmic,wis,504,504,1.0,73,73,1.0,True,False,different,False,,0.85,identical_to_canonical
ALGO,WIS_009,W1,algorithmic,wis,619,660,0.1298,88,95,0.6854,False,True,identical,False,,0.85,transformed
ALGO,WIS_009,W2,algorithmic,wis,619,357,0.043,88,44,0.2283,False,True,identical,False,,0.85,transformed
ALGO,WIS_009,W3,algorithmic,wis,619,660,0.7881,88,88,0.6854,False,True,identical,False,,0.85,transformed
ALGO,WIS_009,W4,algorithmic,wis,619,320,0.1065,88,59,0.0504,False,True,identical,False,,0.85,transformed
ALGO,WIS_009,W6,algorithmic,wis,619,619,1.0,88,88,1.0,True,False,different,False,,0.85,identical_to_canonical
ALGO,WIS_010,W1,algorithmic,wis,578,616,0.139,83,87,0.6471,False,True,identical,False,,0.85,transformed
ALGO,WIS_010,W2,algorithmic,wis,578,323,0.0444,83,40,0.2069,False,True,identical,False,,0.85,transformed
ALGO,WIS_010,W3,algorithmic,wis,578,611,0.841,83,83,0.6988,False,True,identical,False,,0.85,transformed
ALGO,WIS_010,W4,algorithmic,wis,578,300,0.1139,83,56,0.0536,False,True,identical,False,,0.85,transformed
ALGO,WIS_010,W6,algorithmic,wis,578,578,1.0,83,83,1.0,True,False,different,False,,0.85,identical_to_canonical
ALGO,WIS_012,W1,algorithmic,wis,624,639,0.1489,88,92,0.6264,False,True,identical,False,,0.85,transformed
ALGO,WIS_012,W2,algorithmic,wis,624,362,0.0426,88,44,0.2234,False,True,identical,False,,0.85,transformed
ALGO,WIS_012,W3,algorithmic,wis,624,676,0.8077,88,89,0.6889,False,True,identical,False,,0.85,transformed
ALGO,WIS_012,W4,algorithmic,wis,624,325,0.1054,88,59,0.0496,False,True,identical,False,,0.85,transformed
ALGO,WIS_012,W6,algorithmic,wis,624,624,1.0,88,88,1.0,True,False,different,False,,0.85,identical_to_canonical
ALGO,WIS_013,W1,algorithmic,wis,496,562,0.6163,73,85,0.5349,False,True,identical,False,,0.85,transformed
ALGO,WIS_013,W2,algorithmic,wis,496,255,0.4288,73,32,0.1974,False,True,identical,False,,0.85,transformed
ALGO,WIS_013,W3,algorithmic,wis,496,526,0.8376,73,74,0.726,False,True,identical,False,,0.85,transformed
ALGO,WIS_013,W4,algorithmic,wis,496,260,0.2989,73,50,0.06,False,True,identical,False,,0.85,transformed
ALGO,WIS_013,W6,algorithmic,wis,496,496,1.0,73,73,1.0,True,False,different,False,WIS_014,0.85,identical_to_canonical
ALGO,WIS_014,W1,algorithmic,wis,496,532,0.6518,73,76,0.64,False,True,identical,False,,0.85,transformed
ALGO,WIS_014,W2,algorithmic,wis,496,255,0.4288,73,32,0.2027,False,True,identical,False,,0.85,transformed
ALGO,WIS_014,W3,algorithmic,wis,496,524,0.8392,73,74,0.7222,False,True,identical,False,,0.85,transformed
ALGO,WIS_014,W4,algorithmic,wis,496,260,0.2989,73,50,0.0612,False,True,identical,False,,0.85,transformed
ALGO,WIS_014,W6,algorithmic,wis,496,496,1.0,73,73,1.0,True,False,different,False,WIS_013,0.85,identical_to_canonical
ALGO,WIS_015,W1,algorithmic,wis,496,533,0.6589,73,79,0.557,False,True,identical,False,,0.85,transformed
ALGO,WIS_015,W2,algorithmic,wis,496,255,0.4288,73,32,0.2027,False,True,identical,False,,0.85,transformed
ALGO,WIS_015,W3,algorithmic,wis,496,527,0.8368,73,74,0.7222,False,True,identical,False,,0.85,transformed
ALGO,WIS_015,W4,algorithmic,wis,496,260,0.2989,73,50,0.0612,False,True,identical,False,,0.85,transformed
ALGO,WIS_015,W6,algorithmic,wis,496,496,1.0,73,73,1.0,True,False,different,False,WIS_013,0.85,identical_to_canonical
ALGO,WIS_016,W1,algorithmic,wis,496,538,0.6151,73,80,0.6154,False,True,identical,False,,0.85,transformed
ALGO,WIS_016,W2,algorithmic,wis,496,255,0.4288,73,32,0.2027,False,True,identical,False,,0.85,transformed
ALGO,WIS_016,W3,algorithmic,wis,496,530,0.8343,73,74,0.7222,False,True,identical,False,,0.85,transformed
ALGO,WIS_016,W4,algorithmic,wis,496,260,0.2989,73,50,0.0612,False,True,identical,False,,0.85,transformed
ALGO,WIS_016,W6,algorithmic,wis,496,496,1.0,73,73,1.0,True,False,different,False,WIS_013,0.85,identical_to_canonical
ALGO,WIS_017,W1,algorithmic,wis,500,561,0.6183,73,83,0.5301,False,True,identical,False,,0.85,transformed
ALGO,WIS_017,W2,algorithmic,wis,500,259,0.4321,73,32,0.2083,False,True,identical,False,,0.85,transformed
ALGO,WIS_017,W3,algorithmic,wis,500,553,0.8205,73,77,0.6892,False,True,identical,False,,0.85,transformed
ALGO,WIS_017,W4,algorithmic,wis,500,264,0.2565,73,50,0.0625,False,True,identical,False,,0.85,transformed
ALGO,WIS_017,W6,algorithmic,wis,500,500,1.0,73,73,1.0,True,False,different,False,WIS_018,0.85,identical_to_canonical
ALGO,WIS_018,W1,algorithmic,wis,500,501,0.7872,73,71,0.6429,False,True,identical,False,,0.85,transformed
ALGO,WIS_018,W2,algorithmic,wis,500,259,0.4321,73,32,0.2083,False,True,identical,False,,0.85,transformed
ALGO,WIS_018,W3,algorithmic,wis,500,528,0.8444,73,73,0.7286,False,True,identical,False,,0.85,transformed
ALGO,WIS_018,W4,algorithmic,wis,500,264,0.2565,73,50,0.0625,False,True,identical,False,,0.85,transformed
ALGO,WIS_018,W6,algorithmic,wis,500,500,1.0,73,73,1.0,True,False,different,False,WIS_017,0.85,identical_to_canonical
ALGO,WIS_019,W1,algorithmic,wis,500,527,0.6855,73,78,0.6081,False,True,identical,False,,0.85,transformed
ALGO,WIS_019,W2,algorithmic,wis,500,259,0.4321,73,32,0.2143,False,True,identical,False,,0.85,transformed
ALGO,WIS_019,W3,algorithmic,wis,500,527,0.8413,73,73,0.7246,False,True,identical,False,,0.85,transformed
ALGO,WIS_019,W4,algorithmic,wis,500,264,0.2565,73,50,0.0638,False,True,identical,False,,0.85,transformed
ALGO,WIS_019,W6,algorithmic,wis,500,500,1.0,73,73,1.0,True,False,different,False,WIS_017,0.85,identical_to_canonical
ALGO,WIS_020,W1,algorithmic,wis,500,530,0.6388,73,77,0.6351,False,True,identical,False,,0.85,transformed
ALGO,WIS_020,W2,algorithmic,wis,500,259,0.4321,73,32,0.2083,False,True,identical,False,,0.85,transformed
ALGO,WIS_020,W3,algorithmic,wis,500,535,0.8386,73,73,0.7286,False,True,identical,False,,0.85,transformed
ALGO,WIS_020,W4,algorithmic,wis,500,264,0.2565,73,50,0.0625,False,True,identical,False,,0.85,transformed
ALGO,WIS_020,W6,algorithmic,wis,500,500,1.0,73,73,1.0,True,False,different,False,WIS_017,0.85,identical_to_canonical
ALGO,WIS_021,W1,algorithmic,wis,703,767,0.7265,98,109,0.57,False,True,identical,False,,0.85,transformed
ALGO,WIS_021,W2,algorithmic,wis,703,427,0.554,98,52,0.2105,False,True,identical,False,,0.85,transformed
ALGO,WIS_021,W3,algorithmic,wis,703,748,0.805,98,98,0.6452,False,True,identical,False,,0.85,transformed
ALGO,WIS_021,W4,algorithmic,wis,703,361,0.3233,98,65,0.0504,False,True,identical,False,,0.85,transformed
ALGO,WIS_021,W6,algorithmic,wis,703,703,1.0,98,98,1.0,True,False,different,False,,0.85,identical_to_canonical
ALGO,WIS_022,W1,algorithmic,wis,623,667,0.155,88,96,0.6023,False,True,identical,False,,0.85,transformed
ALGO,WIS_022,W2,algorithmic,wis,623,361,0.0427,88,44,0.1932,False,True,identical,False,,0.85,transformed
ALGO,WIS_022,W3,algorithmic,wis,623,658,0.8322,88,88,0.6867,False,True,identical,False,,0.85,transformed
ALGO,WIS_022,W4,algorithmic,wis,623,324,0.1056,88,59,0.0541,False,True,identical,False,,0.85,transformed
ALGO,WIS_022,W6,algorithmic,wis,623,623,1.0,88,88,1.0,True,False,different,False,,0.85,identical_to_canonical
ALGO,WIS_023,W1,algorithmic,wis,458,512,0.6392,68,76,0.6027,False,True,identical,False,,0.85,transformed
ALGO,WIS_023,W2,algorithmic,wis,458,224,0.393,68,28,0.1912,False,True,identical,False,,0.85,transformed
ALGO,WIS_023,W3,algorithmic,wis,458,487,0.8466,68,69,0.7424,False,True,identical,False,,0.85,transformed
ALGO,WIS_023,W4,algorithmic,wis,458,243,0.271,68,47,0.0659,False,True,identical,False,,0.85,transformed
ALGO,WIS_023,W6,algorithmic,wis,458,458,1.0,68,68,1.0,True,False,different,False,WIS_025,0.85,identical_to_canonical
ALGO,WIS_024,W1,algorithmic,wis,496,521,0.6804,73,79,0.6053,False,True,identical,False,,0.85,transformed
ALGO,WIS_024,W2,algorithmic,wis,496,255,0.4288,73,32,0.2083,False,True,identical,False,,0.85,transformed
ALGO,WIS_024,W3,algorithmic,wis,496,521,0.8417,73,74,0.7183,False,True,identical,False,,0.85,transformed
ALGO,WIS_024,W4,algorithmic,wis,496,260,0.2989,73,50,0.0625,False,True,identical,False,,0.85,transformed
ALGO,WIS_024,W6,algorithmic,wis,496,496,1.0,73,73,1.0,True,False,different,False,WIS_013,0.85,identical_to_canonical
ALGO,WIS_025,W1,algorithmic,wis,458,511,0.5882,68,77,0.6081,False,True,identical,False,,0.85,transformed
ALGO,WIS_025,W2,algorithmic,wis,458,224,0.393,68,28,0.1857,False,True,identical,False,,0.85,transformed
ALGO,WIS_025,W3,algorithmic,wis,458,487,0.8466,68,69,0.7463,False,True,identical,False,,0.85,transformed
ALGO,WIS_025,W4,algorithmic,wis,458,243,0.271,68,47,0.0645,False,True,identical,False,,0.85,transformed
ALGO,WIS_025,W6,algorithmic,wis,458,458,1.0,68,68,1.0,True,False,different,False,WIS_014,0.85,identical_to_canonical
ALGO,WIS_026,W1,algorithmic,wis,496,509,0.6985,73,75,0.6,False,True,identical,False,,0.85,transformed
ALGO,WIS_026,W2,algorithmic,wis,496,255,0.4288,73,32,0.2083,False,True,identical,False,,0.85,transformed
ALGO,WIS_026,W3,algorithmic,wis,496,529,0.8351,73,74,0.7183,False,True,identical,False,,0.85,transformed
ALGO,WIS_026,W4,algorithmic,wis,496,260,0.2989,73,50,0.0625,False,True,identical,False,,0.85,transformed
ALGO,WIS_026,W6,algorithmic,wis,496,496,1.0,73,73,1.0,True,False,different,False,WIS_013,0.85,identical_to_canonical
ALGO,WIS_027,W1,algorithmic,wis,500,540,0.6308,73,81,0.5949,False,True,identical,False,,0.85,transformed
ALGO,WIS_027,W2,algorithmic,wis,500,259,0.4321,73,32,0.2083,False,True,identical,False,,0.85,transformed
ALGO,WIS_027,W3,algorithmic,wis,500,527,0.8413,73,73,0.7286,False,True,identical,False,,0.85,transformed
ALGO,WIS_027,W4,algorithmic,wis,500,264,0.2565,73,50,0.0625,False,True,identical,False,,0.85,transformed
ALGO,WIS_027,W6,algorithmic,wis,500,500,1.0,73,73,1.0,True,False,different,False,WIS_017,0.85,identical_to_canonical
ALGO,WIS_028,W1,algorithmic,wis,458,496,0.6017,68,73,0.6081,False,True,identical,False,,0.85,transformed
ALGO,WIS_028,W2,algorithmic,wis,458,224,0.393,68,28,0.1857,False,True,identical,False,,0.85,transformed
ALGO,WIS_028,W3,algorithmic,wis,458,480,0.8529,68,69,0.7463,False,True,identical,False,,0.85,transformed
ALGO,WIS_028,W4,algorithmic,wis,458,243,0.271,68,47,0.0645,False,True,identical,False,,0.85,transformed
ALGO,WIS_028,W6,algorithmic,wis,458,458,1.0,68,68,1.0,True,False,different,False,WIS_023,0.85,identical_to_canonical
ALGO,WIS_029,W1,algorithmic,wis,496,540,0.6506,73,81,0.6026,False,True,identical,False,,0.85,transformed
ALGO,WIS_029,W2,algorithmic,wis,496,255,0.4288,73,32,0.2027,False,True,identical,False,,0.85,transformed
ALGO,WIS_029,W3,algorithmic,wis,496,524,0.8392,73,74,0.7222,False,True,identical,False,,0.85,transformed
ALGO,WIS_029,W4,algorithmic,wis,496,260,0.2989,73,50,0.0612,False,True,identical,False,,0.85,transformed
ALGO,WIS_029,W6,algorithmic,wis,496,496,1.0,73,73,1.0,True,False,different,False,WIS_013,0.85,identical_to_canonical
ALGO,WIS_030,W1,algorithmic,wis,621,665,0.1415,88,95,0.6552,False,True,identical,False,,0.85,transformed
ALGO,WIS_030,W2,algorithmic,wis,621,359,0.0429,88,44,0.2022,False,True,identical,False,,0.85,transformed
ALGO,WIS_030,W3,algorithmic,wis,621,663,0.8271,88,88,0.6744,False,True,identical,False,,0.85,transformed
ALGO,WIS_030,W4,algorithmic,wis,621,322,0.106,88,59,0.0531,False,True,identical,False,,0.85,transformed
ALGO,WIS_030,W6,algorithmic,wis,621,621,1.0,88,88,1.0,True,False,different,False,,0.85,identical_to_canonical
ALGO,WIS_031,W1,algorithmic,wis,621,636,0.7303,88,90,0.6517,False,True,identical,False,,0.85,transformed
ALGO,WIS_031,W2,algorithmic,wis,621,359,0.5163,88,44,0.2151,False,True,identical,False,,0.85,transformed
ALGO,WIS_031,W3,algorithmic,wis,621,663,0.7866,88,88,0.6854,False,True,identical,False,,0.85,transformed
ALGO,WIS_031,W4,algorithmic,wis,621,322,0.2397,88,59,0.0504,False,True,identical,False,,0.85,transformed
ALGO,WIS_031,W6,algorithmic,wis,621,621,1.0,88,88,1.0,True,False,different,False,,0.85,identical_to_canonical
ALGO,WIS_032,W1,algorithmic,wis,627,673,0.72,88,98,0.6129,False,True,identical,False,,0.85,transformed
ALGO,WIS_032,W2,algorithmic,wis,627,365,0.5202,88,44,0.2234,False,True,identical,False,,0.85,transformed
ALGO,WIS_032,W3,algorithmic,wis,627,651,0.8404,88,88,0.6889,False,True,identical,False,,0.85,transformed
ALGO,WIS_032,W4,algorithmic,wis,627,328,0.3099,88,59,0.0496,False,True,identical,False,,0.85,transformed
ALGO,WIS_032,W6,algorithmic,wis,627,627,1.0,88,88,1.0,True,False,different,False,,0.85,identical_to_canonical
BW,BW_001,W1,planning_suite,blocksworld,741,888,0.2112,167,169,0.5179,False,True,identical,False,,0.85,transformed
BW,BW_001,W2,planning_suite,blocksworld,741,875,0.2141,167,214,0.4272,False,True,identical,False,,0.85,transformed
BW,BW_001,W3,planning_suite,blocksworld,741,840,0.234,167,157,0.3106,False,False,identical,False,,0.85,answer_mismatch
BW,BW_001,W4,planning_suite,blocksworld,741,1225,0.1495,167,189,0.1684,False,True,identical,False,,0.85,transformed
BW,BW_001,W5,planning_suite,blocksworld,741,770,0.8498,167,174,0.9881,False,False,different,False,,0.85,transformed
BW,BW_001,W6,planning_suite,blocksworld,741,786,0.7963,167,179,0.8556,False,False,different,True,BW_010,0.85,near_duplicate
BW,BW_002,W1,planning_suite,blocksworld,713,855,0.2168,160,162,0.5,False,True,identical,False,,0.85,transformed
BW,BW_002,W2,planning_suite,blocksworld,713,807,0.2329,160,203,0.4433,False,True,identical,False,,0.85,transformed
BW,BW_002,W3,planning_suite,blocksworld,713,783,0.2487,160,145,0.3226,False,False,identical,False,,0.85,answer_mismatch
BW,BW_002,W4,planning_suite,blocksworld,713,1179,0.1554,160,184,0.1768,False,True,identical,False,,0.85,transformed
BW,BW_002,W5,planning_suite,blocksworld,713,738,0.7016,160,166,0.9875,False,False,different,False,,0.85,transformed
BW,BW_002,W6,planning_suite,blocksworld,713,712,0.7747,160,160,0.6915,False,False,different,False,,0.85,transformed
BW,BW_010,W1,planning_suite,blocksworld,663,795,0.2332,146,148,0.4857,False,True,identical,False,,0.85,transformed
BW,BW_010,W2,planning_suite,blocksworld,663,785,0.2348,146,178,0.4167,False,True,identical,False,,0.85,transformed
BW,BW_010,W3,planning_suite,blocksworld,663,760,0.2586,146,142,0.3445,False,False,identical,False,,0.85,answer_mismatch
BW,BW_010,W4,planning_suite,blocksworld,663,1123,0.1624,146,177,0.1667,False,True,identical,False,,0.85,transformed
BW,BW_010,W5,planning_suite,blocksworld,663,692,0.7469,146,153,0.987,False,False,different,False,,0.85,transformed
BW,BW_010,W6,planning_suite,blocksworld,663,708,0.8417,146,158,0.9012,False,False,different,True,BW_001,0.85,near_duplicate
BW,BW_011,W1,planning_suite,blocksworld,793,950,0.1974,181,183,0.5304,False,True,identical,False,,0.85,transformed
BW,BW_011,W2,planning_suite,blocksworld,793,935,0.2106,181,238,0.4245,False,True,identical,False,,0.85,transformed
BW,BW_011,W3,planning_suite,blocksworld,793,905,0.2179,181,167,0.295,False,False,identical,False,,0.85,answer_mismatch
BW,BW_011,W4,planning_suite,blocksworld,793,1293,0.1409,181,197,0.1709,False,True,identical,False,,0.85,transformed
BW,BW_011,W5,planning_suite,blocksworld,793,822,0.8211,181,188,0.9885,False,False,different,False,,0.85,transformed
BW,BW_011,W6,planning_suite,blocksworld,793,838,0.7382,181,193,0.871,False,False,different,True,BW_001,0.85,near_duplicate
BW,BW_014,W1,planning_suite,blocksworld,609,731,0.2522,132,134,0.4653,False,True,identical,False,,0.85,transformed
BW,BW_014,W2,planning_suite,blocksworld,609,687,0.2701,132,155,0.4444,False,True,identical,False,,0.85,transformed
BW,BW_014,W3,planning_suite,blocksworld,609,661,0.2913,132,125,0.367,False,False,identical,False,,0.85,answer_mismatch
BW,BW_014,W4,planning_suite,blocksworld,609,1043,0.1768,132,168,0.1728,False,True,identical,False,,0.85,transformed
BW,BW_014,W5,planning_suite,blocksworld,609,634,0.8109,132,138,0.9863,False,False,different,False,,0.85,transformed
BW,BW_014,W6,planning_suite,blocksworld,609,608,0.9071,132,132,0.8125,False,False,different,False,BW_010,0.85,near_duplicate
BW,BW_022,W1,planning_suite,blocksworld,661,793,0.2325,146,148,0.4857,False,True,identical,False,,0.85,transformed
BW,BW_022,W2,planning_suite,blocksworld,661,747,0.2415,146,179,0.4468,False,True,identical,False,,0.85,transformed
BW,BW_022,W3,planning_suite,blocksworld,661,725,0.2713,146,135,0.3419,False,False,identical,False,,0.85,answer_mismatch
BW,BW_022,W4,planning_suite,blocksworld,661,1111,0.1648,146,176,0.1744,False,True,identical,False,,0.85,transformed
BW,BW_022,W5,planning_suite,blocksworld,661,686,0.7513,146,152,0.987,False,False,different,False,,0.85,transformed
BW,BW_022,W6,planning_suite,blocksworld,661,660,0.8357,146,146,0.7386,False,False,different,False,BW_282,0.85,near_duplicate
BW,BW_080,W1,planning_suite,blocksworld,689,826,0.2244,153,155,0.5,False,True,identical,False,,0.85,transformed
BW,BW_080,W2,planning_suite,blocksworld,689,815,0.2261,153,190,0.4242,False,True,identical,False,,0.85,transformed
BW,BW_080,W3,planning_suite,blocksworld,689,785,0.2497,153,147,0.3306,False,False,identical,False,,0.85,answer_mismatch
BW,BW_080,W4,planning_suite,blocksworld,689,1157,0.1571,153,181,0.1667,False,True,identical,False,,0.85,transformed
BW,BW_080,W5,planning_suite,blocksworld,689,718,0.7463,153,160,0.9875,False,False,different,False,,0.85,transformed
BW,BW_080,W6,planning_suite,blocksworld,689,734,0.8039,153,165,0.7865,False,False,different,False,BW_001,0.85,near_duplicate
BW,BW_120,W1,planning_suite,blocksworld,637,764,0.2455,139,141,0.4808,False,True,identical,False,,0.85,transformed
BW,BW_120,W2,planning_suite,blocksworld,637,755,0.2443,139,166,0.4211,False,True,identical,False,,0.85,transformed
BW,BW_120,W3,planning_suite,blocksworld,637,726,0.2729,139,137,0.3534,False,False,identical,False,,0.85,answer_mismatch
BW,BW_120,W4,planning_suite,blocksworld,637,1089,0.1703,139,173,0.1647,False,True,identical,False,,0.85,transformed
BW,BW_120,W5,planning_suite,blocksworld,637,666,0.8411,139,146,0.9868,False,False,different,False,,0.85,transformed
BW,BW_120,W6,planning_suite,blocksworld,637,682,0.8431,139,151,0.8072,False,False,different,False,BW_001,0.85,near_duplicate
BW,BW_137,W1,planning_suite,blocksworld,819,981,0.2989,188,190,0.5385,False,True,identical,False,,0.85,transformed
BW,BW_137,W2,planning_suite,blocksworld,819,965,0.1939,188,250,0.4259,False,True,identical,False,,0.85,transformed
BW,BW_137,W3,planning_suite,blocksworld,819,942,0.2101,188,172,0.2867,False,False,identical,False,,0.85,answer_mismatch
BW,BW_137,W4,planning_suite,blocksworld,819,1327,0.1566,188,201,0.1716,False,True,identical,False,,0.85,transformed
BW,BW_137,W5,planning_suite,blocksworld,819,848,0.7954,188,195,0.9888,False,False,different,False,,0.85,transformed
BW,BW_137,W6,planning_suite,blocksworld,819,864,0.631,188,200,0.914,False,False,different,True,BW_001,0.85,near_duplicate
BW,BW_155,W1,planning_suite,blocksworld,663,795,0.2332,146,148,0.4906,False,True,identical,False,,0.85,transformed
BW,BW_155,W2,planning_suite,blocksworld,663,785,0.2459,146,178,0.4227,False,True,identical,False,,0.85,transformed
BW,BW_155,W3,planning_suite,blocksworld,663,726,0.2721,146,136,0.3475,False,False,identical,False,,0.85,answer_mismatch
BW,BW_155,W4,planning_suite,blocksworld,663,1123,0.1624,146,177,0.1657,False,True,identical,False,,0.85,transformed
BW,BW_155,W5,planning_suite,blocksworld,663,692,0.8428,146,153,0.9872,False,False,different,False,,0.85,transformed
BW,BW_155,W6,planning_suite,blocksworld,663,708,0.8665,146,158,0.8023,False,False,different,False,BW_001,0.85,near_duplicate
BW,BW_172,W1,planning_suite,blocksworld,819,981,0.3022,188,190,0.5385,False,True,identical,False,,0.85,transformed
BW,BW_172,W2,planning_suite,blocksworld,819,965,0.1939,188,250,0.4259,False,True,identical,False,,0.85,transformed
BW,BW_172,W3,planning_suite,blocksworld,819,923,0.2158,188,172,0.2867,False,False,identical,False,,0.85,answer_mismatch
BW,BW_172,W4,planning_suite,blocksworld,819,1327,0.1566,188,201,0.1716,False,True,identical,False,,0.85,transformed
BW,BW_172,W5,planning_suite,blocksworld,819,848,0.823,188,195,0.9888,False,False,different,False,,0.85,transformed
BW,BW_172,W6,planning_suite,blocksworld,819,864,0.6465,188,200,0.914,False,False,different,True,BW_001,0.85,near_duplicate
BW,BW_203,W1,planning_suite,blocksworld,635,762,0.2405,139,141,0.4757,False,True,identical,False,,0.85,transformed
BW,BW_203,W2,planning_suite,blocksworld,635,717,0.2633,139,167,0.4457,False,True,identical,False,,0.85,transformed
BW,BW_203,W3,planning_suite,blocksworld,635,697,0.2808,139,130,0.354,False,False,identical,False,,0.85,answer_mismatch
BW,BW_203,W4,planning_suite,blocksworld,635,1077,0.1694,139,172,0.1737,False,True,identical,False,,0.85,transformed
BW,BW_203,W5,planning_suite,blocksworld,635,660,0.8371,139,145,0.9867,False,False,different,False,,0.85,transformed
BW,BW_203,W6,planning_suite,blocksworld,635,634,0.87,139,139,0.7738,False,False,different,False,BW_001,0.85,near_duplicate
BW,BW_227,W1,planning_suite,blocksworld,767,919,0.204,174,176,0.5221,False,True,identical,False,,0.85,transformed
BW,BW_227,W2,planning_suite,blocksworld,767,905,0.2129,174,226,0.4231,False,True,identical,False,,0.85,transformed
BW,BW_227,W3,planning_suite,blocksworld,767,874,0.2255,174,162,0.3037,False,False,identical,False,,0.85,answer_mismatch
BW,BW_227,W4,planning_suite,blocksworld,767,1259,0.1451,174,193,0.1701,False,True,identical,False,,0.85,transformed
BW,BW_227,W5,planning_suite,blocksworld,767,796,0.8215,174,181,0.9882,False,False,different,False,,0.85,transformed
BW,BW_227,W6,planning_suite,blocksworld,767,812,0.76,174,186,0.828,False,False,different,False,BW_001,0.85,near_duplicate
BW,BW_282,W1,planning_suite,blocksworld,661,793,0.2325,146,148,0.4857,False,True,identical,False,,0.85,transformed
BW,BW_282,W2,planning_suite,blocksworld,661,747,0.25,146,179,0.4468,False,True,identical,False,,0.85,transformed
BW,BW_282,W3,planning_suite,blocksworld,661,724,0.27,146,135,0.3419,False,False,identical,False,,0.85,answer_mismatch
BW,BW_282,W4,planning_suite,blocksworld,661,1111,0.1648,146,176,0.1744,False,True,identical,False,,0.85,transformed
BW,BW_282,W5,planning_suite,blocksworld,661,686,0.7483,146,152,0.987,False,False,different,False,,0.85,transformed
BW,BW_282,W6,planning_suite,blocksworld,661,660,0.8357,146,146,0.7386,False,False,different,False,BW_022,0.85,near_duplicate
BW,BW_310,W1,planning_suite,blocksworld,686,824,0.1881,152,155,0.4766,False,True,identical,False,,0.85,transformed
BW,BW_310,W2,planning_suite,blocksworld,686,777,0.1312,152,191,0.4271,False,True,identical,False,,0.85,transformed
BW,BW_310,W3,planning_suite,blocksworld,686,753,0.1626,152,140,0.3223,False,False,identical,False,,0.85,answer_mismatch
BW,BW_310,W4,planning_suite,blocksworld,686,1145,0.0863,152,180,0.1695,False,True,identical,False,,0.85,transformed
BW,BW_310,W5,planning_suite,blocksworld,686,712,0.7124,152,159,0.962,False,False,different,False,,0.85,transformed
BW,BW_310,W6,planning_suite,blocksworld,686,685,0.8038,152,152,0.7222,False,False,different,False,BW_022,0.85,near_duplicate
BW,BW_331,W1,planning_suite,blocksworld,609,731,0.2507,132,134,0.4653,False,True,identical,False,,0.85,transformed
BW,BW_331,W2,planning_suite,blocksworld,609,687,0.2886,132,155,0.4444,False,True,identical,False,,0.85,transformed
BW,BW_331,W3,planning_suite,blocksworld,609,664,0.2907,132,125,0.367,False,False,identical,False,,0.85,answer_mismatch
BW,BW_331,W4,planning_suite,blocksworld,609,1043,0.1755,132,168,0.1728,False,True,identical,False,,0.85,transformed
BW,BW_331,W5,planning_suite,blocksworld,609,634,0.8158,132,138,0.9863,False,False,different,False,,0.85,transformed
BW,BW_331,W6,planning_suite,blocksworld,609,608,0.9071,132,132,0.8125,False,False,different,False,BW_010,0.85,near_duplicate
