id,probe,phase,family,subtype,model,variant,metric,value,n,ci_low,ci_high,test,statistic,p_value,source_file,filter_applied,note
P1.1.GSM.Claude.canonical,P1,P1,GSM,--,Claude,canonical,accuracy,0.8409090909090909,44,0.7063350943621745,0.920734234422816,,,,GSM_P1_behavioral_claude.csv,bank-valid GSM IDs from question_bank_gsm.csv; drop mock; drop ERROR:; keep=last,
P1.3.BW.GPT-4o.VRI_mean,P1,P1,BW,--,GPT-4o,W1W2W4-W3,VRI_mean,-0.08205128205128207,65,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.3.BW.Llama.VRI_mean,P1,P1,BW,--,Llama,W1W2W4-W3,VRI_mean,-0.09230769230769231,65,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.3.BW.Gemini.VRI_mean,P1,P1,BW,--,Gemini,W1W2W4-W3,VRI_mean,-0.015384615384615394,65,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.3.BW.o4-mini.VRI_mean,P1,P1,BW,--,o4-mini,W1W2W4-W3,VRI_mean,0.4512820512820513,65,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.5.SP.Claude_vs_GPT-4o.paired.fisher_p,P1,P1,ALGO,SP,Claude|GPT-4o,W3,fisher_p,0.002128700758502569,34,,,fisher_exact,0.0,0.002128700758502569,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Claude_vs_GPT-4o.paired.acc_diff,P1,P1,ALGO,SP,Claude|GPT-4o,W3,acc_diff_A_minus_B,-0.2647058823529412,34,-0.4117647058823529,-0.11764705882352941,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Claude_vs_GPT-4o.canonically-matched.fisher_p,P1,P1,ALGO,SP,Claude|GPT-4o,W3,fisher_p,0.03508771929824561,11,,,fisher_exact,0.0,0.03508771929824561,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Claude_vs_GPT-4o.canonically-matched.acc_diff,P1,P1,ALGO,SP,Claude|GPT-4o,W3,acc_diff_A_minus_B,-0.45454545454545453,11,-0.7272727272727273,-0.18181818181818182,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Claude_vs_Llama.paired.fisher_p,P1,P1,ALGO,SP,Claude|Llama,W3,fisher_p,1.0,34,,,fisher_exact,,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Claude_vs_Llama.paired.acc_diff,P1,P1,ALGO,SP,Claude|Llama,W3,acc_diff_A_minus_B,0.0,34,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Claude_vs_Llama.canonically-matched.fisher_p,P1,P1,ALGO,SP,Claude|Llama,W3,fisher_p,1.0,1,,,fisher_exact,,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Claude_vs_Llama.canonically-matched.acc_diff,P1,P1,ALGO,SP,Claude|Llama,W3,acc_diff_A_minus_B,0.0,1,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Claude_vs_Gemini.paired.fisher_p,P1,P1,ALGO,SP,Claude|Gemini,W3,fisher_p,0.00037323800558198173,34,,,fisher_exact,0.0,0.00037323800558198173,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Claude_vs_Gemini.paired.acc_diff,P1,P1,ALGO,SP,Claude|Gemini,W3,acc_diff_A_minus_B,-0.3235294117647059,34,-0.47058823529411764,-0.17647058823529413,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Claude_vs_Gemini.canonically-matched.fisher_p,P1,P1,ALGO,SP,Claude|Gemini,W3,fisher_p,0.0028921023359288096,18,,,fisher_exact,0.0,0.0028921023359288096,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Claude_vs_Gemini.canonically-matched.acc_diff,P1,P1,ALGO,SP,Claude|Gemini,W3,acc_diff_A_minus_B,-0.4444444444444444,18,-0.6666666666666666,-0.2222222222222222,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Claude_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,SP,Claude|o4-mini,W3,fisher_p,5.188549003749406e-15,34,,,fisher_exact,0.0,5.188549003749406e-15,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Claude_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,SP,Claude|o4-mini,W3,acc_diff_A_minus_B,-0.8823529411764706,34,-0.9705882352941176,-0.7647058823529411,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Claude_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,SP,Claude|o4-mini,W3,fisher_p,2.6234507478872397e-10,22,,,fisher_exact,0.0,2.6234507478872397e-10,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Claude_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,SP,Claude|o4-mini,W3,acc_diff_A_minus_B,-0.9090909090909091,22,-1.0,-0.7727272727272727,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.GPT-4o_vs_Llama.paired.fisher_p,P1,P1,ALGO,SP,GPT-4o|Llama,W3,fisher_p,0.002128700758502569,34,,,fisher_exact,inf,0.002128700758502569,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.GPT-4o_vs_Llama.paired.acc_diff,P1,P1,ALGO,SP,GPT-4o|Llama,W3,acc_diff_A_minus_B,0.2647058823529412,34,0.11764705882352941,0.4117647058823529,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.GPT-4o_vs_Llama.canonically-matched.fisher_p,P1,P1,ALGO,SP,GPT-4o|Llama,W3,fisher_p,1.0,2,,,fisher_exact,inf,1.0,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.GPT-4o_vs_Llama.canonically-matched.acc_diff,P1,P1,ALGO,SP,GPT-4o|Llama,W3,acc_diff_A_minus_B,0.5,2,0.0,1.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.GPT-4o_vs_Gemini.paired.fisher_p,P1,P1,ALGO,SP,GPT-4o|Gemini,W3,fisher_p,0.7906045203898735,34,,,fisher_exact,0.7527272727272727,0.7906045203898735,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.GPT-4o_vs_Gemini.paired.acc_diff,P1,P1,ALGO,SP,GPT-4o|Gemini,W3,acc_diff_A_minus_B,-0.05882352941176472,34,-0.2058823529411765,0.08823529411764708,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.GPT-4o_vs_Gemini.canonically-matched.fisher_p,P1,P1,ALGO,SP,GPT-4o|Gemini,W3,fisher_p,1.0,10,,,fisher_exact,0.6666666666666666,1.0,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.GPT-4o_vs_Gemini.canonically-matched.acc_diff,P1,P1,ALGO,SP,GPT-4o|Gemini,W3,acc_diff_A_minus_B,-0.09999999999999998,10,-0.4,0.20000000000000007,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.GPT-4o_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,SP,GPT-4o|o4-mini,W3,fisher_p,3.700373425562224e-07,34,,,fisher_exact,0.048,3.700373425562224e-07,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.GPT-4o_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,SP,GPT-4o|o4-mini,W3,acc_diff_A_minus_B,-0.6176470588235294,34,-0.7647058823529411,-0.4411764705882353,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.GPT-4o_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,SP,GPT-4o|o4-mini,W3,fisher_p,0.005797101449275362,14,,,fisher_exact,0.0,0.005797101449275362,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.GPT-4o_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,SP,GPT-4o|o4-mini,W3,acc_diff_A_minus_B,-0.5,14,-0.7857142857142857,-0.2142857142857143,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Llama_vs_Gemini.paired.fisher_p,P1,P1,ALGO,SP,Llama|Gemini,W3,fisher_p,0.00037323800558198173,34,,,fisher_exact,0.0,0.00037323800558198173,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Llama_vs_Gemini.paired.acc_diff,P1,P1,ALGO,SP,Llama|Gemini,W3,acc_diff_A_minus_B,-0.3235294117647059,34,-0.5,-0.17647058823529413,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Llama_vs_Gemini.canonically-matched.fisher_p,P1,P1,ALGO,SP,Llama|Gemini,W3,fisher_p,NOT_COMPUTABLE,0,,,fisher_exact,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,empty ID intersection
P1.5.SP.Llama_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,SP,Llama|o4-mini,W3,fisher_p,5.188549003749406e-15,34,,,fisher_exact,0.0,5.188549003749406e-15,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Llama_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,SP,Llama|o4-mini,W3,acc_diff_A_minus_B,-0.8823529411764706,34,-0.9705882352941176,-0.7647058823529411,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Llama_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,SP,Llama|o4-mini,W3,fisher_p,0.3333333333333333,2,,,fisher_exact,0.0,0.3333333333333333,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Llama_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,SP,Llama|o4-mini,W3,acc_diff_A_minus_B,-1.0,2,-1.0,-1.0,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Gemini_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,SP,Gemini|o4-mini,W3,fisher_p,4.136875576826001e-06,34,,,fisher_exact,0.06376811594202898,4.136875576826001e-06,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Gemini_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,SP,Gemini|o4-mini,W3,acc_diff_A_minus_B,-0.5588235294117647,34,-0.7352941176470588,-0.38235294117647056,bootstrap_10000,,,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; paired; drop mock,
P1.5.SP.Gemini_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,SP,Gemini|o4-mini,W3,fisher_p,0.001802636991922118,23,,,fisher_exact,0.09642857142857143,0.001802636991922118,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.SP.Gemini_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,SP,Gemini|o4-mini,W3,acc_diff_A_minus_B,-0.47826086956521735,23,-0.6956521739130435,-0.26086956521739135,bootstrap_10000,,,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen SP adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Claude_vs_GPT-4o.paired.fisher_p,P1,P1,ALGO,CC,Claude|GPT-4o,W3,fisher_p,0.010835913312693497,10,,,fisher_exact,inf,0.010835913312693497,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Claude_vs_GPT-4o.paired.acc_diff,P1,P1,ALGO,CC,Claude|GPT-4o,W3,acc_diff_A_minus_B,0.6,10,0.3,0.9,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Claude_vs_GPT-4o.canonically-matched.fisher_p,P1,P1,ALGO,CC,Claude|GPT-4o,W3,fisher_p,0.04761904761904762,5,,,fisher_exact,inf,0.04761904761904762,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Claude_vs_GPT-4o.canonically-matched.acc_diff,P1,P1,ALGO,CC,Claude|GPT-4o,W3,acc_diff_A_minus_B,0.8,5,0.4,1.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gpt4o.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Claude_vs_Llama.paired.fisher_p,P1,P1,ALGO,CC,Claude|Llama,W3,fisher_p,0.010835913312693497,10,,,fisher_exact,inf,0.010835913312693497,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Claude_vs_Llama.paired.acc_diff,P1,P1,ALGO,CC,Claude|Llama,W3,acc_diff_A_minus_B,0.6,10,0.3,0.9,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Claude_vs_Llama.canonically-matched.fisher_p,P1,P1,ALGO,CC,Claude|Llama,W3,fisher_p,0.3333333333333333,2,,,fisher_exact,inf,0.3333333333333333,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Claude_vs_Llama.canonically-matched.acc_diff,P1,P1,ALGO,CC,Claude|Llama,W3,acc_diff_A_minus_B,1.0,2,1.0,1.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_llama.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Claude_vs_Gemini.paired.fisher_p,P1,P1,ALGO,CC,Claude|Gemini,W3,fisher_p,1.0,10,,,fisher_exact,0.6428571428571429,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Claude_vs_Gemini.paired.acc_diff,P1,P1,ALGO,CC,Claude|Gemini,W3,acc_diff_A_minus_B,-0.09999999999999998,10,-0.4,0.20000000000000007,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Claude_vs_Gemini.canonically-matched.fisher_p,P1,P1,ALGO,CC,Claude|Gemini,W3,fisher_p,1.0,5,,,fisher_exact,,1.0,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Claude_vs_Gemini.canonically-matched.acc_diff,P1,P1,ALGO,CC,Claude|Gemini,W3,acc_diff_A_minus_B,0.0,5,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Claude_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,CC,Claude|o4-mini,W3,fisher_p,0.08668730650154799,10,,,fisher_exact,0.0,0.08668730650154799,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Claude_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,CC,Claude|o4-mini,W3,acc_diff_A_minus_B,-0.4,10,-0.7,-0.09999999999999998,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Claude_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,CC,Claude|o4-mini,W3,fisher_p,0.46153846153846156,7,,,fisher_exact,0.0,0.46153846153846156,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Claude_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,CC,Claude|o4-mini,W3,acc_diff_A_minus_B,-0.2857142857142857,7,-0.5714285714285714,0.0,bootstrap_10000,,,ALGO_P1_behavioral_claude.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.GPT-4o_vs_Llama.paired.fisher_p,P1,P1,ALGO,CC,GPT-4o|Llama,W3,fisher_p,1.0,10,,,fisher_exact,,1.0,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.GPT-4o_vs_Llama.paired.acc_diff,P1,P1,ALGO,CC,GPT-4o|Llama,W3,acc_diff_A_minus_B,0.0,10,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.GPT-4o_vs_Llama.canonically-matched.fisher_p,P1,P1,ALGO,CC,GPT-4o|Llama,W3,fisher_p,1.0,1,,,fisher_exact,,1.0,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.GPT-4o_vs_Llama.canonically-matched.acc_diff,P1,P1,ALGO,CC,GPT-4o|Llama,W3,acc_diff_A_minus_B,0.0,1,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_llama.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.GPT-4o_vs_Gemini.paired.fisher_p,P1,P1,ALGO,CC,GPT-4o|Gemini,W3,fisher_p,0.0030959752321981426,10,,,fisher_exact,0.0,0.0030959752321981426,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.GPT-4o_vs_Gemini.paired.acc_diff,P1,P1,ALGO,CC,GPT-4o|Gemini,W3,acc_diff_A_minus_B,-0.7,10,-1.0,-0.4,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.GPT-4o_vs_Gemini.canonically-matched.fisher_p,P1,P1,ALGO,CC,GPT-4o|Gemini,W3,fisher_p,0.028571428571428567,4,,,fisher_exact,0.0,0.028571428571428567,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.GPT-4o_vs_Gemini.canonically-matched.acc_diff,P1,P1,ALGO,CC,GPT-4o|Gemini,W3,acc_diff_A_minus_B,-1.0,4,-1.0,-1.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.GPT-4o_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,CC,GPT-4o|o4-mini,W3,fisher_p,1.082508822446903e-05,10,,,fisher_exact,0.0,1.082508822446903e-05,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.GPT-4o_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,CC,GPT-4o|o4-mini,W3,acc_diff_A_minus_B,-1.0,10,-1.0,-1.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.GPT-4o_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,CC,GPT-4o|o4-mini,W3,fisher_p,0.0021645021645021645,6,,,fisher_exact,0.0,0.0021645021645021645,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.GPT-4o_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,CC,GPT-4o|o4-mini,W3,acc_diff_A_minus_B,-1.0,6,-1.0,-1.0,bootstrap_10000,,,ALGO_P1_behavioral_gpt4o.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Llama_vs_Gemini.paired.fisher_p,P1,P1,ALGO,CC,Llama|Gemini,W3,fisher_p,0.0030959752321981426,10,,,fisher_exact,0.0,0.0030959752321981426,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Llama_vs_Gemini.paired.acc_diff,P1,P1,ALGO,CC,Llama|Gemini,W3,acc_diff_A_minus_B,-0.7,10,-1.0,-0.4,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Llama_vs_Gemini.canonically-matched.fisher_p,P1,P1,ALGO,CC,Llama|Gemini,W3,fisher_p,0.3333333333333333,2,,,fisher_exact,0.0,0.3333333333333333,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Llama_vs_Gemini.canonically-matched.acc_diff,P1,P1,ALGO,CC,Llama|Gemini,W3,acc_diff_A_minus_B,-1.0,2,-1.0,-1.0,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_gemini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Llama_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,CC,Llama|o4-mini,W3,fisher_p,1.082508822446903e-05,10,,,fisher_exact,0.0,1.082508822446903e-05,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Llama_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,CC,Llama|o4-mini,W3,acc_diff_A_minus_B,-1.0,10,-1.0,-1.0,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Llama_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,CC,Llama|o4-mini,W3,fisher_p,0.3333333333333333,2,,,fisher_exact,0.0,0.3333333333333333,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Llama_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,CC,Llama|o4-mini,W3,acc_diff_A_minus_B,-1.0,2,-1.0,-1.0,bootstrap_10000,,,ALGO_P1_behavioral_llama.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Gemini_vs_o4-mini.paired.fisher_p,P1,P1,ALGO,CC,Gemini|o4-mini,W3,fisher_p,0.21052631578947367,10,,,fisher_exact,0.0,0.21052631578947367,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Gemini_vs_o4-mini.paired.acc_diff,P1,P1,ALGO,CC,Gemini|o4-mini,W3,acc_diff_A_minus_B,-0.30000000000000004,10,-0.6,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; paired; drop mock,
P1.5.CC.Gemini_vs_o4-mini.canonically-matched.fisher_p,P1,P1,ALGO,CC,Gemini|o4-mini,W3,fisher_p,1.0,5,,,fisher_exact,,1.0,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
P1.5.CC.Gemini_vs_o4-mini.canonically-matched.acc_diff,P1,P1,ALGO,CC,Gemini|o4-mini,W3,acc_diff_A_minus_B,0.0,5,0.0,0.0,bootstrap_10000,,,ALGO_P1_behavioral_gemini.csv + ALGO_P1_behavioral_o1mini.csv,frozen CC adversarial IDs; canonically-matched; drop mock,
